 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8
RF03069#URS0000D6AAEC_12908/1-181#subopt0,  7.86993, 0.922527, 0.300378, -3.18319,-0.841869,  0.64081,-0.680774,  0.58094
RF03069#URS0000D6AAEC_12908/1-181#subopt1,  7.58596,  1.10444, 0.395026, -2.37996,-0.867238, 0.143316,-0.708052,0.0318324
RF03069#URS0000D6AAEC_12908/1-181#subopt2,   8.20154,  0.619854,-0.0265961,  -2.14416, -0.726561,-0.0644588, -0.426839, -0.400339
RF03069#URS0000D6CA86_12908/1-179#subopt0,  8.34922,-0.360464, 0.624583, -2.04973,-0.268109,0.0883018,  1.04791, -1.36385
RF03069#URS0000D6CA86_12908/1-179#subopt1,  8.07819, -1.28725,  1.36372, -1.66209, 0.179687,-0.272511, 0.523869,-0.810346
RF03069#URS0000D6CA86_12908/1-179#subopt2,  8.18838, -1.55858, 0.821496, -1.00355,0.0781871,-0.267654,0.0129559,  -1.4837
RF03069#URS0000D68963_12908/1-179#subopt0,   7.98862,  0.108803,   0.73102,  -1.34654,  0.793642,   1.40684,-0.0130311,   -2.7694
RF03069#URS0000D68963_12908/1-179#subopt1,  7.96112,0.0707556,  0.52781, -1.53046, 0.657814,   0.9131,-0.241643, -2.85788
RF03069#URS0000D68963_12908/1-179#subopt2,  8.36575,-0.170203,  1.09343, -1.78086, 0.900766,   1.1748, 0.475317, -2.17405
RF02969#JYHN01000092.1/137006-137114#subopt0,  4.96122,  2.54143,  2.02637,-0.447169, -1.12351,-0.916098,-0.129495, -1.41571
RF02969#JYHN01000092.1/137006-137114#subopt1,    4.9491,   2.45408,   1.99223, -0.323735,  -1.43257, -0.172297,  0.624543,0.00539815
RF02969#JYHN01000092.1/137006-137114#subopt2,  4.96843,  2.37142,  2.16954,-0.530169, -1.55983, -0.83797, 0.266923,-0.972583
RF02969#URS0000D6A288_12908/1-113#subopt0,   6.0852,-0.198097, 0.847813,-0.933782,-0.287642,-0.579699, -0.84051, -1.03415
RF02969#URS0000D6A288_12908/1-113#subopt1,   6.14464, -0.221265,  0.918615, -0.785729,  0.269853,-0.0571717, -0.882572,  -1.35524
RF02969#URS0000D6A288_12908/1-113#subopt2,   5.32303,  0.483557,   1.27479,  -1.22467,-0.0935746,  -1.38077,  -1.39443,  -1.71764
RF02969#URS0000D6BA7E_997894/1-109#subopt0,  5.19315,  1.49789, 0.288332, -1.70999,-0.279653,-0.855814,-0.508567, -2.09133
RF02969#URS0000D6BA7E_997894/1-109#subopt1,   5.2303,  1.37564, 0.202119, -1.65334,-0.664111,-0.235227, 0.068845,-0.685616
RF02969#URS0000D6BA7E_997894/1-109#subopt2,  5.20037,  1.32788, 0.431507, -1.79299,-0.715974,-0.777686,-0.112144, -1.64822
RF02969#URS0000D67FD8_12908/1-119#subopt0,   6.2885,-0.272472, 0.471351,-0.589965, 0.152038,-0.293313, -1.23282, -0.63662
RF02969#URS0000D67FD8_12908/1-119#subopt1,  6.33353,-0.297788,  0.61715,-0.430901,-0.127815,-0.804531,-0.674104,-0.387011
RF02969#URS0000D67FD8_12908/1-119#subopt2,  5.95438, 0.474517,-0.653453, -1.47424,-0.421838,-0.172519,-0.427901, -1.26071
RF03012#URS0000D67564_12908/1-53#subopt0,   4.5725, -1.11322,-0.620579,-0.955567,  1.85503,-0.455886, 0.672738,  1.22052
RF03012#URS0000D67564_12908/1-53#subopt1, 5.01807,-1.23414,-0.35959,-1.54314, 1.74855,-0.50663,0.864154, 1.16649
RF03012#URS0000D67564_12908/1-53#subopt2,   3.27179,-0.0443634, -0.280927, -0.060724,   1.79424, 0.0806824,-0.0708049, 0.0997211
RF03012#URS0000D68259_12908/1-53#subopt0,   3.27179,-0.0443634, -0.280927, -0.060724,   1.79424, 0.0806824,-0.0708049, 0.0997211
RF03012#URS0000D68259_12908/1-53#subopt1,   3.2395,-0.164559,-0.313419,-0.318504,  1.57886,    0.248, 0.446284,0.0174272
RF03012#URS0000D68259_12908/1-53#subopt2,  2.88534,  1.09674,  1.36366,  1.08977,0.0447281,0.0460881,-0.407057, 0.171761
RF03012#URS0000D6CA07_12908/1-53#subopt0,  4.12087,  1.09937, -2.14806, 0.835934,-0.925092, 0.493494,-0.838785,  1.36473
RF03012#URS0000D6CA07_12908/1-53#subopt1,   4.0813, 0.997773,  -2.2073,  0.59853, -1.15228, 0.600137,-0.358476,  1.34607
RF03012#URS0000D6CA07_12908/1-53#subopt2,   3.57313,   1.58147,  -1.47785,  0.518717, -0.762208,-0.0276279,  -0.75463,  0.815197
RF03012#URS0000D6AD3E_12908/1-53#subopt0,  4.19481,  1.07509, -2.00301, 0.405285, -1.14917, 0.353712,0.0757379, 0.619593
RF03012#URS0000D6AD3E_12908/1-53#subopt1,  4.25181,  1.16877, -2.00723, 0.790263,-0.676338,0.0420089,-0.133895, 0.772512
RF03012#URS0000D6AD3E_12908/1-53#subopt2,  4.21216,  1.07416, -2.06083, 0.542026,-0.920668, 0.148296, 0.330663, 0.736466
RF03086#MERK01000111.1/15947-15994#subopt0,   2.6727,  2.47706,0.0264174, 0.375215,-0.201614,-0.480483,  1.08355,-0.330107
RF03086#URS0000D6C6FD_12908/1-48#subopt0,  3.64337,  1.47646,-0.707989, 0.806644,-0.150156,-0.873449, 0.551437,-0.228059
RF03086#URS0000D6C6FD_12908/1-48#subopt1,  3.53545,  1.51026,-0.616152, 0.968132,-0.272343,-0.887339,  1.53444, 0.461385
RF03086#URS0000D6C6FD_12908/1-48#subopt2,   2.6727,  2.47706,0.0264174, 0.375215,-0.201614,-0.480483,  1.08355,-0.330107
RF03086#MERH01000121.1/1152-1105#subopt0,   2.6727,  2.47706,0.0264174, 0.375215,-0.201614,-0.480483,  1.08355,-0.330107
RF03086#MERH01000121.1/1152-1105#subopt1,  2.57451,  2.19694, 0.312135,  0.57671,-0.324491,-0.704544,  1.23156, 0.282391
RF03086#URS0000D6831A_12908/1-48#subopt0,   2.56997,   2.34213,-0.0419073,  0.289891, -0.159095, 0.0330588,  0.885252,-0.0541834
RF03086#URS0000D6831A_12908/1-48#subopt1,  3.55439,  1.95464,  -1.0847, 0.712919,-0.577459,  0.79649, 0.848079, 0.502927
RF03086#URS0000D6831A_12908/1-48#subopt2,    3.725,  1.81492, -1.00376,  0.59174,-0.621849, 0.253879, 0.985994, 0.255238
RF03032#URS0000D6BDAD_12908/1-71#subopt0,    3.928,  2.58302, 0.949891,  1.13814,-0.249678, 0.222328,-0.182053, 0.407251
RF03032#URS0000D6BDAD_12908/1-71#subopt1,  3.92993,  2.55066, 0.972365,   1.1176,-0.277398, 0.178191,-0.201736, 0.492758
RF03032#URS0000D6BDAD_12908/1-71#subopt2,  4.17783,  1.71913,-0.312454,  1.29946,-0.278551, 0.917515,-0.263176, 0.296846
RF03032#URS0000D6BDAD_1125977/1-71#subopt0,    3.928,  2.58302, 0.949891,  1.13814,-0.249678, 0.222328,-0.182053, 0.407251
RF03032#URS0000D6BDAD_1125977/1-71#subopt1,  3.92993,  2.55066, 0.972365,   1.1176,-0.277398, 0.178191,-0.201736, 0.492758
RF03032#URS0000D6BDAD_1125977/1-71#subopt2,  4.17783,  1.71913,-0.312454,  1.29946,-0.278551, 0.917515,-0.263176, 0.296846
RF03032#URS0000D6B2A9_12908/1-71#subopt0,  4.34196,   1.7951,-0.592012,  0.76372, -1.15097,-0.197019,-0.709081, 0.354072
RF03032#URS0000D678D1_463794/1-71#subopt0,    3.928,  2.58302, 0.949891,  1.13814,-0.249678, 0.222328,-0.182053, 0.407251
RF03032#URS0000D678D1_463794/1-71#subopt1,  3.92463,  2.53305, 0.984734,  1.14123,-0.249402, 0.215243,-0.158377, 0.488033
RF03032#URS0000D678D1_463794/1-71#subopt2,  4.17783,  1.71913,-0.312454,  1.29946,-0.278551, 0.917515,-0.263176, 0.296846
RF01419#HQ693844.1/60190-60376#subopt0,  8.59523, -1.24474, -1.17044, 0.446571,-0.377537, -1.49887,-0.605696, 0.912848
RF01419#HQ693844.1/60190-60376#subopt1,  9.08097, -1.36256,-0.780964,-0.345866,-0.366507, -1.21002,-0.490813, 0.869576
RF01419#HQ693844.1/60190-60376#subopt2,  9.37273, -1.84367,-0.588184, -1.34628,-0.481544, -1.61687,0.0360495, 0.963804
RF01419#FAOM01272920.1/38332-38161#subopt0,   6.47898, -0.762065,   1.43474,-0.0233254,  0.053607, -0.396712,  0.117135, -0.187799
RF01419#FAOM01272920.1/38332-38161#subopt1,   6.65704, -0.825725,    1.5989, -0.582038,   0.51375,-0.0680818, -0.220518,  0.263189
RF01419#FAOM01272920.1/38332-38161#subopt2,  6.74753,-0.729357,  1.63741,-0.594898, 0.556928,-0.479776,-0.137785,-0.104189
RF01419#KQ976354.1/3187357-3187534#subopt0,  8.64401,-0.548832,-0.369318,-0.282078, -1.52435, -1.37712, -1.08484,0.0747676
RF01419#KQ976354.1/3187357-3187534#subopt1,  8.16632,-0.298105,-0.523122, 0.799164, -1.84497, -1.89801, -1.02709, 0.092838
RF01419#KQ976354.1/3187357-3187534#subopt2,  8.52099,-0.649304, -1.07267, 0.856541, -1.92329, -1.55481, -1.05849, 0.323303
RF01419#CM003252.1/11445650-11445464#subopt0,  7.02707,  0.18548, -1.16631, 0.202977, -1.04374,-0.358378,-0.787016,-0.424696
RF01419#CM003252.1/11445650-11445464#subopt1,  6.98966, 0.209437, -1.79751,  0.51804,-0.844325,0.0145546, -1.87479,-0.645986
RF01419#CM003252.1/11445650-11445464#subopt2,  6.75079, 0.170665, -2.41335,  1.69321, -1.28145, 0.131272, -1.67863,-0.967576
RF03087#URS0000D69BFB_12908/1-608#subopt0,  14.1016, -4.12222,  1.97082,0.0904485, -3.04395,0.0405545,  1.13453, 0.249906
RF03087#URS0000D69BFB_12908/1-608#subopt1, 14.0883,-4.14716, 2.03862,0.276701,-2.78153,0.103417, 1.11518,0.570696
RF03087#URS0000D69BFB_12908/1-608#subopt2, 14.1286,-4.28517, 1.97902,0.345795,-3.16056,0.367672, 1.19642,0.353157
RF03087#URS0000D6603A_12908/1-599#subopt0, 13.8486,-4.50857, 3.23799,0.262579,-2.08422, 3.35548,0.478154,-1.15868
RF03087#URS0000D6603A_12908/1-599#subopt1,  13.884,-4.50186, 3.17835,0.156751,-2.23402, 3.14683,0.325657,-1.22854
RF03087#URS0000D6603A_12908/1-599#subopt2, 13.9197,-4.80272, 3.15205,0.405178,-2.13388, 3.03413,0.457008,-1.27508
RF03087#URS0000D6C17C_12908/1-599#subopt0,   14.106, -4.72585,  2.70969,-0.990115, -1.98982,  2.87335,0.0912412, -0.57851
RF03087#URS0000D6C17C_12908/1-599#subopt1,   14.073, -4.66041,  2.69752,-0.855615, -1.97712,  2.78209,  0.39462,-0.402141
RF03087#URS0000D6C17C_12908/1-599#subopt2,  14.1268, -4.56499,  2.63887,-0.320728, -2.25709,   3.0044,0.0851065,-0.503423
RF03087#URS0000D65F47_12908/1-599#subopt0, 13.8486,-4.50857, 3.23799,0.262579,-2.08422, 3.35548,0.478154,-1.15868
RF03087#URS0000D65F47_12908/1-599#subopt1,  13.884,-4.50186, 3.17835,0.156751,-2.23402, 3.14683,0.325657,-1.22854
RF03087#URS0000D65F47_12908/1-599#subopt2, 13.9197,-4.80272, 3.15205,0.405178,-2.13388, 3.03413,0.457008,-1.27508
RF01734#ALXI01000102.1/18602-18543#subopt0,  3.60878,0.0856427,-0.347507, -1.30206, 0.976207,-0.706306,0.0775394,-0.492293
RF01734#ALXI01000102.1/18602-18543#subopt1,  3.10572, 0.828194, 0.490531, -1.74718, 0.546036,-0.435716,-0.567708,-0.528945
RF01734#ALXI01000102.1/18602-18543#subopt2,   3.11182,  0.577495,  0.673762,  -1.45248,  0.435285, -0.994637, -0.277489,-0.0716233
RF01734#KB944507.1/1472202-1472268#subopt0,   4.53089,     0.832,  -1.68065,  0.918162,-0.0351615, -0.346523, -0.133202, -0.374906
RF01734#KB944507.1/1472202-1472268#subopt1,   4.45869,  0.968804,  -1.58528,  0.860156,-0.0930347, -0.548142, -0.387912, -0.904369
RF01734#KB944507.1/1472202-1472268#subopt2,  4.41445,   1.0928, -1.68091, 0.552892,-0.318432,-0.425615,-0.566495, -1.40448
RF01734#MGOG01000202.1/8032-8093#subopt0,  4.88123, 0.343372, -1.12002,0.0827167, 0.174567,-0.317142,  0.58503, 0.839237
RF01734#MGOG01000202.1/8032-8093#subopt1,  4.97735, 0.594835, -1.49308,-0.298978,-0.453654, -1.24535,  0.69853, 0.997153
RF01734#MGOG01000202.1/8032-8093#subopt2,  4.11718,  1.20822,  -1.4296, 0.978749,-0.583433, -1.04393,  1.16643,0.0412709
RF01734#FUZT01000010.1/96793-96866#subopt0,  3.90558, 0.394655, 0.600444,  1.29706,0.0614649, -1.07064,-0.823931,-0.818207
RF01734#FUZT01000010.1/96793-96866#subopt1,  4.54736, 0.103224, 0.784155,0.0769699, 0.307971, -1.05065,-0.820083,-0.319822
RF01734#FUZT01000010.1/96793-96866#subopt2,  5.02535,  1.01011, -1.59314,-0.908583,-0.296488,0.0611288,-0.426485,  0.38364
RF03057#JTDN01000001.1/2084804-2084864#subopt0,    4.4879,   1.85485,  0.644116,   -2.5122,   0.63907,  0.841901,-0.0810659,  0.194142
RF03057#JTDN01000001.1/2084804-2084864#subopt1,   4.38628,   1.90893,  0.442764,  -2.68833,  0.160374,  0.259643,-0.0917092,  0.286763
RF03057#JTDN01000001.1/2084804-2084864#subopt2, 3.95281, 1.77773,0.657177,-1.91955,0.446864, 1.34734,0.228334,0.375441
RF03057#LMKV01000001.1/47195-47140#subopt0,  4.32101,  1.36275,-0.338332, -0.56573,-0.389364, 0.952272,    1.215,  1.01335
RF03057#LMKV01000001.1/47195-47140#subopt1,   4.4282,  1.36913,-0.338203,-0.638638,-0.066268,  1.32793, 0.740107, 0.820237
RF03057#LMKV01000001.1/47195-47140#subopt2,  3.55357,  1.73814,-0.598051, 0.954074, -0.71639, 0.759367,  1.12347,  1.06428
RF03057#URS0000D67145_438753/1-56#subopt0,  4.03852,  2.07298, 0.384133, -2.23804,-0.244976, 0.742271, 0.102933, 0.282447
RF03057#URS0000D67145_438753/1-56#subopt1,  3.93777,  2.18422, 0.341993, -2.12528,0.0434585,  1.00566,  0.45186, 0.692753
RF03057#URS0000D67145_438753/1-56#subopt2,  3.45012,  2.40518, 0.245878, -1.22009, -0.38495, 0.523659,0.0402899, 0.124353
RF03057#AP009384.1/1486639-1486584#subopt0,  4.03852,  2.07298, 0.384133, -2.23804,-0.244976, 0.742271, 0.102933, 0.282447
RF03057#AP009384.1/1486639-1486584#subopt1,  3.93777,  2.18422, 0.341993, -2.12528,0.0434585,  1.00566,  0.45186, 0.692753
RF03057#AP009384.1/1486639-1486584#subopt2,  3.45012,  2.40518, 0.245878, -1.22009, -0.38495, 0.523659,0.0402899, 0.124353
RF02925#URS0000D678AE_12908/1-52#subopt0,  3.36705,  2.25549, 0.378938, 0.252648, -1.25832,-0.599834,  -0.2814, 0.208633
RF02925#URS0000D678AE_12908/1-52#subopt1,   3.56445,   1.75217,  -1.02579,  0.360244,  -0.78191,-0.0516751,  0.363552,  0.288873
RF02925#URS0000D678AE_12908/1-52#subopt2,  3.51028,   1.8293,-0.980995, 0.332505, -0.84433,-0.248596, 0.128776,-0.095958
RF02925#URS0000D6C076_12908/1-53#subopt0,   2.50948,   2.31117, -0.160427,  0.351603,-0.0504964,  0.399103, 0.0667389,  0.388713
RF02925#URS0000D6C076_12908/1-53#subopt1,   2.47921,    2.3219,-0.0737899,  0.483757, -0.396096, -0.088092,  0.678044,  0.701146
RF02925#URS0000D6C076_12908/1-53#subopt2,  2.50194,  2.46005,-0.202699, 0.328144,-0.346429,0.0880599, 0.663236,0.0226985
RF02925#URS0000D68336_12908/1-53#subopt0,  3.42096,  1.50457, -1.20086, 0.493152, -1.06326, 0.588186,-0.197111, 0.818953
RF02925#URS0000D68336_12908/1-53#subopt1,  3.51646,   1.6832, -1.51386, 0.438969,-0.984412,-0.261944,-0.481863, 0.840934
RF02925#URS0000D68336_12908/1-53#subopt2,   2.50948,   2.31117, -0.160427,  0.351603,-0.0504964,  0.399103, 0.0667389,  0.388713
RF02925#URS0000D67A9E_12908/1-52#subopt0,   4.1137,  2.03448, 0.829824,-0.989825, -1.06162,-0.614124,-0.553947, 0.377582
RF02925#URS0000D67A9E_12908/1-52#subopt1,  3.36705,  2.25549, 0.378938, 0.252648, -1.25832,-0.599834,  -0.2814, 0.208633
RF02925#URS0000D67A9E_12908/1-52#subopt2,   3.56445,   1.75217,  -1.02579,  0.360244,  -0.78191,-0.0516751,  0.363552,  0.288873
RF01701#ALVZ01000161.1/23593-23517#subopt0,   3.82359,   1.77476,  0.261122,  -1.83349,   0.60696,-0.0581179, -0.413199,  0.689945
RF01701#ALVZ01000161.1/23593-23517#subopt1,  3.20954,  1.88515, 0.118183, -1.05598, 0.475162,-0.180341,-0.370088, 0.169502
RF01701#ALVZ01000161.1/23593-23517#subopt2,   3.12927,   2.00027, -0.123898,   -1.3351,-0.0121283, -0.732718, -0.410707,  0.183424
RF01701#BBWW01000001.1/2678460-2678388#subopt0,   4.23487,   1.11645,  -1.94483,   0.92695,  0.313257,   0.19809, -0.272811,-0.0247741
RF01701#BBWW01000001.1/2678460-2678388#subopt1,  4.18122,  1.25689,  -1.9794, 0.874912, 0.193635,-0.206822,-0.677398,-0.512263
RF01701#BBWW01000001.1/2678460-2678388#subopt2,  4.15148,  1.33233,-0.639884,-0.703243, 0.569142, -0.24236,-0.707264,-0.531085
RF01701#LATL02000310.1/27365-27432#subopt0,  4.03925,  1.35496,-0.927056, -1.32847,-0.108401,-0.573799,-0.625799, 0.284196
RF01701#LATL02000310.1/27365-27432#subopt1,   4.03331,   1.39659, -0.969635,  -1.31133,-0.0472311, -0.615866, -0.670589,  0.299004
RF01701#LATL02000310.1/27365-27432#subopt2,  4.08994,  1.31918,-0.936314, -1.22693,0.0741681,-0.556174,-0.442727, 0.792141
RF01701#CP003548.1/6307229-6307304#subopt0,  3.19625,  2.05785, 0.293364,-0.765495, 0.797354,  0.21551, 0.256079, 0.397935
RF01701#CP003548.1/6307229-6307304#subopt1,  4.13109,  1.46282,-0.690019,-0.307112, 0.722355,  1.11465,-0.125806, 0.574865
RF01701#CP003548.1/6307229-6307304#subopt2,   3.13034,   2.05834,  0.155845,  -1.18102, 0.0115908,  -0.45485,-0.0242534,  0.402769
RF03074#URS0000D6B40F_12908/1-93#subopt0,  5.41105, 0.737059,-0.391837, 0.385755,-0.065106, 0.331759,  2.19263, 0.908578
RF03074#URS0000D6B40F_12908/1-93#subopt1,  6.06032, 0.221417, -1.12022, 0.392189,-0.293652, 0.515202,  2.20655,  1.10411
RF03074#URS0000D6B40F_12908/1-93#subopt2,   6.11658, 0.0918525,   -1.3083,-0.0249305, -0.789471,  0.968046,   1.35154,   1.02285
RF03074#AQQW01000002.1/8611-8703#subopt0,  5.41105, 0.737059,-0.391837, 0.385755,-0.065106, 0.331759,  2.19263, 0.908578
RF03074#AQQW01000002.1/8611-8703#subopt1,  6.06032, 0.221417, -1.12022, 0.392189,-0.293652, 0.515202,  2.20655,  1.10411
RF03074#AQQW01000002.1/8611-8703#subopt2,   6.11658, 0.0918525,   -1.3083,-0.0249305, -0.789471,  0.968046,   1.35154,   1.02285
RF03074#URS0000D6C566_391595/1-93#subopt0,  6.05525, 0.263561, -1.53074,-0.259013,    -1.09, 0.682594, 0.765552, 0.353893
RF03074#URS0000D6C566_391595/1-93#subopt1,  5.51921,  1.07537,-0.330955, 0.380201, 0.183329, 0.933261,  1.57395, 0.126899
RF03074#URS0000D6C566_391595/1-93#subopt2, 5.44182, 1.39159,0.533828,-0.95462,0.502487, 1.01451,  1.6702, 0.43954
RF03074#URS0000D67138_1123237/1-93#subopt0,  5.48169, 0.882719,-0.738658,-0.118953, 0.276006, 0.765151,  1.26868,  0.12956
RF03074#URS0000D67138_1123237/1-93#subopt1,  5.97203, 0.703199, -0.40764,-0.855168, 0.176201,  0.71909,  1.50849, 0.154129
RF03074#URS0000D67138_1123237/1-93#subopt2,    4.79022,    1.49591,   0.148122,  -0.135145,   0.420063,   0.137911,    1.44389,-0.00630361
RF00169#FRCM01000001.1/631866-631768#subopt0,  6.04086, -1.61043,-0.673769,  -1.8206,  1.04476, -1.86576, 0.172547,-0.362059
RF00169#FRCM01000001.1/631866-631768#subopt1,  6.52278, -2.01006, -1.73705, -2.37727, 0.882158,-0.561411,-0.587686,  0.88807
RF00169#FRCM01000001.1/631866-631768#subopt2,  5.88594, -1.41845,  -1.1853, -2.18775, 0.824701, -1.44007,-0.622939,-0.435628
RF00169#KI530762.1/1263899-1263995#subopt0,  6.13293,  -2.0965, -1.77278,-0.941976, 0.358725, -2.19704, 0.722307,-0.241985
RF00169#KI530762.1/1263899-1263995#subopt1,  6.51097,  -1.6857,  -0.6699,-0.926919,0.0754976, -2.23111,  0.71407,-0.070425
RF00169#KI530762.1/1263899-1263995#subopt2,  6.05146, -2.02266, -1.52871,-0.928898, 0.536559, -2.17717, 0.995413,-0.395786
RF00169#MGSR01000112.1/3254-3156#subopt0,  5.85766, -1.52922, -0.63391, -1.82505, 0.891101, -1.32386,-0.343596, -1.25298
RF00169#MGSR01000112.1/3254-3156#subopt1,   5.8838, -1.73616,-0.661106, -1.69385, 0.985686, -1.40686,-0.200992,-0.320371
RF00169#MGSR01000112.1/3254-3156#subopt2,  6.05646, -2.11843, -1.03529, -1.18062,   1.5064, -1.88598, 0.496626,-0.543035
RF00169#AM942759.1/160112-160208#subopt0,    5.6263,  -1.82624,  -1.11453, -0.970165,   1.48559,  -1.39801,-0.0479441,  -1.10984
RF00169#AM942759.1/160112-160208#subopt1,  5.70732, -1.81926,  -1.0782, -0.69674,  1.30893, -1.69121, 0.744768,-0.333966
RF00169#AM942759.1/160112-160208#subopt2,   6.0092, -2.10311, -1.50659,-0.797715,  1.47628, -1.13524, 0.398164, -0.63566
RF03141#CP002453.1/701743-701712#subopt0,  2.70602, 0.202124,-0.188016,  1.54478,  2.00319, 0.184007, 0.346507, -0.34262
RF03141#CP002453.1/701743-701712#subopt1,   2.67297,  0.376373, -0.448317,   1.13219,   1.76651,   0.71791,-0.0873958, -0.991459
RF03141#CP002453.1/701743-701712#subopt2,   3.35285,  0.180473,  -0.64165, -0.525598,   1.15667, -0.303729, -0.901737,-0.0421203
RF03141#CP002534.1/2435971-2436002#subopt0,  2.70602, 0.202124,-0.188016,  1.54478,  2.00319, 0.184007, 0.346507, -0.34262
RF03141#CP002534.1/2435971-2436002#subopt1,   2.67297,  0.376373, -0.448317,   1.13219,   1.76651,   0.71791,-0.0873958, -0.991459
RF03141#CP002534.1/2435971-2436002#subopt2,   3.35285,  0.180473,  -0.64165, -0.525598,   1.15667, -0.303729, -0.901737,-0.0421203
RF03141#CP002999.1/713998-713967#subopt0,  2.70602, 0.202124,-0.188016,  1.54478,  2.00319, 0.184007, 0.346507, -0.34262
RF03141#CP002999.1/713998-713967#subopt1,   2.67297,  0.376373, -0.448317,   1.13219,   1.76651,   0.71791,-0.0873958, -0.991459
RF03141#CP002999.1/713998-713967#subopt2,   3.35285,  0.180473,  -0.64165, -0.525598,   1.15667, -0.303729, -0.901737,-0.0421203
RF03141#CP011071.1/769099-769068#subopt0,  2.70602, 0.202124,-0.188016,  1.54478,  2.00319, 0.184007, 0.346507, -0.34262
RF03141#CP011071.1/769099-769068#subopt1,   2.67297,  0.376373, -0.448317,   1.13219,   1.76651,   0.71791,-0.0873958, -0.991459
RF03141#CP011071.1/769099-769068#subopt2,   3.35285,  0.180473,  -0.64165, -0.525598,   1.15667, -0.303729, -0.901737,-0.0421203
RF03065#URS0000D6A397_12908/1-216#subopt0,  6.35832, 0.918428,  1.09746,-0.100236,0.0200699,-0.409954,  2.46708, -1.15044
RF03065#URS0000D6A397_12908/1-216#subopt1,    6.35822,   0.859671,     1.2147,-0.00689571, -0.0643597,  -0.474981,    2.44605,  -0.779016
RF03065#URS0000D6A397_12908/1-216#subopt2,  6.88946, 0.391893, 0.928306, 0.415216, 0.156784,-0.296068,  2.43004,-0.934482
RF03065#URS0000D68D65_12908/1-207#subopt0,  7.39273, 0.230779,  1.13757,-0.733963, 0.308994, 0.354294,  2.60966, -1.65335
RF03065#URS0000D68D65_12908/1-207#subopt1,  7.48312, 0.188265,  1.32275,-0.657353,  0.10136, 0.350489,  2.62415, -1.34324
RF03065#URS0000D68D65_12908/1-207#subopt2,   7.35173,  0.133487,   1.25701, -0.575787,  0.147626,-0.0968377,   3.03873,   -1.2519
RF03065#URS0000D66550_12908/1-216#subopt0,  9.25566, -2.71021, 0.553258, 0.398216,-0.697822, -1.37812,-0.363909,-0.189647
RF03065#URS0000D66550_12908/1-216#subopt1,  8.96583, -2.56083, 0.329133, 0.918042,-0.745453, -1.35051,-0.305559,-0.161668
RF03065#URS0000D66550_12908/1-216#subopt2,   8.93951,  -3.06993, -0.175079, -0.310582, 0.0561348,  -1.50526, 0.0584101,-0.0397424
RF03065#URS0000D6768A_12908/1-217#subopt0,   8.11122, -0.651719, -0.372216, 0.0561526,-0.0904285, -0.538521,   1.89008,  -1.74396
RF03065#URS0000D6768A_12908/1-217#subopt1,  7.95924,-0.552244, -0.41895, 0.108029,-0.459156, -1.04071,  2.29064, -1.32435
RF03065#URS0000D6768A_12908/1-217#subopt2,   8.38321, -0.923929, -0.601674,  0.121398,-0.0865549, -0.623722,    2.0464,  -1.70675
RF02975#URS0000D67C49_12908/1-48#subopt0,  4.19939,  2.32072,  0.98294,-0.212618, 0.906617, 0.688896,-0.408255, -1.15618
RF02975#URS0000D67C49_12908/1-48#subopt1,    4.1629,   2.01359,    1.3017,-0.0148053,  0.776273,   0.41817,-0.0855684, -0.419973
RF02975#URS0000D67C49_12908/1-48#subopt2,  3.53691,  2.35961, 0.503094, -0.49505,  1.28004,  1.03266,-0.210022, -1.07775
RF02975#URS0000D6C04C_12908/1-48#subopt0,  4.19939,  2.32072,  0.98294,-0.212618, 0.906617, 0.688896,-0.408255, -1.15618
RF02975#URS0000D6C04C_12908/1-48#subopt1,    4.1629,   2.01359,    1.3017,-0.0148053,  0.776273,   0.41817,-0.0855684, -0.419973
RF02975#URS0000D6C04C_12908/1-48#subopt2,  3.53691,  2.35961, 0.503094, -0.49505,  1.28004,  1.03266,-0.210022, -1.07775
RF02975#URS0000D6C04C_1235800/1-48#subopt0,  4.19939,  2.32072,  0.98294,-0.212618, 0.906617, 0.688896,-0.408255, -1.15618
RF02975#URS0000D6C04C_1235800/1-48#subopt1,    4.1629,   2.01359,    1.3017,-0.0148053,  0.776273,   0.41817,-0.0855684, -0.419973
RF02975#URS0000D6C04C_1235800/1-48#subopt2,  3.53691,  2.35961, 0.503094, -0.49505,  1.28004,  1.03266,-0.210022, -1.07775
RF02975#KE159821.1/197762-197715#subopt0,  4.19939,  2.32072,  0.98294,-0.212618, 0.906617, 0.688896,-0.408255, -1.15618
RF02975#KE159821.1/197762-197715#subopt1,    4.1629,   2.01359,    1.3017,-0.0148053,  0.776273,   0.41817,-0.0855684, -0.419973
RF02975#KE159821.1/197762-197715#subopt2,  3.53691,  2.35961, 0.503094, -0.49505,  1.28004,  1.03266,-0.210022, -1.07775
RF02999#URS0000D67576_1163398/1-93#subopt0,   4.88406,-0.0196942,  0.482936,   2.93725,  0.983424,-0.0941721, -0.203721,-0.0165522
RF02999#URS0000D67576_1163398/1-93#subopt1,   5.39372, -0.554305, 0.0616384,   2.99344,  0.644179,  0.337978,-0.0601268,  0.171398
RF02999#URS0000D67576_1163398/1-93#subopt2,  5.15248,-0.559769, 0.596441,  1.28873,  1.56602,-0.310809, 0.539346,  0.74855
