 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20
AM180355.1/2199380-2199463_subopt11,   4.53243,   2.87086, -0.568335,  0.658142,  0.517496, -0.909806,   1.15337, -0.343161, -0.546602,  0.102151,  -1.36915,  0.774007,  0.502133,  0.723443,  0.418211,  0.160284, -0.485523, -0.152172,  0.240863,-0.0620571
AM180355.1/2199380-2199463_subopt12,   3.44503,   4.03257,  0.223107,  0.655218, -0.439154,  -0.88216,  0.635321, -0.561532,  0.290581, -0.123508, -0.144364,  0.526914,-0.0252376,-0.0708646,   1.04681,  0.363321, -0.451783,-0.0521353, -0.152041,  0.277921
AM180355.1/2199380-2199463_subopt13,  5.36578, -1.67137,  1.42529,  1.33145,-0.146127, -2.95294,-0.300748,-0.832284, -0.17475,-0.112306,-0.398177,  1.46564, 0.199762,-0.794603, 0.049341,-0.153924, 0.150525,-0.452147,-0.778879,-0.650527
AM180355.1/2199380-2199463_subopt14,   6.25002,  -2.31545,   1.31092,   1.77502, -0.563847,  -4.13899, -0.728081, -0.424353,-0.0954473,  0.290312,  -0.33053,   0.85607, 0.0290076, -0.488743, -0.465488, -0.171051, -0.294639,  0.297029, -0.427568, -0.380204
AM180355.1/2199380-2199463_subopt15,   6.68286,  -2.58798,   1.30705,   1.78139, -0.338163,  -4.18251,  -0.32065,-0.0481846, -0.162728,   0.29425,  -1.05589,  0.916417, -0.120547, -0.299077, -0.563135, -0.224764,  -0.25218,  0.364422,  -0.50102, -0.215272
AM180355.1/2199380-2199463_subopt16,    6.23998,   -2.29809,    1.40315,    1.76655,  -0.665514,   -4.04538,  -0.758344,  -0.387646,  -0.153741,   0.265858,  -0.404456,   0.880925,-0.00895138,  -0.502852,  -0.358209,  -0.167629,  -0.276819,   0.291057,  -0.354272,  -0.400317
AM180355.1/2199380-2199463_subopt17,   6.67281,  -2.57061,   1.39927,   1.77291, -0.439831,  -4.08891, -0.350915,-0.0114787, -0.221024,  0.269797,  -1.12981,  0.941271, -0.158507, -0.313185, -0.455855, -0.221343, -0.234358,   0.35845, -0.427724, -0.235384
AM180355.1/2199380-2199463_subopt18,   3.48011,   3.82499,   0.14256,  0.114739,  -0.38777,0.00324311,  0.360414, -0.146133, -0.152469,  0.505457, 0.0302875, -0.252273,  0.250186,   -1.4226,   1.33623, 0.0396721, -0.508249,  0.191252,  -0.33543,   1.26814
AM180355.1/2199380-2199463_subopt19,    4.173,  3.34384, 0.269105, 0.442108, -1.57148, -0.84834,-0.672152,-0.386988,-0.522996, 0.454045,-0.105986,-0.218972, 0.890328, 0.209954,  0.41263,0.0329942, 0.420201,-0.554738,-0.276044, 0.938715
AM180355.1/2199380-2199463_subopt20,   3.54284,   3.89413,  0.100009,  0.405065,  -0.39581, -0.559677,   0.26599, -0.603425, -0.850151,  0.406789,-0.0517195,  0.486452,  0.866307, -0.609725,  0.858472,  0.173431,  0.223392,  0.273237,  0.253549,   1.17377
AM180355.1/2199380-2199463_subopt21,   4.53841,   3.08873, -0.335553,  0.690724,  0.500533, -0.789729,0.00231796, -0.504393,   -1.0194,  0.706832,  0.146152,  -0.23617,  0.834675, -0.108606, 0.0797804,  0.238309, -0.528995,  0.664343,   0.24373,  0.815239
AM180355.1/2199380-2199463_subopt22,    3.455,  3.37122,0.0500024,0.0705576,-0.394309,-0.280641,-0.050276,-0.703998, -1.51341, 0.652535,-0.340409, 0.781032,  1.33953,-0.772672, 0.385546,0.0409639,  0.64666, 0.354642, 0.391977,  1.50873
AM180355.1/2199380-2199463_subopt23,   4.48347,   2.47799, -0.562561,  0.174298,  0.514082, -0.137222,  0.710349, -0.285842,  -1.65878,  0.485597,  -1.35663,  0.728619,     1.174,  0.221686, 0.0500302, 0.0408749,-0.0181085,  0.107706,  0.648643,   1.19909
AM180355.1/2199380-2199463_subopt24,  3.48698,  3.91651, 0.321952, 0.314591,-0.468726,-0.134018, 0.340466,-0.411442,-0.649157, 0.213057,-0.022644, 0.368945, 0.494768,-0.523478, 0.842952, 0.308631,-0.073296, 0.140532, 0.306303,  1.49589
URS0000D65A1F_12908/1-79_subopt0,   4.52025,    2.9848, -0.572181,   1.38408,  0.843517, 0.0639115,  -1.00207,   0.99082,  0.346097,-0.0535364,  0.419718, -0.336785,  0.483415, 0.0469619, -0.600423,  0.287513,  0.772404,  0.259907,  0.360102, -0.404183
URS0000D65A1F_12908/1-79_subopt1,   5.13659,    1.9271,  -0.89446,   1.27033,   1.55133, 0.0816649,  -1.15564,   0.79977,  0.161138,  0.493915,  0.458466, -0.785888,  0.743832,  0.442594,   -1.1191,   0.51727,-0.0348978,  0.530232,-0.0666729, -0.319454
URS0000D65A1F_12908/1-79_subopt2,   5.08228,   2.54088, 0.0238793,  0.857489, -0.606768,  0.185738, -0.359104,   0.78378,  0.265688,0.00171049, -0.626501,  -1.13179, -0.390054,  0.514633, -0.561212,  0.492656,  0.365987, -0.641169, -0.166806, -0.269229
URS0000D65A1F_12908/1-79_subopt3,  5.67313,  1.49308,-0.276791, 0.762207, 0.128426, 0.179918,-0.519224, 0.654425, 0.108479, 0.470202,-0.535016, -1.59447,-0.185118, 0.930242, -1.18085, 0.700625,-0.350396,-0.378363, -0.39239,-0.311059
URS0000D65A1F_12908/1-79_subopt4,   4.48734,   3.14877, -0.130419,  0.896218,  0.516859,  0.487498,  0.451767,  0.777635, 0.0555961, -0.284463, -0.499482, -0.572303, -0.642693,-0.0550275, -0.520121,  0.499221,   0.57783,-0.0420127,  0.567681, -0.522949
URS0000D65A1F_12908/1-79_subopt5,   5.15628,   2.06575, -0.460309,  0.814456,    1.2556,  0.385602,  0.141514,  0.584721,-0.0514203,  0.335403, -0.418159,   -1.1393, -0.318265,  0.398792,  -1.08116,  0.727394, -0.272547,  0.265574,   0.15459, -0.408882
URS0000D65A1F_12908/1-79_subopt6,   5.83926,  -1.18935,   1.98676,   1.15126,  -0.23501, -0.399394,  0.328194,   1.15927,  0.356657,-0.0939354, -0.162209,   -1.0552, -0.815624,-0.0217532, -0.385303,  0.841561,-0.0498568, -0.276892,-0.0584235,  0.648592
URS0000D65A1F_12908/1-79_subopt7,   5.20295,   2.25319, 0.0270952,  0.816114, -0.690725,  0.219667,  -1.10849,  0.258338, -0.357753, -0.308813,  0.473196, -0.754873, -0.733319,  -0.29984, -0.674099, 0.0948612,  0.736081, -0.359279, -0.303583,-0.0655257
URS0000D65A1F_12908/1-79_subopt8,    5.7938,   1.20538, -0.273579,  0.720827, 0.0444756,  0.213849,  -1.26861,  0.128987, -0.514963,  0.159679,   0.56468,  -1.21757, -0.528384,  0.115769,  -1.29374,  0.302835, 0.0196972,-0.0964712, -0.529162, -0.107357
URS0000D65A1F_12908/1-79_subopt9,  4.60795,  2.86108,-0.127203, 0.854841, 0.432908, 0.521427,-0.297623, 0.252196,-0.567845,-0.594986, 0.600211,-0.195388,-0.985957,-0.869501,-0.633012, 0.101426, 0.947926, 0.239877, 0.430906,-0.319245
URS0000D65A1F_12908/1-79_subopt10,  5.27697,  1.77804,-0.457095, 0.773081,  1.17164, 0.419532,-0.607875, 0.059278,-0.674861,0.0248806, 0.681541,-0.762379,-0.661531, -0.41568, -1.19405, 0.329603,0.0975477, 0.547465,0.0178149,-0.205178
URS0000D65A1F_12908/1-79_subopt11,  5.80238,  1.20862, -0.19247,  0.72713,0.0665803, 0.310135, -1.34247,  0.10851,-0.607662, 0.420753, 0.572176,  -1.2862,-0.277407, 0.123551, -1.32747, 0.204965, 0.170278,-0.367847,-0.551475,-0.319246
URS0000D65A1F_12908/1-79_subopt12,   4.61653,   2.86431,-0.0460937,  0.861144,  0.455012,  0.617716, -0.371484,  0.231716, -0.660542, -0.333911,  0.607706, -0.264026, -0.734984, -0.861719, -0.666751,0.00355528,   1.09851, -0.031497,  0.408594, -0.531135
URS0000D65A1F_12908/1-79_subopt13,   5.28555,   1.78128, -0.375984,  0.779384,   1.19374,  0.515822, -0.681737, 0.0388004, -0.767558,  0.285955,  0.689036, -0.831018, -0.410555, -0.407899,   -1.2278,  0.231733,  0.248129,  0.276092,-0.0044972, -0.417065
URS0000D65A1F_12908/1-79_subopt14,   5.06123,   2.54997, 0.0217714,  0.835289, -0.589305,  0.128576, -0.469588,  0.756243,   0.26857,0.00606293, -0.499819,  -1.04524, -0.278992,  0.592159, -0.419611,  0.301748,  0.485269, -0.552829, -0.228702, -0.311075
URS0000D65A1F_12908/1-79_subopt15,   5.65209,   1.50217, -0.278901,  0.739998,  0.145891,  0.122757, -0.629709,  0.626886,  0.111361,  0.474553, -0.408332,  -1.50794,-0.0740557,   1.00777,  -1.03925,  0.509724, -0.231113, -0.290026, -0.454285, -0.352904
URS0000D65A1F_12908/1-79_subopt16,  4.46629,  3.15784,-0.132528, 0.874016, 0.534321, 0.430335, 0.341279,   0.7501,0.0584785,-0.280111,  -0.3728,-0.485761,-0.531631,0.0224991,-0.378523, 0.308312, 0.697121,0.0463249, 0.505785,-0.564792
URS0000D65A1F_12908/1-79_subopt17,   5.13525,   2.07484, -0.462419,  0.792257,   1.27306,  0.328441, 0.0310265,  0.557181,-0.0485398,  0.339756, -0.291476,  -1.05275, -0.207204,   0.47632, -0.939568,  0.536489, -0.153261,  0.353913, 0.0926942, -0.450726
URS0000D65A1F_12908/1-79_subopt18,  5.82932, -1.19503,  1.96021,  1.11945,-0.255184,-0.436985, 0.303975,  1.20783, 0.305123,-0.206253,-0.187729,-0.864294,-0.693282, 0.016701, -0.31584, 0.670904,0.0988731,-0.074082,-0.152782, 0.657331
URS0000D65A1F_12908/1-79_subopt19,  4.99726,  1.64233,-0.451793, 0.403304,-0.292882,-0.426874,-0.826738,-0.375288,-0.261639,   1.0778, 0.066818, -1.22733, 0.350763, 0.607115,-0.553258, 0.560524, 0.141512,-0.301425,-0.659693,-0.260405
URS0000D65A1F_12908/1-79_subopt20,   3.52974,   3.36868, -0.213432,  0.304793, -0.151557, -0.128096,  0.153906, -0.552239, -0.277812,  0.505611,-0.0742248,-0.0388286,  0.205533, -0.470351,  0.503663,   0.56098,  0.907955, -0.124667,0.00572579, -0.163347
URS0000D65A1F_12908/1-79_subopt21,  4.46791,  2.21063,-0.630299, 0.435984, 0.803283,-0.222446, -0.14031,-0.523605,-0.473952,   1.0244, 0.116442,-0.713041, 0.314763, 0.105134,-0.362399, 0.609305, 0.120698, 0.277469,-0.217353,-0.199578
URS0000D65A1F_12908/1-79_subopt22,   4.96666,   2.44782,-0.0644597,  0.978502, -0.472887, -0.420161,  -1.11087,  0.299768,  0.160202,   0.35055,  0.110483,  -1.10661,  0.122898,  0.473894, -0.500787,  0.138225,   0.91027, -0.490598, -0.296303, -0.398533
URS0000D65A1F_12908/1-79_subopt23,   5.53597,   1.41038, -0.362011,  0.870123,  0.249644, -0.376993,  -1.20684,  0.171182,-0.0289199,  0.789394,  0.184538,  -1.52103,  0.301624,   0.86568,  -1.10308,  0.346846,  0.211525, -0.243048, -0.527489, -0.452374
URS0000D65A1F_12908/1-79_subopt24,   4.42433,   3.03037, -0.226374,   1.04922,  0.681677, -0.238049, -0.456692,  0.291763, 0.0280539,  0.136791,  0.280075, -0.665015,-0.0657355, -0.037579, -0.502067,   0.14321,   1.07904,  0.145821,  0.451867, -0.622911
URS0000D6AE0C_1151292/1-84_subopt0,     4.54,  3.66229,-0.438261,  1.83497, 0.698402,-0.692161,-0.546756,  1.02335, 0.734382,-0.618538, 0.540654, 0.142968, 0.516866,  0.69545,-0.476818, -0.30415,  0.48646, 0.232444, 0.904833,-0.510985
URS0000D6AE0C_1151292/1-84_subopt1,  4.68321,  3.55842,0.0853459,  1.27901, 0.259698,-0.116354, 0.100283, 0.341124,-0.354882, -1.05795,  0.75827, 0.240804,-0.896465, -0.35247, -0.57488,-0.482102, 0.712973, 0.255018, 0.999605,-0.392655
URS0000D6AE0C_1151292/1-84_subopt2,    4.6918,   3.56165,  0.166453,   1.28532,  0.281802,-0.0200658, 0.0264198,  0.320647, -0.447584, -0.796867,  0.765764,  0.172166, -0.645483, -0.344689, -0.608619, -0.579974,  0.863553,-0.0163593,   0.97729, -0.604543
URS0000D6AE0C_1151292/1-84_subopt3,   4.46498,   3.79055,-0.0249769,   1.29904,  0.393483, -0.332616,  0.759972,    0.7591,   0.39916, -0.846422, -0.280958, 0.0242978, -0.462405,  0.651412, -0.287487, -0.296157,  0.440275, 0.0335694,   1.04753, -0.668901
URS0000D6AE0C_1151292/1-84_subopt4,    3.5439,   4.01369,-0.0808285,  0.716333, -0.316928,  -0.89001,  0.638177, -0.602994, 0.0651681,    0.0374,-0.0455049,  0.492623,   0.34839,  0.160278,  0.777101, 0.0487377,   0.50713,  -0.18363,  0.397552,-0.0592495
URS0000D6AE0C_1151292/1-84_subopt5,   4.44408,   3.70786,-0.0924526,   1.50009,  0.536556, -0.994117,-0.0013745,  0.324291,  0.416337, -0.428214,  0.401014, -0.185262,-0.0322793,  0.610907, -0.378461, -0.448455,  0.793095,  0.118354,  0.996603,  -0.72972
URS0000D6AE0C_1151292/1-84_subopt6,   3.44111,   3.96083,  0.042004,  0.458975, -0.357276, -0.759277,  0.656487, -0.316296,   0.75223,  0.194494, -0.107395,-0.0731621, -0.217104, -0.998459,   1.56101,  0.102722, -0.892824, 0.0325383, -0.799578,  0.134117
URS0000D6AE0C_1151292/1-84_subopt7,   4.15667,   3.52852,  0.197695,  0.813732,  -1.55555,  -1.57867, -0.356754, -0.505053,   0.40473,  0.131885, -0.213824,-0.0921212,  0.388739,  0.643262,  0.628986, 0.0999761, 0.0639168, -0.743802,  -0.70343, -0.139171
URS0000D6AE0C_1151292/1-84_subopt8,  4.03655,   2.5245,  0.85032, 0.471604, 0.626926, -1.57725, 0.445941,-0.906692, 0.394214, 0.175806,  0.17111,  0.18628, 0.822298, 0.157521, 0.593079, 0.615087,-0.787371,-0.942728, 0.454964,-0.467112
URS0000D6AE0C_1151292/1-84_subopt9,    3.52492,    4.07542,  0.0254781,   0.777263,  -0.369158,   -1.32383,   0.603433,  -0.752957,   0.117319,  0.0924361,   -0.16276,   0.638984,   0.351632,  -0.153218,    1.12405,   0.252644,   -0.20394,  0.0928132,  -0.227351,-0.00495754
URS0000D6AE0C_1151292/1-84_subopt10,   4.50124,   3.15105, -0.387738,   1.00933,   0.56324,  -1.49892,  0.341568, -0.693001,-0.0793417,  0.498918,  0.029886,-0.0392987,  0.408163,  0.398111,  0.342562,  0.340031, -0.909299,  0.439701, -0.325047,-0.0830074
URS0000D6AE0C_1151292/1-84_subopt11,   4.53243,   2.87086, -0.568335,  0.658142,  0.517496, -0.909806,   1.15337, -0.343161, -0.546602,  0.102151,  -1.36915,  0.774007,  0.502133,  0.723443,  0.418211,  0.160284, -0.485523, -0.152172,  0.240863,-0.0620571
URS0000D6AE0C_1151292/1-84_subopt12,   3.44503,   4.03257,  0.223107,  0.655218, -0.439154,  -0.88216,  0.635321, -0.561532,  0.290581, -0.123508, -0.144364,  0.526914,-0.0252376,-0.0708646,   1.04681,  0.363321, -0.451783,-0.0521353, -0.152041,  0.277921
URS0000D6AE0C_1151292/1-84_subopt13,  5.36578, -1.67137,  1.42529,  1.33145,-0.146127, -2.95294,-0.300748,-0.832284, -0.17475,-0.112306,-0.398177,  1.46564, 0.199762,-0.794603, 0.049341,-0.153924, 0.150525,-0.452147,-0.778879,-0.650527
URS0000D6AE0C_1151292/1-84_subopt14,   6.25002,  -2.31545,   1.31092,   1.77502, -0.563847,  -4.13899, -0.728081, -0.424353,-0.0954473,  0.290312,  -0.33053,   0.85607, 0.0290076, -0.488743, -0.465488, -0.171051, -0.294639,  0.297029, -0.427568, -0.380204
URS0000D6AE0C_1151292/1-84_subopt15,   6.68286,  -2.58798,   1.30705,   1.78139, -0.338163,  -4.18251,  -0.32065,-0.0481846, -0.162728,   0.29425,  -1.05589,  0.916417, -0.120547, -0.299077, -0.563135, -0.224764,  -0.25218,  0.364422,  -0.50102, -0.215272
URS0000D6AE0C_1151292/1-84_subopt16,    6.23998,   -2.29809,    1.40315,    1.76655,  -0.665514,   -4.04538,  -0.758344,  -0.387646,  -0.153741,   0.265858,  -0.404456,   0.880925,-0.00895138,  -0.502852,  -0.358209,  -0.167629,  -0.276819,   0.291057,  -0.354272,  -0.400317
URS0000D6AE0C_1151292/1-84_subopt17,   6.67281,  -2.57061,   1.39927,   1.77291, -0.439831,  -4.08891, -0.350915,-0.0114787, -0.221024,  0.269797,  -1.12981,  0.941271, -0.158507, -0.313185, -0.455855, -0.221343, -0.234358,   0.35845, -0.427724, -0.235384
URS0000D6AE0C_1151292/1-84_subopt18,   3.48011,   3.82499,   0.14256,  0.114739,  -0.38777,0.00324311,  0.360414, -0.146133, -0.152469,  0.505457, 0.0302875, -0.252273,  0.250186,   -1.4226,   1.33623, 0.0396721, -0.508249,  0.191252,  -0.33543,   1.26814
URS0000D6AE0C_1151292/1-84_subopt19,    4.173,  3.34384, 0.269105, 0.442108, -1.57148, -0.84834,-0.672152,-0.386988,-0.522996, 0.454045,-0.105986,-0.218972, 0.890328, 0.209954,  0.41263,0.0329942, 0.420201,-0.554738,-0.276044, 0.938715
URS0000D6AE0C_1151292/1-84_subopt20,   3.54284,   3.89413,  0.100009,  0.405065,  -0.39581, -0.559677,   0.26599, -0.603425, -0.850151,  0.406789,-0.0517195,  0.486452,  0.866307, -0.609725,  0.858472,  0.173431,  0.223392,  0.273237,  0.253549,   1.17377
URS0000D6AE0C_1151292/1-84_subopt21,   4.53841,   3.08873, -0.335553,  0.690724,  0.500533, -0.789729,0.00231796, -0.504393,   -1.0194,  0.706832,  0.146152,  -0.23617,  0.834675, -0.108606, 0.0797804,  0.238309, -0.528995,  0.664343,   0.24373,  0.815239
URS0000D6AE0C_1151292/1-84_subopt22,    3.455,  3.37122,0.0500024,0.0705576,-0.394309,-0.280641,-0.050276,-0.703998, -1.51341, 0.652535,-0.340409, 0.781032,  1.33953,-0.772672, 0.385546,0.0409639,  0.64666, 0.354642, 0.391977,  1.50873
URS0000D6AE0C_1151292/1-84_subopt23,   4.48347,   2.47799, -0.562561,  0.174298,  0.514082, -0.137222,  0.710349, -0.285842,  -1.65878,  0.485597,  -1.35663,  0.728619,     1.174,  0.221686, 0.0500302, 0.0408749,-0.0181085,  0.107706,  0.648643,   1.19909
URS0000D6AE0C_1151292/1-84_subopt24,  3.48698,  3.91651, 0.321952, 0.314591,-0.468726,-0.134018, 0.340466,-0.411442,-0.649157, 0.213057,-0.022644, 0.368945, 0.494768,-0.523478, 0.842952, 0.308631,-0.073296, 0.140532, 0.306303,  1.49589
URS0000D68117_12908/1-79_subopt0,   5.82205, -0.847837,   1.66941,   1.84339,-0.0481109, -0.815342, -0.633129,   1.43636,  0.772306,  0.243099,  0.698413,   -0.6509,  0.660664,  0.702073, -0.542795,   0.32707,  0.203265,   -0.1491,   0.28406,   1.06722
URS0000D68117_12908/1-79_subopt1,  5.88015,-0.925589,  1.42971,  1.77804, 0.241996,-0.897695,-0.417321,  1.29885, 0.514512,0.0871141, 0.839508,-0.642763, 0.978469, 0.445184,-0.460892, 0.473233,-0.430531, 0.285062, 0.618528, 0.447372
URS0000D68117_12908/1-79_subopt2,   6.13111,  -1.10991,   1.86554,   1.43039,-0.0426705, -0.574466,   1.36249,    1.5406,  0.960173, -0.200791,  -1.06094, -0.821657, -0.781673,   1.25236, -0.381328,  0.478507,-0.0823798, -0.434493,  0.355847,   1.34351
URS0000D68117_12908/1-79_subopt3,  6.20307, -1.21159,  1.64786,  1.38378, 0.273903,-0.685345,  1.57919,  1.42116, 0.690074,-0.349593,-0.960791,-0.801273,-0.498741, 0.981412, -0.31224, 0.616776,-0.683794,0.0236275, 0.677901, 0.786127
URS0000D68117_12908/1-79_subopt4,  5.78448,  -0.7797,   2.1829,  1.35047,-0.327745,-0.401988, 0.582721,  1.20814, 0.552796, 0.093253,-0.190449, -1.01261,-0.468598, 0.617642,-0.480777, 0.562284, -0.13539, -0.41839, 0.484799,  1.06628
URS0000D68117_12908/1-79_subopt5,   5.84258, -0.857452,   1.94318,   1.28512,-0.0376313, -0.484345,  0.798528,   1.07062,  0.294998,-0.0627329,-0.0493596,  -1.00447, -0.150794,  0.360755, -0.398873,  0.708447, -0.769186, 0.0157732,  0.819262,  0.446425
URS0000D68117_12908/1-79_subopt6,   6.32107,  -1.29157,    1.9651,   1.29226, -0.138503, -0.315293,  0.771129,   1.33759,  0.106708, -0.285598, -0.375452,  -0.58964, -0.935594,  0.476667, -0.538401,  0.185482,  0.293975,-0.0260141,  0.246886,   1.49473
URS0000D68117_12908/1-79_subopt7,  6.39305, -1.39325,  1.74745,  1.24564, 0.178071,-0.426177, 0.987824,  1.21815,-0.163382,  -0.4344,-0.275299,-0.569259,-0.652662, 0.205728,-0.469314,  0.32375,-0.307439, 0.432106, 0.568944, 0.937346
URS0000D68117_12908/1-79_subopt8,   5.81011, -0.911807,   2.20997,   1.30941,   -0.4258, -0.419316, -0.122125,  0.840313,-0.0890989, -0.166475,  0.783315, -0.733316, -0.708867, -0.162635, -0.611199,  0.230724,  0.168608, -0.025748,  0.378341,    1.2946
URS0000D68117_12908/1-79_subopt9,  5.86825,-0.989571,  1.97027,  1.24406,-0.135688, -0.50167,0.0936816, 0.702793,-0.346894,-0.322458, 0.924398,-0.725175, -0.39106,-0.419527,-0.529294, 0.376886,-0.465185, 0.408412, 0.712808,  0.67475
URS0000D68117_12908/1-79_subopt10,   6.35306,  -1.33951,   1.96202,   1.31362, -0.143774, -0.221324,  0.739913,   1.34515, 0.0616565,-0.0193653, -0.329948, -0.656463, -0.746624,  0.463628, -0.468361,-0.0454804,  0.547579, -0.417146,  0.282274,   1.47249
URS0000D68117_12908/1-79_subopt11,  5.84967,-0.971795,  2.29069,  1.36842,-0.368841,-0.440239,-0.154047, 0.826741,-0.159242,0.0722393, 0.826324,-0.613647,-0.454823,-0.347607,-0.654354, 0.110337, 0.378021,-0.288551, 0.214611,  1.06377
URS0000D68117_12908/1-79_subopt12,   5.90779,  -1.04956,   2.05099,   1.30307, -0.078727, -0.522592, 0.0617625,  0.689223, -0.417036,-0.0837454,  0.967409, -0.605508, -0.137015, -0.604499,  -0.57245,    0.2565, -0.255772,   0.14561,  0.549079,   0.44392
URS0000D68117_12908/1-79_subopt13,   6.11525,  -1.11945,   1.87097,    1.4033,-0.0153245, -0.665725,   1.27957,   1.48632,  0.927363, -0.168458,  -1.05579, -0.649304, -0.662566,   1.36391, -0.226834,  0.255509, 0.0504994, -0.294415,  0.275463,   1.36067
URS0000D68117_12908/1-79_subopt14,   6.1872, -1.22113,  1.65329,  1.35669,  0.30125,-0.776608,  1.49627,  1.36687, 0.657269,-0.317259,-0.955643,-0.628921,-0.379633,  1.09297,-0.157747, 0.393778,-0.550915, 0.163706, 0.597518,  0.80328
URS0000D68117_12908/1-79_subopt15,   5.77452, -0.785385,   2.15634,   1.31866, -0.347918, -0.439579,  0.558504,    1.2567,  0.501264,-0.0190646, -0.215968,   -0.8217, -0.346256,  0.656095, -0.411315,  0.391624, 0.0133417, -0.215578,   0.39044,   1.07501
URS0000D68117_12908/1-79_subopt16,   5.83267, -0.863142,   1.91663,    1.2533,-0.0578053, -0.521935,   0.77431,   1.11918,  0.243463, -0.175049,-0.0748787,  -0.81356,  -0.02845,  0.399205, -0.329409,  0.537788, -0.620453,  0.218584,  0.724906,  0.455164
URS0000D68117_12908/1-79_subopt17,  5.30525,-0.558709,  1.89972,    1.258,-0.634917,-0.748614,0.0657626, 0.615371, 0.412275, 0.133903,  0.55521,-0.707097, 0.242744, 0.426403,-0.348521, 0.266784, 0.339052,-0.288119, 0.436995, 0.626404
URS0000D68117_12908/1-79_subopt18,  6.18082, -1.22269,  1.71161,  1.54916,0.0948642, -1.24841, 0.814049,  1.15274, 0.864966, 0.221694,-0.645627,-0.743374,-0.199839,  1.38459,-0.329169,0.0563535,  0.53787,-0.292312, 0.236304,  1.10263
URS0000D68117_12908/1-79_subopt19,  5.73763,-0.822015,  2.07182,  1.53981, -0.17046, -1.10623,-0.137415, 0.717112, 0.498244, 0.472702, 0.586794, -1.06435, 0.100754, 0.672809,-0.413828, 0.204566, 0.498966,-0.231827, 0.409604, 0.925058
URS0000D68117_12908/1-79_subopt20,  5.79575,-0.899767,  1.83211,  1.47446, 0.119649, -1.18859,0.0783993, 0.579593, 0.240454, 0.316714, 0.727888, -1.05621, 0.418558, 0.415917,-0.331921, 0.350731, -0.13483, 0.202336, 0.744072, 0.305213
URS0000D68117_12908/1-79_subopt21,   5.05251, -0.500861,   1.62691,  0.639373, -0.649868, -0.676577,  0.802844,  0.543016, -0.211065,-0.0199045, -0.287661, -0.128349,   0.26156,  -0.18583, -0.026856,  0.494967,  0.134684, -0.564558,  0.166833, -0.213416
URS0000D68117_12908/1-79_subopt22,  5.02534,-0.710662,   1.6787, 0.293143,-0.500455,-0.349168, 0.414137, 0.752017,-0.842016, 0.123823,-0.201367,-0.418333, 0.239483,-0.642707,0.0458244, 0.956157, 0.246276,-0.440343,-0.439179,-0.591705
URS0000D68117_12908/1-79_subopt23,    5.4406, -0.925246,   1.38444,  0.518941,  -1.69148,  -1.03138, -0.150176,   1.27134, 0.0226053,  0.736532, -0.418088,  -1.24343,-0.0131729, -0.672992, -0.399202,  0.193925,  0.263867,  -0.33693, -0.112999,  0.337146
URS0000D68117_12908/1-79_subopt24,   5.45428, -0.648971,   1.53799,  0.863642,  -1.77393,  -1.35284, 0.0605599,   1.04991,  0.139216,  0.330631, -0.316478, -0.804838,-0.0704998,  0.403021, -0.489552,  0.482468,  0.244713, -0.499409,  0.226355,  0.515982
URS0000D6604E_12908/1-79_subopt0,   5.13659,    1.9271,  -0.89446,   1.27033,   1.55133, 0.0816649,  -1.15564,   0.79977,  0.161138,  0.493915,  0.458466, -0.785888,  0.743832,  0.442594,   -1.1191,   0.51727,-0.0348978,  0.530232,-0.0666729, -0.319454
URS0000D6604E_12908/1-79_subopt1,   5.40523,  -1.01696,   1.03557,    1.4828,   1.31474, -0.321811, -0.200598,  0.989094,  0.342859,-0.0921058,  0.820481, -0.354693,  0.410993,  -0.28073, -0.408957,  0.543928,  0.139231,  0.237866,  0.114079,  0.577627
URS0000D6604E_12908/1-79_subopt2,   5.35079,   1.67694,  -1.05019,  0.944592,   1.22696,  0.292455,  0.283461,0.00353102,  0.311584,-0.0383945, -0.323555,  -0.79359, -0.722183,  0.535209, -0.964562,  0.648928, -0.550142,  0.114446, 0.0747682, -0.536594
URS0000D6604E_12908/1-79_subopt3,   5.08228,   2.54088, 0.0238793,  0.857489, -0.606768,  0.185738, -0.359104,   0.78378,  0.265688,0.00171049, -0.626501,  -1.13179, -0.390054,  0.514633, -0.561212,  0.492656,  0.365987, -0.641169, -0.166806, -0.269229
URS0000D6604E_12908/1-79_subopt4,  5.67313,  1.49308,-0.276791, 0.762207, 0.128426, 0.179918,-0.519224, 0.654425, 0.108479, 0.470202,-0.535016, -1.59447,-0.185118, 0.930242, -1.18085, 0.700625,-0.350396,-0.378363, -0.39239,-0.311059
URS0000D6604E_12908/1-79_subopt5,   4.48734,   3.14877, -0.130419,  0.896218,  0.516859,  0.487498,  0.451767,  0.777635, 0.0555961, -0.284463, -0.499482, -0.572303, -0.642693,-0.0550275, -0.520121,  0.499221,   0.57783,-0.0420127,  0.567681, -0.522949
URS0000D6604E_12908/1-79_subopt6,   5.15628,   2.06575, -0.460309,  0.814456,    1.2556,  0.385602,  0.141514,  0.584721,-0.0514203,  0.335403, -0.418159,   -1.1393, -0.318265,  0.398792,  -1.08116,  0.727394, -0.272547,  0.265574,   0.15459, -0.408882
