 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20,snm_21,snm_22,snm_23,snm_24,snm_25,snm_26,snm_27,snm_28,snm_29,snm_30,snm_31,snm_32,snm_33,snm_34,snm_35,snm_36,snm_37,snm_38,snm_39,snm_40,snm_41,snm_42,snm_43,snm_44,snm_45,snm_46,snm_47,snm_48,snm_49,snm_50,snm_51,snm_52,snm_53,snm_54,snm_55,snm_56,snm_57,snm_58,snm_59,snm_60,snm_61,snm_62,snm_63,snm_64,snm_65,snm_66,snm_67,snm_68,snm_69,snm_70,snm_71,snm_72,snm_73,snm_74,snm_75,snm_76,snm_77,snm_78,snm_79,snm_80,snm_81,snm_82,snm_83,snm_84,snm_85,snm_86,snm_87,snm_88,snm_89,snm_90,snm_91,snm_92,snm_93,snm_94,snm_95,snm_96,snm_97,snm_98,snm_99,snm_100,snm_101,snm_102,snm_103,snm_104,snm_105,snm_106,snm_107,snm_108,snm_109,snm_110,snm_111,snm_112,snm_113,snm_114,snm_115,snm_116,snm_117,snm_118
RF03064#URS0000D6985E_12908/1-73#subopt0,  0.0499431,  0.0899523,  0.0046157,  0.0188061,  0.0191685, -0.0112842, -0.0368994,  -0.023663, 0.00311879, 0.00993899,   0.023572,-0.00191623, -0.0113432,0.000209387, -0.0202684,  0.0876621,  0.0668522,   0.028426,  -0.043869,  0.0232631, -0.0718082,-0.00556323,  0.0738091,  0.0775127, -0.0786695, -0.0492765,  -0.052561, -0.0286169, -0.0480551,  0.0849472, -0.0960339,-0.00430865, -0.0809168,  0.0325551,  0.0497354, 0.00196648, -0.0221728, -0.0382327,   0.106935, -0.0456506, -0.0368417,  -0.114835, -0.0197663,  0.0219738,  0.0531007,  0.0655635, -0.0591749,  0.0800602,   0.066746, 0.00423441,  0.0667126,   0.101552,  0.0337002, 0.00852496, -0.0821996, 0.00886013,  -0.177768,   0.107885,  0.0276739,  0.0315494, -0.0749345,-0.00505022,  0.0140732, -0.0745845,   0.130229, -0.0816182,  0.0334006, -0.0406418, -0.0212772,  -0.143629,   0.114063, -0.0689231,  0.0904754,  0.0115697, 0.00360968, -0.0109117,   0.104539,-0.00125039,   0.122872,  -0.118107,  -0.058619,  0.0731594,  0.0695154, -0.0618584,   0.102798, -0.0647646, -0.0192613,   0.150503, -0.0276062,   0.275515, -0.0520626,   0.139135, 0.00368198, -0.0320911,  0.0984003,   0.126639,-0.00530011, -0.0527386,  0.0145554,  -0.176105, -0.0588271,    0.10828,  0.0233915, -0.0492496, -0.0247309,  0.0485165, -0.0179062,  0.0196442, 0.00749368, -0.0961443, -0.0108731, -0.0308968,  0.0075995,  0.0358784, -0.0297994, -0.0231984,-0.00202885, -0.0136101
RF03064#URS0000D6985E_12908/1-73#subopt1,   0.0536311,   0.0946472,  0.00508554,   0.0229044,    0.030422,  -0.0100704, -0.00703573,  -0.0111639,   0.0229466,  -0.0026407,  -0.0153747,   0.0029533,  -0.0158594,  0.00243558,   0.0212302,  0.00604376,   0.0568645,  -0.0159959,  -0.0642146,  0.00987428,   -0.136556,  0.00909708,   0.0627506,   0.0930769,  -0.0774235,  -0.0569059,  -0.0472432, -0.00732757,  -0.0519136,    0.126248,   -0.148088,   0.0232843,  -0.0620393,   0.0548151,   0.0770951,   0.0487842,  -0.0374326,   -0.058898,    0.109594,  -0.0640194,  -0.0257818,   -0.110196, -0.00760984,  -0.0266676,   0.0737507,   0.0325431,  -0.0751953,    0.074278,   0.0117615,  -0.0411332,-0.000212118,    0.107989,   0.0282714,   -0.018397,  -0.0574324,   0.0560971,   -0.176218,    0.135367,   0.0154643,   0.0180736,  -0.0200923,  -0.0600076,   -0.046609,   -0.110921,   0.0861391,  -0.0572433,    0.014578,  -0.0355923,   0.0411428,    -0.17194,   0.0761152,   0.0175678,    0.276558, 7.32333e-05, -0.00453705,  -0.0278437,   0.0180287,  -0.0406803,   0.0742296,    -0.11137,  -0.0286212,   0.0394457,   0.0595213,    0.104686,  -0.0486027,   0.0291533,   -0.173762,   0.0468933, -0.00455217,  -0.0891639,  -0.0610118,   -0.146472,  -0.0693685,   -0.138083,    0.071619,  -0.0946769,   0.0615889,   0.0376466,   -0.050158,    -0.18857,  -0.0362433,   0.0207962,  0.00798738,  0.00333544,   0.0732774,   0.0347164, -0.00475283, -0.00806688,  0.00755618,  0.00451539,  0.00435065,   0.0446898,  0.00365092,  -0.0341963, -0.00123124,   0.0267253,   0.0054251, -0.00628338
RF03064#URS0000D6985E_12908/1-73#subopt2,   0.0505407,   0.0980524,  0.00615056,    0.028745,   0.0256662, -0.00617603,  -0.0524348, -0.00962046,   0.0120526,   0.0286771,   0.0499245,   -0.014141,  -0.0236781,  -0.0279033,   0.0243049,   0.0236632,   0.0358653,   0.0179827,  -0.0511865,  -0.0283742,  -0.0740016,  0.00600025,   0.0475674,   0.0326875,  -0.0385571,  -0.0266669,  -0.0108132,  -0.0292035,  -0.0321252,  -0.0232842,  -0.0158538, -0.00204403,   0.0826265,    0.109335,  -0.0194809, -0.00468392,  -0.0249545,   -0.022831,   0.0980863,   0.0195495,  -0.0056859,   0.0836079,  -0.0334948,  -0.0623126,   -0.142687,   0.0238073,  -0.0365564,   0.0361063,   -0.020318,  -0.0348987,   0.0109712,   0.0437413,   0.0228118,   0.0594384,   0.0465429,   0.0021796,   -0.052839,   0.0298488,  -0.0247034,   0.0321777,  -0.0579307,  0.00425153, -0.00185173,   0.0404824,   0.0411975,  -0.0321175,  -0.0992328,  -0.0286213,  -0.0654257,   0.0132631,  -0.0438523,   -0.014549,   -0.173794,   0.0301561,    0.018286,  -0.0373861,  -0.0133268,  -0.0202427,   0.0558195,    0.028568,    -0.08293,   0.0727519,   -0.117384,   0.0238021,  -0.0486724,  -0.0433742,   -0.108832,   0.0855619,    0.024184,  -0.0170656,   0.0970004,   0.0113686,   -0.177643,   -0.125678, -0.00581389,    0.105003,    0.159296,  -0.0343108,    0.100181,    0.162831,    0.280146,   -0.209195, -0.00271307,   -0.102876, -0.00211615,   -0.014427,-3.00494e-08, 1.66676e-08,  3.3802e-09, -6.9863e-08, 2.12894e-08,-1.67052e-08, 2.32214e-08,  -3.212e-08, 2.48269e-08,   2.385e-08, -2.3595e-08,-5.75897e-08
RF03064#URS0000D6985E_12908/1-73#subopt3,   0.0505407,   0.0980524,  0.00615056,    0.028745,   0.0256662, -0.00617603,  -0.0524348, -0.00962046,   0.0120526,   0.0286771,   0.0499245,   -0.014141,  -0.0236781,  -0.0279033,   0.0243049,   0.0236632,   0.0358653,   0.0179827,  -0.0511865,  -0.0283742,  -0.0740016,  0.00600025,   0.0475674,   0.0326875,  -0.0385571,  -0.0266669,  -0.0108132,  -0.0292035,  -0.0321252,  -0.0232842,  -0.0158538, -0.00204403,   0.0826265,    0.109335,  -0.0194809, -0.00468392,  -0.0249545,   -0.022831,   0.0980863,   0.0195495,  -0.0056859,   0.0836079,  -0.0334948,  -0.0623126,   -0.142687,   0.0238073,  -0.0365564,   0.0361063,   -0.020318,  -0.0348987,   0.0109712,   0.0437413,   0.0228118,   0.0594384,   0.0465429,   0.0021796,   -0.052839,   0.0298488,  -0.0247034,   0.0321777,  -0.0579307,  0.00425153, -0.00185173,   0.0404824,   0.0411975,  -0.0321175,  -0.0992328,  -0.0286213,  -0.0654257,   0.0132631,  -0.0438523,   -0.014549,   -0.173794,   0.0301561,    0.018286,  -0.0373861,  -0.0133268,  -0.0202427,   0.0558195,    0.028568,    -0.08293,   0.0727519,   -0.117384,   0.0238021,  -0.0486724,  -0.0433742,   -0.108832,   0.0855619,    0.024184,  -0.0170656,   0.0970004,   0.0113686,   -0.177643,   -0.125678, -0.00581389,    0.105003,    0.159296,  -0.0343108,    0.100181,    0.162831,    0.280146,   -0.209195, -0.00271307,   -0.102876, -0.00211615,   -0.014427,-3.00494e-08, 1.66676e-08,  3.3802e-09, -6.9863e-08, 2.12894e-08,-1.67052e-08, 2.32214e-08,  -3.212e-08, 2.48269e-08,   2.385e-08, -2.3595e-08,-5.75897e-08
RF03064#URS0000D6985E_12908/1-73#subopt4,  0.0503743,  0.0988267, 0.00706445,   0.029537,  0.0250771,-0.00333457,  -0.044928, -0.0131822,0.000858749,  0.0393823,  0.0617892, -0.0349656, -0.0317853, -0.0465715, 0.00855211,   0.102332,  0.0679737,  0.0685772, -0.0632083, 0.00136702,  -0.060894,-0.00965666,  0.0402723,   0.055998,  0.0403123,-0.00589726, -0.0292872,   0.037531,-0.00710286, -0.0927116,  0.0379092, -0.0861301,  0.0249029, -0.0060898, -0.0063491,  -0.134798, -0.0519393, -0.0396584, -0.0343729, 0.00831044, 0.00795743, -0.0526566, -0.0352355,-0.00710968, -0.0777129, 0.00400202,  0.0308865,  0.0302988, -0.0222981,  0.0058465, -0.0642109, 0.00259446,-0.00758433, -0.0372148,  0.0283747,  0.0401547,-0.00326729, -0.0191479,  0.0346804,  -0.027642,  0.0163436, -0.0258967,  0.0254676,  0.0208491,  -0.047066,  0.0174449, 0.00233761,  -0.016686,  0.0229598,  0.0108634, -0.0179512,    0.04581, -0.0105739,  0.0456098,  0.0180873,-0.00830559,-0.00390406,  0.0146394, 0.00795105, -0.0332368, 0.00821265, -0.0442777, 0.00303976, -0.0354576, 0.00667966, -0.0305675,  0.0260031,  0.0207733, 0.00363766,-0.00174824,  0.0894446,  0.0269377,  0.0697956, 0.00204849,  0.0176988,-0.00291094, -0.0252752,  0.0583261, -0.0214158, -0.0396066, 0.00709332,  0.0637998,   0.075171,  0.0990183,  0.0365979,  0.0213201,-0.00296917,  0.0123147, -0.0155233,  -0.021457,-0.00349005, -0.0108558, -0.0620995,-0.00683071,-0.00190069,-0.00399929, -0.0151158,  0.0176945
RF03064#URS0000D6985E_12908/1-73#subopt5,  0.0510563,  0.0938312, 0.00247776,  0.0403542,   0.017963,-0.00264922,  0.0173824, -0.0437026, -0.0239441,  0.0724525,-0.00457796,-0.00157866,-0.00718403,  0.0161332, -0.0463933,   0.091815, 0.00845356,  0.0234745, -0.0019274,  0.0609408,  0.0355216, -0.0127751,  0.0585297, -0.0315573,  0.0237077, -0.0372854,  0.0325375,  0.0263486, -0.0550849,  0.0715154,   0.104525,-0.00859015, 0.00945884,  0.0243503,   0.080455, -0.0463568,  0.0103455, -0.0987096,  0.0551186, -0.0868477, 0.00768767, 0.00500148,  0.0611739, -0.0851935, 0.00643522, -0.0554356,  0.0372468, -0.0308999,  0.0721573, -0.0857304,  0.0220947,   0.018619, -0.0307585, -0.0630509,  -0.023204, -0.0206146, -0.0116641, -0.0225523,  0.0175674, 0.00646635,  0.0157626,  0.0190336,  0.0432503,  0.0150676, 0.00576373,  0.0282876,  0.0399409, -0.0185443, -0.0209017,  0.0460904, -0.0850921,  0.0564211,   0.066531, -0.0216023,  0.0661294,  0.0177231, -0.0604417,  0.0338927,  0.0284739,  0.0802836, -0.0608036, -0.0342574, 0.00830419, 0.00582887,  0.0685813, -0.0649797,  0.0353297,    0.05905, -0.0631144, -0.0801595,  0.0257975,  0.0318196,  0.0510387,  0.0322855,  0.0264941,-0.00939867, 0.00358232, 0.00764373, -0.0381635, 0.00274535,  0.0229125,-0.00626357,  0.0274678,  0.0375074,-0.00470692, -0.0903032,  0.0179048, 0.00345054,1.07188e-05,  -0.015989, -0.0116743, -0.0238309,  -0.016534,-0.00674392, -0.0370323,-0.00143518,  0.0150808,  0.0309362
RF03064#URS0000D6985E_12908/1-73#subopt6,    0.044291,   0.0972356,  0.00863597,  0.00932705, -0.00898175,  -0.0177707,   0.0331864,-0.000758412,  -0.0489831,  -0.0189403,   0.0389018,  0.00166242,   0.0271381,   0.0157365,  -0.0696591,    0.126518,  -0.0272632,   0.0428536,   0.0309043,   0.0329189,    0.106913,   0.0105239,  -0.0623651,  -0.0571639,  0.00669405,   0.0253228,   0.0177165,  -0.0169013,   0.0400787,   0.0085544,   0.0586849,    0.034843,  -0.0866176,   -0.119546,   0.0155378,   0.0570946,   0.0401262,   0.0454395,  -0.0646705,   0.0692196,  -0.0250415,  -0.0279037, -0.00371279,   0.0788577,   0.0482697,   0.0466549,   0.0123687,  -0.0215421,    0.032685,   0.0900173,   0.0642995,   0.0593478,  -0.0360109,  -0.0139721,  -0.0430143,   0.0793668,   -0.032474, -0.00596608,    0.144606,  -0.0206199,   0.0101035,   0.0370189,   0.0509648,   0.0592659,  -0.0479872,    0.106206,   0.0515778,  -0.0856279, -0.00614503,  -0.0461825,    0.101078,  -0.0673378,   0.0406765,   0.0722995,    0.130691,   0.0217012,  -0.0140315,  -0.0339273,  -0.0617977,  -0.0987322, -0.00244752,   0.0109667,  0.00393412,   0.0519825,    0.106218,   0.0391929,    0.023347, 0.000639067,  -0.0324494,   0.0106286,   0.0520325,  -0.0734074,   -0.120784,   0.0332684,-0.000479173,   0.0121856, 0.000566727,-0.000331084,   0.0513135,   0.0484087,    0.116639,  -0.0328163,-0.000102221,  -0.0685588,    0.022849,  -0.0299495, -0.00815385,  0.00353515,  -0.0163196,  -0.0011808, -0.00338451,  0.00297918,   0.0044886, -0.00820166,  0.00689267,  0.00931003,  0.00770855,    0.024615
RF03064#URS0000D6985E_12908/1-73#subopt7,  0.0510563,  0.0938312, 0.00247776,  0.0403542,   0.017963,-0.00264922,  0.0173824, -0.0437026, -0.0239441,  0.0724525,-0.00457796,-0.00157866,-0.00718403,  0.0161332, -0.0463933,   0.091815, 0.00845356,  0.0234745, -0.0019274,  0.0609408,  0.0355216, -0.0127751,  0.0585297, -0.0315573,  0.0237077, -0.0372854,  0.0325375,  0.0263486, -0.0550849,  0.0715154,   0.104525,-0.00859015, 0.00945884,  0.0243503,   0.080455, -0.0463568,  0.0103455, -0.0987096,  0.0551186, -0.0868477, 0.00768767, 0.00500148,  0.0611739, -0.0851935, 0.00643522, -0.0554356,  0.0372468, -0.0308999,  0.0721573, -0.0857304,  0.0220947,   0.018619, -0.0307585, -0.0630509,  -0.023204, -0.0206146, -0.0116641, -0.0225523,  0.0175674, 0.00646635,  0.0157626,  0.0190336,  0.0432503,  0.0150676, 0.00576373,  0.0282876,  0.0399409, -0.0185443, -0.0209017,  0.0460904, -0.0850921,  0.0564211,   0.066531, -0.0216023,  0.0661294,  0.0177231, -0.0604417,  0.0338927,  0.0284739,  0.0802836, -0.0608036, -0.0342574, 0.00830419, 0.00582887,  0.0685813, -0.0649797,  0.0353297,    0.05905, -0.0631144, -0.0801595,  0.0257975,  0.0318196,  0.0510387,  0.0322855,  0.0264941,-0.00939867, 0.00358232, 0.00764373, -0.0381635, 0.00274535,  0.0229125,-0.00626357,  0.0274678,  0.0375074,-0.00470692, -0.0903032,  0.0179048, 0.00345054,1.07188e-05,  -0.015989, -0.0116743, -0.0238309,  -0.016534,-0.00674392, -0.0370323,-0.00143518,  0.0150808,  0.0309362
RF03064#URS0000D6985E_12908/1-73#subopt8,   0.0461721,   0.0960308,   0.0085218,   0.0168373,  0.00386822,  -0.0156748,   0.0300827,  0.00170631,  0.00397657,  -0.0336838,   0.0166317,  0.00364712,   0.0317118,   0.0215457,  -0.0584734,    0.126133,  -0.0406441,  0.00423816,  0.00285786,   0.0363347,   0.0754838,  -0.0165104,  -0.0465368,  -0.0464031,   -0.032665,   0.0336839,  -0.0211956,  -0.0367098,   0.0463702,   0.0538145,-0.000146918,   0.0655176,  -0.0618112,   0.0214066,   0.0266447,   0.0983009,   0.0192604,   -0.020613,   0.0233622,  -0.0203493,   0.0107854,   0.0586343,   0.0364119,  0.00209169,   0.0634146, -0.00796936,  -0.0446943,  -0.0125253,   0.0184224,   0.0113096,   0.0592083,  -0.0178871,     0.01487,   0.0373224,   0.0295524,  -0.0289957,  -0.0203225,  -0.0132219,  -0.0529798,   0.0266736,  -0.0560043,   0.0108883,  -0.0224644,  -0.0337335,   0.0387757,  -0.0495756,   0.0135157,   0.0518299,  0.00744628, -0.00176932,  0.00954563,  -0.0234925,   0.0368029, -0.00165947,  -0.0453834,  0.00787485,   0.0322699,   0.0397816, -0.00251291,   0.0218547, -0.00290864,   0.0522227,  -0.0508668,   0.0199438,   -0.016806, -0.00999212,    0.073676, -0.00766595,    -0.01386,   0.0218561, -0.00607231,   0.0379164,   -0.031926,   0.0200871,  -0.0194286,   0.0484104,   -0.012483,  -0.0793976, 0.000148875,   0.0653014,  -0.0655391,  -0.0139283,  -0.0500307,  -0.0282495,  -0.0288581,   0.0113343,  0.00887389, -0.00227163,   0.0113142,   0.0471779,   0.0129133,  0.00660621,  0.00981214,  0.00870607, -0.00272457,  0.00866742,  0.00395619,   0.0188099
RF03064#URS0000D6985E_12908/1-73#subopt9,   0.0500468,   0.0980109,  0.00934719,   0.0216233,   0.0174277,  -0.0111388,    0.034416,  0.00714088,   0.0198653,  -0.0318745,  0.00134646,  0.00397223,   0.0185595,   0.0228695,  -0.0218526,    0.101994,  -0.0318105,   0.0157756,  -0.0199581,   0.0312775,  -0.0115209, -0.00432584,   0.0451443,   0.0111712,  -0.0378109,   0.0175854,  0.00133393,  -0.0837303,  -0.0602045,    0.137616, -0.00355919,   0.0135899,   -0.111116,  -0.0378688,   0.0362619,    0.066735,   0.0613324,   0.0680061,   0.0594987, -0.00787581,   0.0441159,   0.0868762,  -0.0120173,  -0.0100631,  -0.0246575,  -0.0444994,   0.0200079,   0.0397199,    0.025089,   0.0573903,  -0.0719267,  -0.0210436,  -0.0283278,  -0.0336152,   0.0743748,   0.0561178,   0.0397689,  -0.0528537,  0.00454738,  -0.0248797, -0.00522019,   -0.016709,   0.0124418,  -0.0296855,   -0.050114,   -0.019046,   0.0293514,    0.110608,   0.0632819,  -0.0352039,   0.0123436,   0.0864287,    0.185999,   0.0368295,  -0.0608706,   0.0116507,  -0.0124845,   0.0306639, -0.00118527,  -0.0224305,   0.0651165,   0.0154949,  -0.0218163,   0.0388032,   -0.111364,   0.0338905,   0.0312345, -0.00522435,  -0.0605754,  -0.0730998,    0.046733,   0.0266314,  -0.0125503,  -0.0159236,  -0.0415441,   0.0199316,   0.0892799,  -0.0646458,  0.00852755,   0.0763479,  -0.0526621,  -0.0493974,  -0.0101389,   -0.051134,  -0.0050187,   0.0162112,  0.00722069,-0.000429556,  0.00131583,  0.00966099,   0.0147039,   0.0214949, -0.00190509,   0.0272658, -0.00440481,   0.0362914,  0.00986139,  0.00913297
RF03064#URS0000D6985E_12908/1-73#subopt10,   0.0530166,    0.100569,  0.00270605,   0.0193094, -0.00710104,   0.0108154,    0.021566,   0.0295372,   0.0181147,  -0.0387628, -0.00671658, -0.00268813,   0.0125863,   0.0223848,  -0.0255414,    0.107943,  -0.0249009,   0.0441997,-6.52543e-05,   0.0555206,    0.019466,  -0.0507532,   0.0833997,   0.0228137,   0.0158012,   0.0670069,  -0.0223463,  -0.0922546,  -0.0456031,    0.137804,  -0.0157458, -0.00221353,  -0.0931614,  -0.0330714,   0.0276449,    0.114795,   0.0223927,    0.073653,   0.0759872,  -0.0129308,   0.0544837,   0.0661162,  -0.0267603,  -0.0729145,  -0.0439383,  -0.0450846,  0.00985917,  -0.0140927, -0.00906913, -0.00542596,  0.00468149,  0.00647738,  -0.0194034,  -0.0125158,  0.00811622,  0.00733811,  0.00916126,   0.0164554,  -0.0136249, -0.00475506,  -0.0153209,   0.0155407,   0.0271566, -0.00610507,  -0.0129113,  -0.0238238,  -0.0283765,    0.027813,  -0.0468049,   0.0284974,   -0.032119,    0.015649,  -0.0488044,  0.00883366,  -0.0442433,   0.0581419,   0.0653793,  0.00116594,  -0.0684002,  -0.0716528,   0.0609064, -0.00955712,   0.0277412,  -0.0579231, -0.00314089,  -0.0102596,   0.0869292,  -0.0213356,  -0.0595132,   0.0987174,  -0.0183936,   0.0254441,  -0.0097889,   0.0307115,  -0.0207425,     0.12559,  -0.0251511,  -0.0919078,   0.0574106,  0.00927827,  -0.0337831,   0.0691315,  -0.0567333,  -0.0594801,  -0.0535028,   0.0125631,  0.00323286, -0.00979504,   0.0186701,   0.0272797,-0.000877231, 0.000908953,   -0.011898,   0.0129827,  -0.0337529,  0.00701196,   0.0033107, -0.00493064
RF03064#URS0000D6985E_12908/1-73#subopt11,   0.0480859,   0.0753238,  0.00808364,   0.0450636,   0.0757381, 0.000182225,  0.00166162,  -0.0607081,  -0.0143804,   0.0120913,     0.11176,   0.0203514,   0.0362681,   0.0715833,  -0.0251936,    0.167753, -0.00276147,   0.0765115,  -0.0908741,   0.0344227,   -0.106521,  0.00248914,  0.00700389,   0.0472806,  -0.0754263,  -0.0476911,    0.011039,  0.00933714,  -0.0161039,     0.18088,   0.0402716, -0.00476781,  -0.0112907,  -0.0584048,  -0.0119099, -0.00967843,   0.0424826,  -0.0554846,  -0.0824979,   -0.018028,   0.0659276,  -0.0365525,  -0.0305345,   0.0124489,  0.00448648,    0.010661,  -0.0588697,  -0.0899554,  -0.0479167,    0.085973, -0.00894377,   0.0324433,  -0.0181442,    0.051754,   0.0573278,   -0.103188,   0.0258748,  -0.0267594,  -0.0187233,  -0.0204907,  -0.0253436, -0.00294768,  -0.0162072,  0.00125775,   0.0485039,  -0.0389209,   0.0864575, -0.00316498,  -0.0331579,   0.0323701,  -0.0384062,  -0.0580495,   -0.104027,   0.0834576,  -0.0938583,   0.0708166,  -0.0471084,  -0.0398474,  -0.0560592,    0.111899,   -0.082348,  -0.0294249,   0.0139255,     0.11933,   0.0151361,  -0.0610556,   -0.116907,  -0.0971159, -0.00956038,  -0.0812272,  -0.0378476,  -0.0945837,   0.0858869,  -0.0781818,   0.0583685, -0.00962545,  -0.0389445,  -0.0730586,   -0.136722,   0.0233724,  -0.0823587,-0.000550617,   -0.265332, 0.000335578,  -0.0432131,   0.0753554,  -0.0287615,   0.0194174, -0.00630115,  -0.0118745, -0.00682569,  -0.0171609,  -0.0203318,-0.000388507,   -0.013189,  -0.0260336,  -0.0171604,   0.0211861
RF03064#URS0000D6985E_12908/1-73#subopt12,   0.0492977,   0.0838155,   0.0011078,   0.0376854,   0.0409436,   0.0145068,  -0.0237437,   0.0287847,  -0.0153703,   0.0364632,   0.0368209,  -0.0504024,   0.0272705,   0.0635166,  -0.0313231,      0.1491,   0.0387893,   0.0329153,  -0.0773501,   0.0551479,  -0.0802745,  -0.0374837,   0.0559076,    0.025661,  -0.0249514,  -0.0302407,   0.0040241,  -0.0184246, -0.00867469,    0.113523,  -0.0332344,    0.069327,   0.0125512,  -0.0394128, -0.00191266,  -0.0171102, -0.00735016,  -0.0413396,  -0.0419141,  -0.0741573, -0.00708447,   0.0475481,  -0.0593628,  -0.0354359,  -0.0974006,   0.0867093,  -0.0208098,  -0.0480313,  -0.0776067,   0.0140081,   0.0186966,   0.0293679,   0.0458049,    0.102268,   0.0508948,  -0.0410892,  0.00390517,   -0.108609,  -0.0772627,   0.0253298,   0.0841759,  -0.0838426, -0.00436364,     0.05741,   -0.022591,   0.0447953,   0.0195946,   0.0266075,    0.156268,   0.0553396,  -0.0197553,  -0.0861806,  -0.0993012, -0.00176272, -0.00908977,  -0.0347587,  -0.0693132,   0.0992206,-0.000379914,   0.0224567,  -0.0140771,  -0.0673026,   0.0594625,   0.0412147,   0.0235806, 0.000526008,   -0.176093,   -0.160764,  -0.0339024,   0.0417176,   0.0276763,   0.0650374,   0.0899634,  0.00909758,  -0.0612512,  -0.0431395,  -0.0653782,   0.0456612,   -0.048527,  -0.0708318,  -0.0618881,  -0.0196741,   -0.104209,   -0.051044,    -0.13075,  0.00536022,   0.0190153,  -0.0206653,  0.00248484,  -0.0365459,  0.00737785,   0.0260714,   0.0220583, -0.00268621,   0.0349865,   0.0230984,  -0.0130594,  -0.0223634
RF03064#URS0000D6985E_12908/1-73#subopt13,   0.0506079,    0.100561,  0.00598398,   0.0296775,   0.0224923,  -0.0112186,  -0.0239304,  -0.0109274,   0.0113701,   0.0133917,    0.046488,  -0.0157841, -0.00828308, -0.00284755,  -0.0201658,    0.134246,   0.0232622,   0.0421971,  -0.0668749,    0.024499,  -0.0491017,  -0.0115799,   0.0533097,   0.0389388,  -0.0234172,  0.00470343,  -0.0145025,  -0.0455826,  -0.0332945,   0.0586642, 9.57546e-05, -0.00881283,  -0.0185859,  0.00617439,   0.0385657, -0.00122811,  0.00116375,  -0.0527201,   0.0289792,   -0.024548,   0.0272942,   0.0242095,   0.0148172,  -0.0305337,  -0.0356196,  -0.0232759,   -0.048058,    0.012496,  0.00422069,  -0.0102093,  0.00306626,    0.010358,   -0.016578,   0.0219291,   0.0432908,-0.000774028,  -0.0287183, -0.00452939, -0.00874754,   0.0167901,  -0.0228061, -0.00644527,   -0.026344, -0.00474152,  -0.0128941,  -0.0356801,  -0.0188697,  0.00211164,    0.020972,   0.0206219,  -0.0198042,  0.00831596,   0.0100195,   0.0418493,   0.0172148,  0.00505522,   0.0220013,   0.0255688,  -0.0511877,  -0.0161546,   0.0143006,  -0.0175353,  -0.0470846,   0.0209042,  -0.0115568,  -0.0189671,   0.0910697,  -0.0371419,   0.0121224,  -0.0262732,   0.0799585,  -0.0326289,   0.0101841,   0.0286426,  -0.0349839,  0.00222758,  -0.0370446, -0.00795675,  -0.0226596,   0.0277387,  -0.0522531,   0.0819915,   0.0545823,    0.106137,   0.0231108,   0.0184974, -0.00138953,  0.00415606, -0.00508252,  0.00283836,   0.0212203,  -0.0169395,   0.0340926,  0.00691341,  0.00163021, -0.00672304, -0.00497433,   0.0114679
RF03064#URS0000D6985E_12908/1-73#subopt14,   0.0528291,    0.092087,  0.00153557,   0.0272817,   0.0116849,   0.0236704,  -0.0516623,   0.0117004,   0.0575818,   0.0125034,   0.0306265,  -0.0285783,   0.0149481,   0.0106398,   0.0082382,    0.138807, -0.00289516,   0.0596188,  -0.0405566,   0.0788924,  -0.0862979,   0.0120064,   0.0131413, 0.000670207,-8.40204e-05,   0.0113309,  -0.0277513,   0.0218568,  -0.0187004,    0.112549,    0.032931,  -0.0229913,  -0.0528555, -0.00745888,   0.0583792,   0.0536262,   0.0833338,   0.0202982,   0.0152663, -0.00112365,   0.0233749,  -0.0374263,  -0.0303269,  -0.0710914,  -0.0346251,  -0.0478791,  -0.0772659,  -0.0467392,  -0.0707584,    0.108598,  -0.0684649,   0.0172852,  -0.0597527,  0.00450157,   0.0663151,  -0.0236196,   0.0243779,    0.156434,  -0.0255209,     0.01745, -0.00656664,    0.101709,  -0.0424475,   0.0105947,  -0.0349902,   0.0091109,  -0.0260376,    -0.15713,   -0.182412,   -0.110321,  -0.0670879,   0.0636684,  -0.0628557,   -0.167255,  0.00829366,   0.0974251,  -0.0703477,   0.0349574,  -0.0147511,    0.112779,    0.115189,    0.137435,   -0.143644,   0.0639645,   -0.112837,    0.162204,   0.0461407,   0.0131571,   0.0088288,   0.0524993,   -0.085697,   0.0985654,   0.0643709,    0.157926,   -0.106618,   -0.276283,   -0.156258,    0.292527,    0.170729,   -0.133595,    0.144005, -0.00414249,   0.0749838,  0.00676046,    0.189615,  -0.0114171,  -0.0114315, -0.00300794,   0.0052051,   0.0150464,  0.00844885, -0.00415016,  0.00734788,  -0.0089028,  0.00205255, -0.00811611,  0.00829963,   0.0142089
