 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19
RF00174#MWFK01000002.1/722662-722517#subopt2,   6.88869,-0.0187684,   1.74927,   1.17883,   1.04397, -0.234065,   1.69765,  0.415266,  0.365273,  0.692562, -0.905456,  -0.82622,  0.673268,  0.605083,-0.0341992,  0.729681, -0.204221,  -1.26091,  0.507049
RF00174#MWFK01000002.1/722662-722517#subopt3,  6.87281,-0.254313,  1.92831,   1.4668,  1.25092,0.0337185,  1.15631, -0.29727,-0.041229,  1.01312,-0.617634, -0.69616, 0.656826, 0.816674, -0.34242, 0.875058,-0.274272,  -1.1385,  0.47308
RF00174#MWFK01000002.1/722662-722517#subopt4,  7.45239,-0.942329,  1.36186,  1.40869,  1.38803, 0.370198,   1.2574, 0.356103,-0.326812, 0.500669,-0.285353, 0.277081, 0.398348, 0.789693,-0.417575,  1.01351,-0.507748, -1.54212,  0.80551
RF00174#CP000613.2/2937153-2937359#subopt0,   8.52513,  -3.15896,  -2.01556, -0.338989,  0.738471,  0.868814,  -1.93039,  -1.74618,  0.164305, 0.0260776,-0.0379333, -0.443789,  -1.11651,  0.623671, -0.791765, -0.353823,  -1.17229, -0.647859,  -1.33591
RF00174#CP000613.2/2937153-2937359#subopt1,   8.51958,   -3.1575,  -2.01838, -0.344025,  0.733434,  0.862957,  -1.87398,  -1.73431,  0.129206,  0.021552,-0.0688769, -0.430714,  -1.14494,  0.597777, -0.737775, -0.415463,  -1.17816, -0.649636,  -1.30194
RF00174#CP000613.2/2937153-2937359#subopt2,  8.61866, -3.24746, -2.02867,-0.316621,  1.12032, 0.528903,   -1.662, -1.34156, 0.266565,-0.420111,0.0340234,-0.379866,-0.807734, 0.425055,-0.617514, 0.200883, -1.50265,-0.654417, -1.35966
RF00174#CP000613.2/2937153-2937359#subopt3,  8.45053, -3.18479, -2.07717,-0.381011, 0.739238,  1.09435,  -1.8787, -1.66666,0.0299367,0.0701904,-0.227057,-0.853221, -1.35488, 0.761517,-0.407461,-0.512545, -1.34263, -0.12114,  -1.1497
RF00174#CP000613.2/2937153-2937359#subopt4,  8.54403, -3.27328, -2.09028,-0.358645,  1.12108, 0.754434, -1.61031, -1.26204, 0.132197,-0.375996,-0.155103,-0.789292, -1.04611, 0.562902,-0.233208,0.0421619, -1.67299,-0.127696, -1.17345
RF00174#LZZM01000194.1/2900-2761#subopt0,  5.78341, 0.920773,  3.03097,-0.381083, 0.764491, 0.504292, 0.381312,-0.245044, 0.298056,   1.0292,-0.673309,-0.947522,  1.56018,  -1.2169, 0.323258, 0.169469,0.0705309,  1.36831,  0.39969
RF00174#LZZM01000194.1/2900-2761#subopt1,  5.87309, 0.799917,  3.27228,-0.308083, 0.659917, 0.841177,-0.149346,-0.249532,  0.10214,  1.05438,  -0.7656,-0.647897,   1.3456,-0.758764, 0.264973,  0.43014, 0.244758,  1.32201, 0.230285
RF00174#LZZM01000194.1/2900-2761#subopt2,   5.86374,  0.709916,   3.39006, -0.311868,  0.628687,   1.17402, -0.611439, -0.206778,-0.0613298,    1.0385, -0.856539, -0.330898,  0.935817, -0.241445,  0.204922,  0.669743,  0.359576,   1.22095,  0.111577
RF00174#LZZM01000194.1/2900-2761#subopt3,  5.83577, 0.768729,  3.28204,-0.267316, 0.589592,  1.01256,-0.425834,-0.456636, 0.210641,  1.23432,-0.829642,-0.452263,  1.03564,-0.551813, 0.149472, 0.472629, 0.281129,  1.21689,0.0560422
RF00174#LZZM01000194.1/2900-2761#subopt4,  6.45425,-0.514254,  1.47428, 0.153692,  0.91055, 0.414207,-0.939422, 0.358668, 0.711204,   1.0176, 0.301163,-0.288699, 0.755352,-0.585555, 0.421768, 0.384687, 0.361808, 0.502881, 0.265844
RF00174#AFGF01000269.1/62250-62434#subopt0,   8.88374,  -2.03422, -0.583502,  0.885784,   1.02703,  0.407857,   1.52254,  0.106806, -0.505423,  -1.00924, 0.0945771,  0.166701,-0.0370366,  0.676817,  -1.86519,-0.0579316,  -1.01654, -0.586647,   1.12657
RF00174#AFGF01000269.1/62250-62434#subopt1,   8.46308,  -1.72713, -0.227667,  0.859579,   1.19282,  0.430303,   1.38123,  0.222516, -0.580771,  -1.24693,  0.108169,-0.0127921, -0.220242,  0.879203,  -1.77267, -0.452848,  -1.00983,  0.125829,   1.21114
RF00174#AFGF01000269.1/62250-62434#subopt2,    8.1087,  -1.40962, -0.288956,   1.49343,   1.08002,  0.726979,   1.61631,  0.589527, -0.761799, -0.729373,  0.517442,-0.0900262, -0.515572,  0.708272,  -1.67233,-0.0603872, -0.836474, -0.218224,   1.19338
RF00174#AFGF01000269.1/62250-62434#subopt3,  8.16083, -1.30298, 0.379514, 0.540649,  1.34487, 0.632108,  1.36794, 0.449728,-0.558085, -0.88483, 0.768819,-0.462932,-0.576005,  0.89952, -1.72662,-0.425037,-0.820435, 0.191909,  1.30653
RF00174#AFGF01000269.1/62250-62434#subopt4,  8.16651, -1.27962, 0.320158,  0.33162,  1.32485,  1.26817,  1.24017, 0.327471,-0.343991,-0.999461,  1.11509,0.0255279,-0.456876, 0.761211, -1.80376, -0.47663,-0.626173,0.0350036,  1.32261
RF03132#URS0001A23582_132474/1-56#subopt0,   4.00336,   2.09134,  0.480707,  -2.01162, -0.306173,-0.0944098,  0.108172, -0.235597,  0.209954,  0.810782, -0.448361,   1.32522,  0.237747, -0.418721, 0.0766714, -0.378909,  0.710875, -0.656855,   0.26043
RF03132#URS0001A23582_132474/1-56#subopt1,   3.37233,   2.08391,  0.558187,  -1.30737, -0.188535,-0.0124309,-0.0631677,  0.021415, -0.754075,   1.10484, 0.0103212,  0.467996, -0.394788, 0.0699814,  0.150825, -0.206526,  0.760731, -0.974004,  0.902118
RF03132#URS0001A23582_132474/1-56#subopt2,   3.88954,   1.95951,  0.647535,  -1.75738,  -0.35426, -0.376905,  0.136211, -0.348684, -0.775884,   1.55501, -0.173156,  0.317617, -0.230339, -0.207076,-0.0879861, -0.384214,  0.636696, -0.551702,  0.615197
RF03132#URS0001A23582_132474/1-56#subopt3,    3.899,   1.8055, 0.718293, -1.88727,-0.244104,-0.345491,0.0772597,-0.107948, -1.07657,  1.74205,-0.065048, 0.479755,-0.610007, 0.229368,-0.340578,-0.127142, 0.566792,-0.616223,  1.00707
RF03132#URS0001A2399E_1440053/1-56#subopt0,   4.00336,   2.09134,  0.480707,  -2.01162, -0.306173,-0.0944098,  0.108172, -0.235597,  0.209954,  0.810782, -0.448361,   1.32522,  0.237747, -0.418721, 0.0766714, -0.378909,  0.710875, -0.656855,   0.26043
RF03132#URS0001A2399E_1440053/1-56#subopt1,   3.37233,   2.08391,  0.558187,  -1.30737, -0.188535,-0.0124309,-0.0631677,  0.021415, -0.754075,   1.10484, 0.0103212,  0.467996, -0.394788, 0.0699814,  0.150825, -0.206526,  0.760731, -0.974004,  0.902118
RF03132#URS0001A2399E_1440053/1-56#subopt2,   3.88954,   1.95951,  0.647535,  -1.75738,  -0.35426, -0.376905,  0.136211, -0.348684, -0.775884,   1.55501, -0.173156,  0.317617, -0.230339, -0.207076,-0.0879861, -0.384214,  0.636696, -0.551702,  0.615197
RF03132#URS0001A2399E_1440053/1-56#subopt3,    3.899,   1.8055, 0.718293, -1.88727,-0.244104,-0.345491,0.0772597,-0.107948, -1.07657,  1.74205,-0.065048, 0.479755,-0.610007, 0.229368,-0.340578,-0.127142, 0.566792,-0.616223,  1.00707
RF03132#URS0001A232D3_1157633/1-56#subopt0,   4.00336,   2.09134,  0.480707,  -2.01162, -0.306173,-0.0944098,  0.108172, -0.235597,  0.209954,  0.810782, -0.448361,   1.32522,  0.237747, -0.418721, 0.0766714, -0.378909,  0.710875, -0.656855,   0.26043
RF03132#URS0001A232D3_1157633/1-56#subopt1,   3.37233,   2.08391,  0.558187,  -1.30737, -0.188535,-0.0124309,-0.0631677,  0.021415, -0.754075,   1.10484, 0.0103212,  0.467996, -0.394788, 0.0699814,  0.150825, -0.206526,  0.760731, -0.974004,  0.902118
RF03132#URS0001A232D3_1157633/1-56#subopt2,   3.88954,   1.95951,  0.647535,  -1.75738,  -0.35426, -0.376905,  0.136211, -0.348684, -0.775884,   1.55501, -0.173156,  0.317617, -0.230339, -0.207076,-0.0879861, -0.384214,  0.636696, -0.551702,  0.615197
RF03132#URS0001A232D3_1157633/1-56#subopt3,    3.899,   1.8055, 0.718293, -1.88727,-0.244104,-0.345491,0.0772597,-0.107948, -1.07657,  1.74205,-0.065048, 0.479755,-0.610007, 0.229368,-0.340578,-0.127142, 0.566792,-0.616223,  1.00707
RF03132#ASHX02000001.1/2482147-2482092#subopt0,   4.00336,   2.09134,  0.480707,  -2.01162, -0.306173,-0.0944098,  0.108172, -0.235597,  0.209954,  0.810782, -0.448361,   1.32522,  0.237747, -0.418721, 0.0766714, -0.378909,  0.710875, -0.656855,   0.26043
RF03132#ASHX02000001.1/2482147-2482092#subopt1,   3.37233,   2.08391,  0.558187,  -1.30737, -0.188535,-0.0124309,-0.0631677,  0.021415, -0.754075,   1.10484, 0.0103212,  0.467996, -0.394788, 0.0699814,  0.150825, -0.206526,  0.760731, -0.974004,  0.902118
RF03132#ASHX02000001.1/2482147-2482092#subopt2,   3.88954,   1.95951,  0.647535,  -1.75738,  -0.35426, -0.376905,  0.136211, -0.348684, -0.775884,   1.55501, -0.173156,  0.317617, -0.230339, -0.207076,-0.0879861, -0.384214,  0.636696, -0.551702,  0.615197
RF03132#ASHX02000001.1/2482147-2482092#subopt3,    3.899,   1.8055, 0.718293, -1.88727,-0.244104,-0.345491,0.0772597,-0.107948, -1.07657,  1.74205,-0.065048, 0.479755,-0.610007, 0.229368,-0.340578,-0.127142, 0.566792,-0.616223,  1.00707
RF02001#GG657590.1/215507-215313#subopt0,   7.91148,  0.164633,   -1.0046, 0.0331274,-0.0681445,  0.288092, -0.151895,   1.02307,  0.714703,  -1.33683,  -0.17285,  0.479892,   1.41796,   1.26617,   0.69695,  0.178652,   1.03995, 0.0963131,  0.177319
RF02001#GG657590.1/215507-215313#subopt1,   7.81148,  0.303345,  -1.17083, -0.203049,  -0.21898,   0.21436,   0.27948,   1.45665,  0.822017,  -1.56168, -0.301064,  0.410225,   1.35652,   1.04622,  0.866104,0.00228694,   1.08256, 0.0082049,  0.292031
RF02001#GG657590.1/215507-215313#subopt2,   7.73549, -0.164058, -0.910925,  0.159156, 0.0027814,  0.344619,-0.0335367,    1.0708,   0.53786, -0.979629, -0.246906, -0.198221,   1.02831,    1.2681,  0.960322, 0.0540475,  0.736601,  0.782959,  0.134673
RF02001#GG657590.1/215507-215313#subopt3,   8.07832, 0.0798855,-0.0322078,   1.45054,  -0.35226,  0.964155, -0.091791,  0.539765,  0.769673,  -1.53319, -0.236955,  0.471637,  0.833036,   1.05779,  0.858193,  0.208896,   1.05409,  0.613889,  0.329784
RF02001#GG657590.1/215507-215313#subopt4,   7.21426,  0.203299,-0.0360357,  0.335524,  0.167979,  0.567572, -0.357803,   1.19625,  0.890542,  0.248401, -0.220038, -0.612348,  0.867708,   1.21035,  0.919383,  0.268696, -0.040043,  0.882783,  0.366083
RF02001#MJHW01000023.1/2004-1835#subopt0,   6.64194,  0.441406, -0.150237,   1.70071,   0.37387,-0.0847886, -0.431402,  0.229326,  0.245029,   1.34128,  0.825758,  -0.55354,   1.57985,  0.481887,  -0.48963, -0.371419,  -1.42933, -0.437813, -0.160447
RF02001#MJHW01000023.1/2004-1835#subopt1,   6.65242,   0.46811, -0.191444,   1.65904,  0.411711, -0.253768, -0.157485,  0.412051,  0.109325,    1.1889,  0.844421, -0.681856,   1.82252,  0.286995, -0.430956, -0.419292,   -1.4199,  -0.39156,-0.0627358
RF02001#MJHW01000023.1/2004-1835#subopt2,  6.72508, 0.317802,0.0587457,   1.6494, 0.378664, 0.254196,-0.785246, 0.673874,-0.332516, 0.997335, 0.703017,-0.293309,  1.42122,  1.06922,-0.481706,0.0145896,  -1.1565,-0.516532,-0.239401
RF02001#MJHW01000023.1/2004-1835#subopt3,  6.71366, 0.580156,-0.168773,  1.50825, 0.146272,-0.193467,-0.228632, 0.679827, 0.735435,  1.19737, 0.436341,-0.565909,  1.51399, 0.550177,-0.194039,-0.543786,  -1.4315,-0.312741,-0.201116
RF02001#MJHW01000023.1/2004-1835#subopt4,   6.79523,  0.575007, -0.116458,   1.27789, 0.0189134,  0.114155,  -0.31866,   1.51299,  0.512365,  0.711014, 0.0386305, -0.386101,   1.37752,   1.10968,-0.0138786, -0.299182,  -1.12177, -0.270998, -0.281468
RF02001#ALJM01000048.1/525-355#subopt0,  6.87277, -0.10277, -1.48442, -1.20307, 0.787578,0.0337658, -2.36289, 0.326442,   0.0558,  0.50779,-0.768673, 0.962111,  1.07488, 0.979266, 0.834777, -1.22774,-0.301682,  1.20624, 0.233175
RF02001#ALJM01000048.1/525-355#subopt1,    6.4368,  0.166586,  -1.61683, -0.630466,  0.541118,-0.0376717,  -2.06356,  0.849771,  0.327327,  0.465962, -0.996242,  0.519613,  0.872855,   1.02916,     1.308,  -1.25628, -0.228067,  0.977518,-0.0996494
RF02001#ALJM01000048.1/525-355#subopt2,  7.05586,-0.186742, -2.08238, -1.02032,  0.98351, -0.30917, -2.08126,-0.489642, 0.803297, 0.709047,-0.901028, 0.987796,  1.39756, 0.726168,  1.00694, -1.10071,-0.721141,  1.17127, 0.290984
RF02001#ALJM01000048.1/525-355#subopt3,   7.1197,-0.225624, -2.01708, -1.20615, 0.907279,0.0200641, -2.21142, 0.248204, 0.455029, 0.250718, -1.21355,  1.16297,  1.26765,  1.28959,  1.11518,-0.829106,-0.421323,  1.19864, 0.231769
RF02001#ALJM01000048.1/525-355#subopt4,   7.3749,-0.342571, -1.55947,   -1.774,  1.17552,-0.169904, -1.91669, 0.275196, 0.503328,0.0627557, -1.45216,  1.50532,   1.1386,  1.57659, 0.979671, -1.00121, -0.70144, 0.965471,   0.5719
RF02001#ALNL01000029.1/20052-19882#subopt0,    7.5411, -0.402362,  -1.64154,  0.854432,-0.0282163,   0.73724,  -1.27764,   2.13321,    0.2631,  -1.21202,-0.0449881,  0.777826,   1.89598, -0.554307,   1.68093, -0.197406, -0.953486, -0.234733,   1.37841
RF02001#ALNL01000029.1/20052-19882#subopt1,    7.89262,  -0.801957,   -1.94199,   0.964737,  -0.336497,   0.318861,   -1.14094,    1.94803,-0.00470972,  -0.983557,  -0.413942,   0.507094,    1.62503,  -0.340151,    1.68023,   0.043557,   -1.30383, -0.0240703,    1.16135
RF02001#ALNL01000029.1/20052-19882#subopt2,   8.34475,   -1.0504,   -1.4511, -0.269592,  0.187379,-0.0646631, -0.738667,   1.83661,-0.0537491, -0.901053, -0.654946,  0.357995,   1.31984, 0.0424055,    1.4897, 0.0968518,  -1.55121, -0.140305,   1.54258
RF02001#ALNL01000029.1/20052-19882#subopt3,   8.24447, -0.900308,  -1.70121,-0.0253396,  0.152693,  0.195723,    -1.315,   1.93016,  -0.14092, -0.784756, -0.378099, -0.020671,   1.61033,-0.0427834,   1.51701, -0.125927,  -1.38849, 0.0592209,   1.54928
RF02001#ALNL01000029.1/20052-19882#subopt4,   8.54979,  -1.02135,  -1.23238, -0.965442,  0.628191, -0.124029, -0.892294,   1.89483, -0.152881, -0.775072, -0.592717,-0.0641034,   1.30817,  0.272631,   1.38461,-0.0618835,  -1.56905,-0.0939656,   1.85286
RF03054#CP014517.1/865598-865664#subopt0,   4.47673,  -0.95872,  -1.42849, -0.760551,  0.796713,  0.128852, -0.377109, -0.254983, -0.460359,  0.359699, -0.467083, -0.466007,  -1.12673,  -1.55849,  0.047711, -0.870206,  -0.79562, -0.644824,0.00885425
RF03054#CP014517.1/865598-865664#subopt1,   4.47673,  -0.95872,  -1.42849, -0.760551,  0.796713,  0.128852, -0.377109, -0.254983, -0.460359,  0.359699, -0.467083, -0.466007,  -1.12673,  -1.55849,  0.047711, -0.870206,  -0.79562, -0.644824,0.00885425
RF03054#CP014517.1/865598-865664#subopt2,  4.38019,-0.900862, -1.37547,-0.640923, 0.877674,-0.422733,-0.631521,-0.522444, -0.59027,-0.114419,-0.768808,-0.241733,-0.960749, -1.41582,0.0313243, -1.15809,-0.799247, -0.41295, 0.126251
RF03054#CP014517.1/865598-865664#subopt3,  4.36642,-0.931741, -1.47598,-0.599141, 0.629674,-0.676258,-0.245105,-0.754247,-0.763987,  0.22486, -1.08877,-0.601357, -1.15522, -1.16208,0.0558441,-0.756357,-0.878229,-0.122257,0.0618182
RF03054#CP014517.1/865598-865664#subopt4,    3.8512, -0.520948,  -1.02622, -0.722946,  0.812405, -0.386468,-0.0554366, -0.707963, -0.575422,  0.354844, -0.807884, -0.401945,  -0.74022, -0.908812,  0.252487,  -1.21195, -0.321373, -0.316735,  0.105603
RF03054#URS0000D6A626_1235457/1-85#subopt0,  3.59277,-0.358709,-0.673372,-0.607335,  1.17823, 0.601947,-0.748719,  1.20135,-0.338275,0.0484667,-0.398208,-0.342766, -1.39228,-0.954791, 0.255365,-0.210641, -0.50664,-0.943063,-0.246489
RF03054#URS0000D6A626_1235457/1-85#subopt1,  3.59277,-0.358709,-0.673372,-0.607335,  1.17823, 0.601947,-0.748719,  1.20135,-0.338275,0.0484667,-0.398208,-0.342766, -1.39228,-0.954791, 0.255365,-0.210641, -0.50664,-0.943063,-0.246489
RF03054#URS0000D6A626_1235457/1-85#subopt2,  3.57101,-0.363365,-0.696796, -0.50721,  1.26554, 0.110095, -1.03945, 0.812619,-0.503409,-0.608323,-0.724675, 0.104828, -1.18356,-0.928632, 0.153722,-0.572325,-0.539584,-0.808169,-0.117707
RF03054#URS0000D6A626_1235457/1-85#subopt3,  2.86925, 0.158297,-0.136023,-0.612288,  1.22575,0.0889409,-0.503056, 0.754035,-0.454165, -0.10242,-0.707252,-0.318377, -1.13606,-0.378671,  0.29076,-0.587185,-0.140893,-0.585209,-0.169328
RF03054#URS0000D6A626_1235457/1-85#subopt4,  3.56917,-0.320305,-0.686992,-0.633216,  1.18308, 0.644674,-0.565245,  1.09866,-0.309645, 0.277005,-0.430215,-0.180693, -1.19668,-0.829483, 0.450694,-0.301542,-0.229755,-0.993761,-0.183124
RF03054#URS0000D6C6CC_543728/1-68#subopt0,  3.38871,  1.38705,  1.43208, 0.909347, 0.265391,  1.11538, 0.681212, 0.204626,-0.647991,   -1.043, -1.54539,  1.00072,-0.502953,-0.347446,  -0.1522,-0.884975,-0.773286, 0.122603,0.0875637
RF03054#URS0000D6C6CC_543728/1-68#subopt1,   3.33287,   1.30414,   1.50663,   1.05375,  0.370506,    1.1925,  0.624733,-0.0586073,  -1.37093, -0.933371,  -1.24671,  0.839448, -0.596732, -0.420828,  -0.47352,   -0.9904,  -0.77968,  0.107561,  0.440394
RF03054#URS0000D6C6CC_543728/1-68#subopt2,  3.47739,  1.16663,  1.86917,  1.33637, 0.393766,  1.57088,-0.503124,-0.553009, -1.20659,-0.322838, -1.32465, 0.497915,-0.282935,0.0408128,-0.459803,-0.211796,-0.559556,0.0137755,-0.281135
RF03054#URS0000D6C6CC_543728/1-68#subopt3,   3.35614,   1.35571,   1.35025,  0.859839,  0.379281,  0.936835,  0.563972,  0.374764, -0.369219,  -1.27862,  -1.69543,   1.19832, -0.744247, -0.551889, -0.220077, -0.405127,  -1.13367,0.00429008, 0.0440821
RF03054#URS0000D6C6CC_543728/1-68#subopt4,  3.34133,  1.26066,  1.47628,  1.02471, 0.416985,  1.01204, 0.488584, 0.104663, -1.20706, -1.12496, -1.36941, 0.930402,-0.880256,-0.649172,-0.557781,-0.678445, -1.08083,0.0115046,   0.4584
RF03054#URS0000D6C6CC_1150395/1-68#subopt0,  3.38871,  1.38705,  1.43208, 0.909347, 0.265391,  1.11538, 0.681212, 0.204626,-0.647991,   -1.043, -1.54539,  1.00072,-0.502953,-0.347446,  -0.1522,-0.884975,-0.773286, 0.122603,0.0875637
RF03054#URS0000D6C6CC_1150395/1-68#subopt1,   3.33287,   1.30414,   1.50663,   1.05375,  0.370506,    1.1925,  0.624733,-0.0586073,  -1.37093, -0.933371,  -1.24671,  0.839448, -0.596732, -0.420828,  -0.47352,   -0.9904,  -0.77968,  0.107561,  0.440394
RF03054#URS0000D6C6CC_1150395/1-68#subopt2,  3.47739,  1.16663,  1.86917,  1.33637, 0.393766,  1.57088,-0.503124,-0.553009, -1.20659,-0.322838, -1.32465, 0.497915,-0.282935,0.0408128,-0.459803,-0.211796,-0.559556,0.0137755,-0.281135
RF03054#URS0000D6C6CC_1150395/1-68#subopt3,   3.35614,   1.35571,   1.35025,  0.859839,  0.379281,  0.936835,  0.563972,  0.374764, -0.369219,  -1.27862,  -1.69543,   1.19832, -0.744247, -0.551889, -0.220077, -0.405127,  -1.13367,0.00429008, 0.0440821
RF03054#URS0000D6C6CC_1150395/1-68#subopt4,  3.34133,  1.26066,  1.47628,  1.02471, 0.416985,  1.01204, 0.488584, 0.104663, -1.20706, -1.12496, -1.36941, 0.930402,-0.880256,-0.649172,-0.557781,-0.678445, -1.08083,0.0115046,   0.4584
RF03131#ANFO01000012.1/25823-25848#subopt0,     2.6599,   0.497001,  -0.774869,   0.520029,   0.720801,  -0.261778, -0.0678347, -0.0975495,  -0.714104,  -0.755051,  -0.830388,   0.584141,  -0.743956,  -0.604833,  -0.531547,   0.396271,   0.784387,-0.00294617,  -0.544681
RF03131#AP008232.1/2686948-2686973#subopt0,     2.6599,   0.497001,  -0.774869,   0.520029,   0.720801,  -0.261778, -0.0678347, -0.0975495,  -0.714104,  -0.755051,  -0.830388,   0.584141,  -0.743956,  -0.604833,  -0.531547,   0.396271,   0.784387,-0.00294617,  -0.544681
RF03131#BBMZ01000007.1/214689-214664#subopt0,     2.6599,   0.497001,  -0.774869,   0.520029,   0.720801,  -0.261778, -0.0678347, -0.0975495,  -0.714104,  -0.755051,  -0.830388,   0.584141,  -0.743956,  -0.604833,  -0.531547,   0.396271,   0.784387,-0.00294617,  -0.544681
RF03131#BX470251.1/3405528-3405553#subopt0,     2.6599,   0.497001,  -0.774869,   0.520029,   0.720801,  -0.261778, -0.0678347, -0.0975495,  -0.714104,  -0.755051,  -0.830388,   0.584141,  -0.743956,  -0.604833,  -0.531547,   0.396271,   0.784387,-0.00294617,  -0.544681
RF03135#URS0001A24445_12908/1-100#subopt0,    4.92604,     0.1296,  -0.232285,    2.39469,    1.84628,  -0.986414,  -0.229305,   0.415559,    1.69806,   0.343857,    0.78015,  0.0163069,  0.0566104,     0.0437,   0.134982,  -0.806729,   0.993731,-0.00289561,  -0.505176
RF03135#URS0001A24445_12908/1-100#subopt1,   4.85801,   0.10811, -0.148585,   2.28376,   1.25675, -0.621177, -0.897011, -0.225451,   1.43705,  0.519063,  0.618187,  -0.16481, -0.166632,-0.0531742,  0.551995, -0.581737,   1.15781, -0.381143, -0.790455
RF03135#URS0001A24445_12908/1-100#subopt2,  4.91634, 0.122755, -0.23743,  2.38311,  1.86151, -1.01586,-0.237947, 0.424572,  1.68861, 0.325281, 0.790479,0.0685211,0.0836737,0.0143763,0.0778389,-0.871178,  1.00468, 0.043547,-0.474942
RF03135#URS0001A24445_12908/1-100#subopt3,   4.84831,  0.101265, -0.153728,   2.27217,   1.27198, -0.650624, -0.905656, -0.216436,    1.4276,  0.500485,  0.628518, -0.112595,  -0.13957,-0.0824952,   0.49485, -0.646186,   1.16875, -0.334703,  -0.76022
RF03135#URS0001A24445_12908/1-100#subopt4,  5.61838,-0.402234,-0.409663,  1.44867,  1.76022, -1.39703,0.0647646,-0.204263,  1.45708, 0.255333, 0.186885,-0.677576,0.0752534, 0.569575, 0.102573,-0.660004, 0.573411,  0.60992,-0.625482
RF03135#CP007060.1/2200475-2200574#subopt0,    5.87055,  -0.781118,   -0.15911,   0.924254,    1.49318,   -1.79209,   0.100499,  -0.208771,    1.75889,  -0.506765,   0.425074,   0.417535, -0.0318723,   -0.67751,    0.19589,  -0.595092,   0.528017,  -0.441699,-0.00670679
RF03135#CP007060.1/2200475-2200574#subopt1,  5.88908,-0.627045,-0.150938, 0.988843,  1.49441, -1.58026, 0.287864,-0.370697,  1.42792,-0.290996, 0.611517, 0.138129, 0.283974,-0.524343, 0.342215, -1.18489, 0.972344,-0.404147,0.0244645
RF03135#CP007060.1/2200475-2200574#subopt2,   5.71717, -0.372957,  0.147653, -0.328395,   1.59137,  -2.09894,  0.842806,  0.160795,   1.78258, -0.911789, -0.218768, 0.0642847, -0.112998, -0.479029,  0.486665, -0.977057,  0.621363,-0.0439968, 0.0896864
RF03135#CP007060.1/2200475-2200574#subopt3,  5.74439,-0.418772, 0.289468,-0.299194,  1.18702, -1.63105,-0.168079,-0.752228,   1.6223,-0.629461,-0.358408,-0.117326,-0.317576,-0.373195, 0.881239,-0.617918,  0.81822,-0.315542,-0.313946
RF03135#CP007060.1/2200475-2200574#subopt4,   5.72893, -0.316463,  0.246416, -0.256955,   1.47649,  -1.94068,  0.917833,-0.0253525,   1.40823, -0.717555, 0.0596314, -0.197159,  0.236512, -0.270118,   0.49393,   -1.6482,  0.921642,  0.131976,-0.0493475
RF03135#URS0001A23BD7_12908/1-100#subopt0,    5.87055,  -0.781118,   -0.15911,   0.924254,    1.49318,   -1.79209,   0.100499,  -0.208771,    1.75889,  -0.506765,   0.425074,   0.417535, -0.0318723,   -0.67751,    0.19589,  -0.595092,   0.528017,  -0.441699,-0.00670679
RF03135#URS0001A23BD7_12908/1-100#subopt1,  5.88908,-0.627045,-0.150938, 0.988843,  1.49441, -1.58026, 0.287864,-0.370697,  1.42792,-0.290996, 0.611517, 0.138129, 0.283974,-0.524343, 0.342215, -1.18489, 0.972344,-0.404147,0.0244645
RF03135#URS0001A23BD7_12908/1-100#subopt2,   5.71717, -0.372957,  0.147653, -0.328395,   1.59137,  -2.09894,  0.842806,  0.160795,   1.78258, -0.911789, -0.218768, 0.0642847, -0.112998, -0.479029,  0.486665, -0.977057,  0.621363,-0.0439968, 0.0896864
RF03135#URS0001A23BD7_12908/1-100#subopt3,  5.74439,-0.418772, 0.289468,-0.299194,  1.18702, -1.63105,-0.168079,-0.752228,   1.6223,-0.629461,-0.358408,-0.117326,-0.317576,-0.373195, 0.881239,-0.617918,  0.81822,-0.315542,-0.313946
RF03135#URS0001A23BD7_12908/1-100#subopt4,   5.72893, -0.316463,  0.246416, -0.256955,   1.47649,  -1.94068,  0.917833,-0.0253525,   1.40823, -0.717555, 0.0596314, -0.197159,  0.236512, -0.270118,   0.49393,   -1.6482,  0.921642,  0.131976,-0.0493475
RF03135#URS0001A23BD7_751944/1-100#subopt0,    5.87055,  -0.781118,   -0.15911,   0.924254,    1.49318,   -1.79209,   0.100499,  -0.208771,    1.75889,  -0.506765,   0.425074,   0.417535, -0.0318723,   -0.67751,    0.19589,  -0.595092,   0.528017,  -0.441699,-0.00670679
RF03135#URS0001A23BD7_751944/1-100#subopt1,  5.88908,-0.627045,-0.150938, 0.988843,  1.49441, -1.58026, 0.287864,-0.370697,  1.42792,-0.290996, 0.611517, 0.138129, 0.283974,-0.524343, 0.342215, -1.18489, 0.972344,-0.404147,0.0244645
RF03135#URS0001A23BD7_751944/1-100#subopt2,   5.71717, -0.372957,  0.147653, -0.328395,   1.59137,  -2.09894,  0.842806,  0.160795,   1.78258, -0.911789, -0.218768, 0.0642847, -0.112998, -0.479029,  0.486665, -0.977057,  0.621363,-0.0439968, 0.0896864
RF03135#URS0001A23BD7_751944/1-100#subopt3,  5.74439,-0.418772, 0.289468,-0.299194,  1.18702, -1.63105,-0.168079,-0.752228,   1.6223,-0.629461,-0.358408,-0.117326,-0.317576,-0.373195, 0.881239,-0.617918,  0.81822,-0.315542,-0.313946
