 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11
RF02957#URS0000D6BF88_360102/1-129#subopt2,   5.96235,   1.15915,  -3.78086, 0.0288861,-0.0733369, -0.124021, -0.820365,  -0.94515,   1.76454,   1.41497, 0.0292418
RF02957#AL590842.1/1239599-1239471#subopt0,  6.82997, 0.245171, -3.02344,-0.193179,-0.298528,-0.378951,-0.141105, -1.04302,  2.67056,   1.5355, -1.14897
RF02957#AL590842.1/1239599-1239471#subopt1,  7.14325,0.0970833,  -3.1889, 0.188369,-0.273313,-0.393218,-0.124064, -1.30157,  2.81815,  1.53101, -1.41704
RF02957#AL590842.1/1239599-1239471#subopt2,   5.96235,   1.15915,  -3.78086, 0.0288861,-0.0733369, -0.124021, -0.820365,  -0.94515,   1.76454,   1.41497, 0.0292418
RF02957#URS0000D661CF_527002/1-130#subopt0,  6.38693,  1.05295,  -4.1063, 0.560807,-0.473111,-0.386932, -0.74184, -1.25548,  2.15446,  1.09779,-0.820696
RF02957#URS0000D661CF_527002/1-130#subopt1,  6.69352, 0.879344, -4.19031, 0.982993,-0.431275,-0.526133,-0.698143, -1.64164,  1.91958, 0.956025,-0.518296
RF02957#URS0000D661CF_527002/1-130#subopt2,  7.19587, -1.89174, -1.00632, 0.519822,-0.780497, 0.706456, 0.352192, -1.27735, 0.856494, 0.255677, 0.315452
RF02957#URS0000D6D18E_947561/1-130#subopt0,   6.90334,  0.284146,  -3.27482, -0.405491,    -0.207,-0.0978015, -0.542757, -0.647458,   2.47313,   1.73525, -0.755208
RF02957#URS0000D6D18E_947561/1-130#subopt1,  7.21024,0.0485424, -3.33651, 0.197915,-0.506908,0.0219525,-0.578975,-0.568222,  2.42968,  1.18567, -1.09188
RF02957#URS0000D6D18E_947561/1-130#subopt2,    6.81684,   0.378777,   -3.33443,  -0.434886,  -0.128773,0.000718001,  -0.639268,  -0.294213,    2.20275,    2.05322,  -0.160357
RF01717#KJ019103.1/171801-171896#subopt0,  3.42769,  1.22734, -1.35654,-0.393401, -0.27184, 0.637196, -1.20123, 0.109285,-0.826942, 0.437361,-0.705243
RF01717#KJ019103.1/171801-171896#subopt1,   4.00385,   1.46137,   1.35206,  0.434368,  0.319331,  -0.13697, -0.800659,  0.252395,-0.0555214,  0.201611, -0.607664
RF01717#KJ019103.1/171801-171896#subopt2,   3.05134,   2.17327,  0.332604,  0.836808,  0.309237,   0.20375, -0.166283,  0.561224, -0.384289,  0.278077,-0.0301486
RF01717#GU071105.1/181614-181709#subopt0,  4.42382,0.0136713,  -1.0693,0.0417954,-0.745593,  1.13274,-0.701906, 0.196297,0.0211423, 0.352628, 0.257717
RF01717#GU071105.1/181614-181709#subopt1,  3.59102, 0.882151, -1.65512, 0.138968,-0.558873, 0.519331, -0.70461,-0.335451,0.0101116, 0.132127,-0.150635
RF01717#GU071105.1/181614-181709#subopt2,  2.67936,  1.40765, -1.09446,  -1.3806,-0.260298, 0.443888,-0.355609,-0.174815,-0.800229,-0.239132,-0.533727
RF01717#FM207411.1/8698-8606#subopt0,   4.47607,  0.339632,   1.64511,  0.434335, 0.0763219,  0.159478,-0.0587534,  -1.34243,  0.519271, -0.924863,-0.0194521
RF01717#FM207411.1/8698-8606#subopt1,  5.55934,0.0836486,  1.04761,  1.88375, 0.431296, 0.605498,-0.464257, -1.16314, 0.343397, -1.45683, 0.174379
RF01717#FM207411.1/8698-8606#subopt2,   4.63807,   1.10053,  0.125495,   1.66261,-0.0674595,  0.576882,  0.685182, -0.622148,   1.06421, -0.775575,  0.579104
RF01717#GU071103.1/169510-169600#subopt0,   4.08794,   1.29748,   2.04395, -0.808752, -0.371185, -0.871445,-0.0737188, -0.568882,  0.705544, 0.0283107,  0.276846
RF01717#GU071103.1/169510-169600#subopt1,  4.97932, 0.792205,  1.57687, 0.800504,-0.215865,-0.286945,-0.549219,-0.765797, 0.371502, 0.244076, 0.615986
RF01717#GU071103.1/169510-169600#subopt2,  4.91936, 0.780159,  1.66791,  0.96433, 0.445604,0.0270179,-0.826929,-0.659944, 0.657525, 0.471278, 0.470584
RF01717#KU686209.1/159627-159718#subopt0,  3.33713,  1.62629,  1.00848,-0.510742,-0.151254,-0.176866, 0.671069,  0.65793, 0.487555, 0.298781, 0.631788
RF01717#KU686209.1/159627-159718#subopt1,  3.32973,  1.57503,  1.52528,-0.520869, 0.569386,-0.230166, 0.132801,-0.257751, 0.271542,-0.181623,-0.129521
RF01717#KU686209.1/159627-159718#subopt2,   2.36754,   2.29926,  0.456002, -0.181323,  0.421543,-0.0689731,  0.249337,  0.149107,  -0.13052,  0.126427,  0.490232
RF01725#KB456687.1/1545-1438#subopt0,  5.72619,  1.19897, -3.02139, 0.399454,-0.170871, 0.277462, -1.73111, 0.735647,-0.252451,-0.115938, 0.306302
RF01725#KB456687.1/1545-1438#subopt1,  5.70304,  1.28898, -2.91787, 0.346987,-0.235754, 0.331063, -1.84059, 0.694316,-0.178965,-0.107949, 0.248958
RF01725#KB456687.1/1545-1438#subopt2,  5.76003,  1.21742, -2.98324, 0.152945,0.0107851, 0.457032, -1.33919,0.0950011,-0.136822, -0.27584,-0.592849
RF01725#ATDL01000014.1/305234-305140#subopt0,  5.89286,-0.484816, -0.48926,-0.443792, -1.72771, 0.301521, -1.54092,  1.21084, 0.674527,-0.463333, 0.143165
RF01725#ATDL01000014.1/305234-305140#subopt1,  5.89443,-0.495768,-0.393454,-0.382058, -1.36675,   0.6565, -1.75431,  1.26257, 0.648371,-0.391617,0.0746388
RF01725#ATDL01000014.1/305234-305140#subopt2,  5.87043,-0.541349,-0.467835,-0.416111, -1.34685, 0.496102, -1.28601,  1.10275, 0.627591,-0.487625, 0.229845
RF01725#CP011568.2/2341891-2341786#subopt0,  6.03295,  2.07577, -2.32972, 0.501454,  1.86264,  1.39897,-0.213002,-0.331473,-0.226218,-0.401883, -1.19054
RF01725#CP011568.2/2341891-2341786#subopt1,  6.16559,  2.12008, -2.45054, 0.654118, 0.987355, 0.565514,-0.116275, 0.101803,0.0932987, -0.78733, -0.59632
RF01725#CP011568.2/2341891-2341786#subopt2,   6.0235,  2.10407, -2.32296, 0.478605,  1.81906,  1.39067,-0.186403,-0.323087,-0.226512,-0.420496, -1.21275
RF01725#BAMW01000022.1/16179-16288#subopt0,  6.14538,  1.42368,-0.964215, 0.863541,  0.81537,-0.474484,-0.638271, 0.103933,  1.25359,  1.14418,  1.45452
RF01725#BAMW01000022.1/16179-16288#subopt1,  6.25351,  1.38547, -0.85333, 0.889801, 0.451392,-0.835549,-0.475176,-0.197174,  1.39175, 0.566106, 0.962329
RF01725#BAMW01000022.1/16179-16288#subopt2,  6.25558,   1.3948,-0.944977, 0.880606, 0.515116,-0.796962,-0.439044,-0.253045,  1.65762, 0.742095, 0.900875
RF01725#FQYI01000008.1/42229-42131#subopt0,  6.75381,-0.969069, -0.74471,  1.41586,-0.403721, 0.397882,-0.165219,-0.223893,  1.10891,-0.147871,-0.500971
RF01725#FQYI01000008.1/42229-42131#subopt1,  6.43334,   -0.809,-0.863829, 0.369395,-0.255974, 0.677848,-0.403645, 0.171795,   1.1492,-0.243921,-0.418513
RF01725#FQYI01000008.1/42229-42131#subopt2,  7.06404, -0.94376,-0.765117,  2.00966,-0.188701,-0.055312,  -1.0984, -1.33797,   0.5115,-0.276913,0.0272469
RF00174#MWFK01000002.1/722662-722517#subopt0,   6.87413, 0.0715161,  -1.93351,   -1.1827,  -1.27291, -0.502652,  -1.32237,-0.0849693, -0.513728,  0.180304,   1.12557
RF00174#MWFK01000002.1/722662-722517#subopt1,   6.89361,-0.0456538,  -2.15455,   -1.2577,  -1.18095,-0.0112945, -0.922889, 0.0738522, -0.499282, -0.263455,  0.799839
RF00174#MWFK01000002.1/722662-722517#subopt2,  6.90818, 0.232909, -1.70398, -0.93421, -1.15814,-0.809814, -1.42366, 0.483202, -1.04198, 0.196219, 0.839774
RF00174#CP000613.2/2937153-2937359#subopt0,  8.47945, -3.57157,  1.07661,-0.105042, 0.263069,  1.94741,  1.30249, -1.33259, 0.303847, 0.385476,-0.784848
RF00174#CP000613.2/2937153-2937359#subopt1,   8.48194,  -3.57675,   1.09318,-0.0936225,  0.246249,   1.96895,   1.31845,  -1.34758,  0.290803,  0.379904, -0.746237
RF00174#CP000613.2/2937153-2937359#subopt2,   8.5771,  -3.6137,  1.09593, 0.028555,-0.349164,  1.65459,  1.25216,-0.958076, 0.415936, 0.342437, -0.95412
RF00174#LZZM01000194.1/2900-2761#subopt0,  5.82383,  1.35666,  -2.9066,  0.17138,-0.114305, 0.472778,-0.801223,-0.347289,-0.638067, 0.289833,  1.07214
RF00174#LZZM01000194.1/2900-2761#subopt1,  5.90329,  1.30593, -3.15878,0.0288327, 0.137209, 0.892633,-0.428259,-0.362967,-0.616246,0.0219958, 0.804562
RF00174#LZZM01000194.1/2900-2761#subopt2,   5.89095,   1.23732,  -3.30821,-0.0508508,  0.320317,   1.31299,  -0.10909,  -0.32169, -0.656094, -0.248848,  0.489692
RF00174#AFGF01000269.1/62250-62434#subopt0,  8.87982, -2.20388, 0.146091,-0.767947, -1.06999,-0.310644, -1.30703, 0.421948, 0.750206,-0.723852, -0.30371
RF00174#AFGF01000269.1/62250-62434#subopt1,  8.43951, -1.82284,-0.202313,-0.726536, -1.19874,-0.213715, -1.19624, 0.485564, 0.873767,-0.942104,-0.268388
RF00174#AFGF01000269.1/62250-62434#subopt2,   8.08413,  -1.56378,-0.0201525,  -1.40147,  -1.12388, -0.164066,  -1.32986,  0.737319,  0.957685, -0.669242,  0.206793
RF00174#JMFG01000002.1/127385-127582#subopt0,    8.80415,-0.00842819,   -1.09086,    1.41622,   0.803094,   0.186757,  -0.605576,    1.06818,   0.994237,   0.789817,   0.936469
RF00174#JMFG01000002.1/127385-127582#subopt1,  8.78099,0.0889138,-0.943252,  1.47165, 0.992542, 0.455715,-0.760288,  1.06948, 0.884021, 0.815812, 0.788685
RF00174#JMFG01000002.1/127385-127582#subopt2,   8.50651,-0.0203558,  -1.11486,  0.846895,  0.725861, 0.0200021, -0.580338,  0.707168,   1.56451,  0.625883,   1.32726
RF03132#URS0001A23582_132474/1-56#subopt0,  4.04107,  2.26464,0.0666233,  1.91443, 0.526963, 0.432455,-0.333398,-0.695264,-0.863632, 0.240973,-0.247118
RF03132#URS0001A23582_132474/1-56#subopt1,   3.40939,   2.23003,-0.0549508,   1.25785,  0.299475,  0.517907,  0.028563, -0.578844, -0.299271, 0.0480099,  0.733498
RF03132#URS0001A23582_132474/1-56#subopt2,   3.92189,   2.16749, -0.132931,   1.71881,  0.459937,  0.276764,-0.0894545,  -1.11386, -0.581123,  0.124523,   1.11123
RF03132#URS0001A2399E_1440053/1-56#subopt0,  4.04107,  2.26464,0.0666233,  1.91443, 0.526963, 0.432455,-0.333398,-0.695264,-0.863632, 0.240973,-0.247118
RF03132#URS0001A2399E_1440053/1-56#subopt1,   3.40939,   2.23003,-0.0549508,   1.25785,  0.299475,  0.517907,  0.028563, -0.578844, -0.299271, 0.0480099,  0.733498
RF03132#URS0001A2399E_1440053/1-56#subopt2,   3.92189,   2.16749, -0.132931,   1.71881,  0.459937,  0.276764,-0.0894545,  -1.11386, -0.581123,  0.124523,   1.11123
RF03132#URS0001A232D3_1157633/1-56#subopt0,  4.04107,  2.26464,0.0666233,  1.91443, 0.526963, 0.432455,-0.333398,-0.695264,-0.863632, 0.240973,-0.247118
RF03132#URS0001A232D3_1157633/1-56#subopt1,   3.40939,   2.23003,-0.0549508,   1.25785,  0.299475,  0.517907,  0.028563, -0.578844, -0.299271, 0.0480099,  0.733498
RF03132#URS0001A232D3_1157633/1-56#subopt2,   3.92189,   2.16749, -0.132931,   1.71881,  0.459937,  0.276764,-0.0894545,  -1.11386, -0.581123,  0.124523,   1.11123
RF03132#ASHX02000001.1/2482147-2482092#subopt0,  4.04107,  2.26464,0.0666233,  1.91443, 0.526963, 0.432455,-0.333398,-0.695264,-0.863632, 0.240973,-0.247118
RF03132#ASHX02000001.1/2482147-2482092#subopt1,   3.40939,   2.23003,-0.0549508,   1.25785,  0.299475,  0.517907,  0.028563, -0.578844, -0.299271, 0.0480099,  0.733498
RF03132#ASHX02000001.1/2482147-2482092#subopt2,   3.92189,   2.16749, -0.132931,   1.71881,  0.459937,  0.276764,-0.0894545,  -1.11386, -0.581123,  0.124523,   1.11123
RF03132#URS0001A2322E_1306406/1-56#subopt0,  4.04107,  2.26464,0.0666233,  1.91443, 0.526963, 0.432455,-0.333398,-0.695264,-0.863632, 0.240973,-0.247118
RF03132#URS0001A2322E_1306406/1-56#subopt1,   3.40939,   2.23003,-0.0549508,   1.25785,  0.299475,  0.517907,  0.028563, -0.578844, -0.299271, 0.0480099,  0.733498
RF03132#URS0001A2322E_1306406/1-56#subopt2,   3.92189,   2.16749, -0.132931,   1.71881,  0.459937,  0.276764,-0.0894545,  -1.11386, -0.581123,  0.124523,   1.11123
RF02001#GG657590.1/215507-215313#subopt0,   7.92165, -0.120157,   0.98127,  0.186222,-0.0577281,-0.0236453,  0.218293,   1.51476,  0.149607, -0.373829,  -1.03589
RF02001#GG657590.1/215507-215313#subopt1,    7.8278,0.00338812,   1.24734,  0.455485,-0.0324811, -0.334422,-0.0626314,   1.93569, 0.0274274, -0.545262,   -1.0379
RF02001#GG657590.1/215507-215313#subopt2,   7.73098, -0.402709,  0.825297, 0.0140358,-0.0528226,  0.056372,  0.229022,   1.37958, 0.0465948, -0.440324, -0.439909
RF02001#MJHW01000023.1/2004-1835#subopt0,   6.66681,  0.339545,-0.0254558,  -1.48419, -0.422689,  0.157275,  0.517722,  0.441818,  0.377644,   1.28748,   1.39818
RF02001#MJHW01000023.1/2004-1835#subopt1,  6.67672, 0.372802,0.0378266, -1.37421,-0.596235,-0.102703, 0.341552, 0.542123, 0.513736,  1.15541,  1.60036
RF02001#MJHW01000023.1/2004-1835#subopt2,  6.74649, 0.280289,-0.255657, -1.45639,-0.374136, 0.464804,  0.81567, 0.766637, 0.588422, 0.517239,  1.25288
RF02001#ALJM01000048.1/525-355#subopt0,  6.85615,-0.337031,    1.167, 0.991009,-0.207344,  1.67595,  1.87839,  -0.2782,-0.685479,-0.217836,-0.292057
RF02001#ALJM01000048.1/525-355#subopt1,   6.43164,-0.0866906,   1.39756,  0.471638, -0.166915,   1.32699,   1.82709,   0.34166,  -1.00617, -0.174248,-0.0478142
RF02001#ALJM01000048.1/525-355#subopt2,  7.03893,-0.574728,  1.72165, 0.790413,-0.411328,  1.50075,  1.39435,-0.933111, -1.01315, 0.622876,-0.586373
RF02001#ALNL01000029.1/20052-19882#subopt0,  7.54665,-0.686697,  1.37369,-0.751427,   0.1227, 0.472859,  1.24668,  2.18889, 0.493535,-0.656761, -0.55602
RF02001#ALNL01000029.1/20052-19882#subopt1,   7.8861, -1.10928,   1.6481,-0.861928, 0.257417,0.0327812,  1.38762,  1.81237, 0.121462,-0.864703,-0.200175
RF02001#ALNL01000029.1/20052-19882#subopt2,  8.33392, -1.24242,  1.09849, 0.347697,-0.266714,0.0292243,  1.01214,  1.48302,-0.189055,-0.977631,-0.156301
RF02001#MGTA01000136.1/5109-4924#subopt0,   7.89775,   1.15144,  -1.20191, -0.106484,  0.139825, 0.0284071, 0.0776222,   2.47031, -0.553459,  0.461626,-0.0985676
RF02001#MGTA01000136.1/5109-4924#subopt1,  7.79441, 0.986992, -1.32925, 0.816338,-0.538061,-0.190032, 0.933995,   2.5938,-0.942662, 0.455348, 0.219657
RF02001#MGTA01000136.1/5109-4924#subopt2,  7.94776, 0.882502, -1.25109, 0.959249,-0.187362, 0.324417, 0.564757,  2.61769,-0.464369, 0.533017,-0.459855
RF03054#CP014517.1/865598-865664#subopt0,   4.45379,  -1.22536,   1.17195,  0.468839, -0.493251,  0.872782,  0.256547, -0.867295,-0.0980789, -0.300135,  0.229964
RF03054#CP014517.1/865598-865664#subopt1,   4.45379,  -1.22536,   1.17195,  0.468839, -0.493251,  0.872782,  0.256547, -0.867295,-0.0980789, -0.300135,  0.229964
RF03054#CP014517.1/865598-865664#subopt2,   4.36149,  -1.16632,   1.15098,  0.400108, -0.719182,  0.515865,  0.633054,   -1.2299,-0.0633914, -0.637477, -0.123848
RF03054#URS0000D6A626_1235457/1-85#subopt0,  3.58078,-0.466427, 0.520148, 0.452051,-0.918268,  1.42675, 0.550243, 0.544814,-0.249323,-0.651793, 0.121224
RF03054#URS0000D6A626_1235457/1-85#subopt1,  3.58078,-0.466427, 0.520148, 0.452051,-0.918268,  1.42675, 0.550243, 0.544814,-0.249323,-0.651793, 0.121224
RF03054#URS0000D6A626_1235457/1-85#subopt2,  3.56004,-0.477673, 0.550821, 0.388582, -1.11094,  1.08802, 0.906539,0.0746348, -0.10292, -1.09307,-0.453745
RF03054#URS0000D6C6CC_543728/1-68#subopt0,   3.4094,  1.55201,  -1.1325, -1.27536,0.0119317, 0.146342, -1.13924,0.0157428,-0.266673, -1.98818,-0.969647
RF03054#URS0000D6C6CC_543728/1-68#subopt1,   3.35131,   1.48656,  -1.26356,  -1.42853,-0.0546201,  0.281766,  -1.08197, -0.368529,  0.243507,  -2.20501, -0.527267
RF03054#URS0000D6C6CC_543728/1-68#subopt2,  3.49147,  1.40084, -1.75764, -1.79703, 0.315653,  1.09572,-0.196822,-0.653184,0.0570295, -1.72919,-0.397104
RF03054#URS0000D6C6CC_1150395/1-68#subopt0,   3.4094,  1.55201,  -1.1325, -1.27536,0.0119317, 0.146342, -1.13924,0.0157428,-0.266673, -1.98818,-0.969647
RF03054#URS0000D6C6CC_1150395/1-68#subopt1,   3.35131,   1.48656,  -1.26356,  -1.42853,-0.0546201,  0.281766,  -1.08197, -0.368529,  0.243507,  -2.20501, -0.527267
RF03054#URS0000D6C6CC_1150395/1-68#subopt2,  3.49147,  1.40084, -1.75764, -1.79703, 0.315653,  1.09572,-0.196822,-0.653184,0.0570295, -1.72919,-0.397104
RF03054#URS0000D66936_595537/1-68#subopt0,   3.35131,   1.48656,  -1.26356,  -1.42853,-0.0546201,  0.281766,  -1.08197, -0.368529,  0.243507,  -2.20501, -0.527267
RF03054#URS0000D66936_595537/1-68#subopt1,  3.35538,  1.46444, -1.22167, -1.34835,-0.217264, 0.168944,-0.865022,-0.269428,0.0833975, -2.24854,-0.794129
RF03054#URS0000D66936_595537/1-68#subopt2,  4.28784, 0.507121,-0.308868, -1.64476,0.0360846,-0.680488,-0.864936,-0.513249, 0.209907, -2.17493,-0.573019
RF03131#ANFO01000012.1/25823-25848#subopt0,  2.66051, 0.335426, 0.942129,-0.673099, -0.91876, 0.108243, 0.280961,-0.525951,-0.117918,  -1.2284, -0.78243
RF03131#AP008232.1/2686948-2686973#subopt0,  2.66051, 0.335426, 0.942129,-0.673099, -0.91876, 0.108243, 0.280961,-0.525951,-0.117918,  -1.2284, -0.78243
RF03131#BBMZ01000007.1/214689-214664#subopt0,  2.66051, 0.335426, 0.942129,-0.673099, -0.91876, 0.108243, 0.280961,-0.525951,-0.117918,  -1.2284, -0.78243
RF03131#BX470251.1/3405528-3405553#subopt0,  2.66051, 0.335426, 0.942129,-0.673099, -0.91876, 0.108243, 0.280961,-0.525951,-0.117918,  -1.2284, -0.78243
RF03131#BX950851.1/3086915-3086940#subopt0,  2.66051, 0.335426, 0.942129,-0.673099, -0.91876, 0.108243, 0.280961,-0.525951,-0.117918,  -1.2284, -0.78243
RF03135#URS0001A24445_12908/1-100#subopt0,   4.92229,-0.0785857,  0.100435,  -2.07758,  -2.19759, -0.320525,  0.689881,  0.565948, -0.207137,   1.94244, -0.222912
RF03135#URS0001A24445_12908/1-100#subopt1,    4.8468, -0.125516, 0.0342702,  -2.06371,  -1.32201,  0.100732,   1.06908,-0.0337195,  -0.31224,   1.87245, -0.202587
RF03135#URS0001A24445_12908/1-100#subopt2,   4.91399,-0.0747579, 0.0997544,  -2.06126,  -2.18675, -0.310472,  0.717565,  0.575329, -0.168313,   1.92716, -0.214634
RF03135#CP007060.1/2200475-2200574#subopt0,  5.86976,-0.867711,0.0365689,-0.634123, -1.95022, -1.14564, 0.707962,-0.133819,-0.070998,  1.53475, -1.20865
RF03135#CP007060.1/2200475-2200574#subopt1,  5.90211,-0.776749, 0.016492,-0.755052, -1.78244, -1.05346, 0.450271,-0.267176,  0.20756,  1.56065,-0.642014
RF03135#CP007060.1/2200475-2200574#subopt2,   5.71751, -0.343489, -0.169738,  0.717025,   -2.1204,  -1.40549,-0.0454152,  0.106881, -0.527878,  0.954602,  -1.08305
RF03135#URS0001A23BD7_12908/1-100#subopt0,  5.86976,-0.867711,0.0365689,-0.634123, -1.95022, -1.14564, 0.707962,-0.133819,-0.070998,  1.53475, -1.20865
RF03135#URS0001A23BD7_12908/1-100#subopt1,  5.90211,-0.776749, 0.016492,-0.755052, -1.78244, -1.05346, 0.450271,-0.267176,  0.20756,  1.56065,-0.642014
RF03135#URS0001A23BD7_12908/1-100#subopt2,   5.71751, -0.343489, -0.169738,  0.717025,   -2.1204,  -1.40549,-0.0454152,  0.106881, -0.527878,  0.954602,  -1.08305
RF03135#URS0001A23BD7_751944/1-100#subopt0,  5.86976,-0.867711,0.0365689,-0.634123, -1.95022, -1.14564, 0.707962,-0.133819,-0.070998,  1.53475, -1.20865
RF03135#URS0001A23BD7_751944/1-100#subopt1,  5.90211,-0.776749, 0.016492,-0.755052, -1.78244, -1.05346, 0.450271,-0.267176,  0.20756,  1.56065,-0.642014
RF03135#URS0001A23BD7_751944/1-100#subopt2,   5.71751, -0.343489, -0.169738,  0.717025,   -2.1204,  -1.40549,-0.0454152,  0.106881, -0.527878,  0.954602,  -1.08305
RF03135#URS0001A2480B_12908/1-100#subopt0,  6.80572, -1.40278,-0.269407, 0.713287,  -1.2414, 0.386519,-0.254943, -1.08426, 0.170295, 0.302496,-0.164314
RF03135#URS0001A2480B_12908/1-100#subopt1,  6.40698, -1.47497, 0.226827,-0.848597, -2.04108,-0.132265, 0.542751,-0.639548, 0.590512, 0.357152, -0.52195
RF03135#URS0001A2480B_12908/1-100#subopt2,   6.78781,  -1.36537, -0.534222,  0.627644,  -2.10043,  -0.28815,  0.544196,  -1.24296,  0.409337,-0.0456829, -0.403167
RF03127#URS0001A243B9_12908/1-75#subopt0,  4.07858,  1.56847,  1.29263,0.0930413, 0.153754, 0.304494, 0.142655, -1.05639,-0.815261, 0.340054,-0.370443
RF03127#URS0001A243B9_12908/1-75#subopt1,   4.70945,   1.13861,   1.88443, -0.156121,-0.0692127,  -0.41957, 0.0236014,  -1.10533, -0.741324,  0.286059, -0.364178
RF03127#URS0001A243B9_12908/1-75#subopt2,   3.35171,   1.97394,   1.53749, -0.728347,  0.416499, -0.223785,-0.0130574, -0.348168, -0.483121,  0.291644,  0.408214
RF03127#FR892111.1/50988-50914#subopt0,  4.11809,  1.97722, 0.954239,-0.972064, 0.982169, 0.413605,-0.597864,  0.43526,-0.498872,-0.180356, 0.447647
RF03127#FR892111.1/50988-50914#subopt1,  4.08338,  2.06091,  1.02908,-0.865983,  0.84714, 0.372197,-0.585948, 0.734779,-0.966839, -0.21974,-0.125469
RF03127#FR892111.1/50988-50914#subopt2,  4.71424,  1.63106,  1.62086, -1.11515, 0.624172,-0.351867,-0.705003, 0.685844,  -0.8929,-0.273735,-0.119204
RF03127#URS0001A23360_12908/1-75#subopt0,  4.11809,  1.97722, 0.954239,-0.972064, 0.982169, 0.413605,-0.597864,  0.43526,-0.498872,-0.180356, 0.447647
RF03127#URS0001A23360_12908/1-75#subopt1,  4.08338,  2.06091,  1.02908,-0.865983,  0.84714, 0.372197,-0.585948, 0.734779,-0.966839, -0.21974,-0.125469
RF03127#URS0001A23360_12908/1-75#subopt2,  4.71424,  1.63106,  1.62086, -1.11515, 0.624172,-0.351867,-0.705003, 0.685844,  -0.8929,-0.273735,-0.119204
RF03127#URS0001A24415_1111130/1-75#subopt0,   4.25706,   1.36491,   2.09471, -0.680698,  0.119356, -0.401124, -0.341693,0.00220032, -0.484782,  0.741728,  0.446636
RF03127#URS0001A24415_1111130/1-75#subopt1,   4.25706,   1.36491,   2.09471, -0.680698,  0.119356, -0.401124, -0.341693,0.00220032, -0.484782,  0.741728,  0.446636
RF03127#URS0001A24415_1111130/1-75#subopt2,  4.19135,  1.15838,  1.82436,-0.881855, 0.368719, 0.217806, 0.570709,-0.156347,-0.772081, 0.560536,-0.204005
RF03127#URS0001A24415_12908/1-75#subopt0,   4.25706,   1.36491,   2.09471, -0.680698,  0.119356, -0.401124, -0.341693,0.00220032, -0.484782,  0.741728,  0.446636
RF03127#URS0001A24415_12908/1-75#subopt1,   4.25706,   1.36491,   2.09471, -0.680698,  0.119356, -0.401124, -0.341693,0.00220032, -0.484782,  0.741728,  0.446636
RF03127#URS0001A24415_12908/1-75#subopt2,  4.19135,  1.15838,  1.82436,-0.881855, 0.368719, 0.217806, 0.570709,-0.156347,-0.772081, 0.560536,-0.204005
RF03000#URS0000D6CE60_12908/1-124#subopt0,   5.86827,  0.851439,-0.0403321,  0.430143,   0.69078,  0.666179,  0.800139,   0.94665,   1.10802, -0.920527,  0.156583
RF03000#URS0000D6CE60_12908/1-124#subopt1,  5.12105,  1.30413,  0.29166, -1.16605,  0.10981,-0.244048,  1.00307,  1.69648,  1.23366,-0.394167,  0.82279
RF03000#URS0000D6CE60_12908/1-124#subopt2,  6.33353, 0.556286,0.0841961,   1.0623, 0.971914, 0.558849, 0.560737, 0.366266, 0.718201, -1.22244, 0.445213
RF03000#URS0000D6B574_12908/1-124#subopt0,  5.14532,  1.50276, 0.207383, -1.45188, -0.94791,-0.518344,  1.07115,  1.68976, 0.969068,-0.491006,  1.10571
RF03000#URS0000D6B574_12908/1-124#subopt1,  5.86885, 0.966029, 0.216852,-0.359757,-0.928601,-0.651109, 0.564016, 0.830822, 0.553293,   -0.813,  1.52547
RF03000#URS0000D6B574_12908/1-124#subopt2,  5.16029,  1.35176, 0.247092, -1.32269,-0.152743,-0.211184, 0.685714,  1.87387,  1.33927,-0.191449, 0.977241
RF03000#URS0000D699FC_12908/1-122#subopt0,    5.23631,    1.48197,   0.365096,   -1.13918, -0.0832006,  -0.314578,   0.574456,    2.32432,   0.643803,-0.00111984,   0.396539
RF03000#URS0000D699FC_12908/1-122#subopt1,  5.16137,  1.26876, 0.203176, -1.23744, 0.312283,-0.288051, 0.967196,  1.60066,  1.31356, -0.37732,  1.21045
RF03000#URS0000D699FC_12908/1-122#subopt2,  5.88566, 0.728536,  0.21205,-0.131265, 0.290734,-0.404669, 0.442659, 0.750115, 0.875173,-0.740761,  1.64668
RF03000#URS0000D666B2_12908/1-126#subopt0,   5.13281,   1.90855, -0.334187, 0.0518804,  0.158337,-0.0767687,  0.693408,    1.6056,  0.369443,  -0.33929,  0.299519
RF03000#URS0000D666B2_12908/1-126#subopt1,  5.81427,  1.17469, 0.360249,-0.204415,0.0479817,-0.634678, 0.471985,  1.48537, 0.200574,-0.527702, 0.375317
RF03000#URS0000D666B2_12908/1-126#subopt2,   5.70323,   1.56661, -0.772822,   1.21452,  0.259689,-0.0723676,  0.576432,  0.832612,-0.0998961,  -0.20306,  0.849281
RF03000#URS0000D669A9_12908/1-120#subopt0,   5.21131,   2.06111, -0.430879,   -0.1323,  -0.42323, -0.761287,    1.1218,   1.23815,-0.0366931, -0.140452,  0.535952
RF03000#URS0000D669A9_12908/1-120#subopt1,  5.11045,  1.86727,-0.613008,-0.192905,-0.560436,-0.306115,  1.25405,  1.17892, 0.741083,-0.921822,  1.00989
RF03000#URS0000D669A9_12908/1-120#subopt2,  5.68773,  1.45291, -0.56325,  0.72937,-0.481134,-0.539934, 0.595819, 0.246352, 0.314428,  -1.3183,  1.42724
