 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18
RF02001#MGTA01000136.1/5109-4924#subopt2,   7.9232, -0.88415,   1.2862, 0.805547,0.0878269,  0.63759, 0.535921,  2.24313,-0.564634, -1.13846, 0.644282,-0.889699,  -0.8431,-0.361843,-0.959585, 0.475144, 0.291816,-0.431612
RF02001#MGTA01000136.1/5109-4924#subopt3,  7.88994,  -1.0058,  1.25588, 0.667629,  0.16213, 0.605113, 0.578756,  2.59316,-0.739043,-0.821581, 0.154873, -1.01271,-0.710318,-0.688676,-0.973877, 0.314756,0.0671688,-0.497056
RF03054#CP014517.1/865598-865664#subopt0,  4.45994,  1.10765,  -1.2666, 0.624742, 0.462599,  0.70316, 0.314538,-0.752711, -0.13635, 0.381878,-0.214674,0.0468616, 0.822071, 0.591359,  1.26552, -1.15141,-0.306168, -1.19706
RF03054#CP014517.1/865598-865664#subopt1,  4.45994,  1.10765,  -1.2666, 0.624742, 0.462599,  0.70316, 0.314538,-0.752711, -0.13635, 0.381878,-0.214674,0.0468616, 0.822071, 0.591359,  1.26552, -1.15141,-0.306168, -1.19706
RF03054#CP014517.1/865598-865664#subopt2,   4.36895,   1.04508,  -1.26324,   0.53973,  0.691604,  0.351221,  0.702876, -0.934365, -0.143689,  0.337095, -0.849799,-0.0532858,   0.59632,   0.38896,   1.43083,     -1.15, -0.431639,  -1.09791
RF03054#CP014517.1/865598-865664#subopt3,   4.35448,   1.07834,  -1.39807,  0.545295,    0.6545,-0.0740632,  0.455334,  -1.24881, -0.391878,  0.630164, -0.759173, -0.225492,  0.999135,  0.638843,  0.958273, -0.915956, -0.504716,  -1.07851
RF03054#URS0000D6A626_1235457/1-85#subopt0,    3.57369,   0.383341,  -0.586876,   0.482176,   0.813545,    1.41034,   0.631225,    0.63214,  -0.388645,   0.449781,-0.00412984,   0.402568,    1.00676,   0.379631,   0.519203,   -1.05815, -0.0927728,  -0.812412
RF03054#URS0000D6A626_1235457/1-85#subopt1,    3.57369,   0.383341,  -0.586876,   0.482176,   0.813545,    1.41034,   0.631225,    0.63214,  -0.388645,   0.449781,-0.00412984,   0.402568,    1.00676,   0.379631,   0.519203,   -1.05815, -0.0927728,  -0.812412
RF03054#URS0000D6A626_1235457/1-85#subopt2,  3.55528, 0.389251,-0.648095, 0.398489,  1.01348,  1.10512,  1.00999, 0.413386,-0.322862, 0.357574,-0.883651,  0.38857, 0.650943,0.0948458, 0.830934, -1.05467,-0.180763,-0.795364
RF03054#URS0000D6A626_1235457/1-85#subopt3,    2.8613, -0.183694, -0.144273,  0.562252,   1.01754,  0.935516,  0.516527,  0.234228, -0.444492,  0.536214, -0.308594,  0.129293,  0.883461,-0.0805253,  0.456353, -0.926399, -0.202617, -0.322632
RF03054#URS0000D6C6CC_543728/1-68#subopt0,  3.39559,  -1.4923,  1.11897, -1.21678, 0.109325, 0.363521, -1.15521,   0.6762,-0.647687, 0.619808, -1.98612,  0.28806, 0.102561,-0.324974, 0.920882,-0.389736,-0.803662,-0.595753
RF03054#URS0000D6C6CC_543728/1-68#subopt1,  3.33947, -1.43134,  1.22371,  -1.3468, 0.176574, 0.455094, -1.07666, 0.349444,-0.183763,  1.22871, -1.94882, 0.309786,  0.26185, -0.39631,   1.1377,-0.188607,-0.641414,-0.611836
RF03054#URS0000D6C6CC_543728/1-68#subopt2,   3.48907,  -1.35907,   1.69475,  -1.76836,-0.0804989,   1.22129, -0.342608, -0.329365, -0.376676,   1.00901,  -1.60414, 0.0240624,  0.245167, -0.120842,  0.262078,  0.427254, -0.401016, -0.551414
RF03054#URS0000D6C6CC_543728/1-68#subopt3,   3.35561,  -1.48014,   1.03037,  -1.13458,  0.332249,  0.307816, -0.992931,  0.906601, -0.839064,  0.253243,  -2.21242,  0.513459,  0.191875,-0.0111554,  0.829366, -0.209575, -0.741396, -0.810145
RF03054#URS0000D6C6CC_1150395/1-68#subopt0,  3.39559,  -1.4923,  1.11897, -1.21678, 0.109325, 0.363521, -1.15521,   0.6762,-0.647687, 0.619808, -1.98612,  0.28806, 0.102561,-0.324974, 0.920882,-0.389736,-0.803662,-0.595753
RF03054#URS0000D6C6CC_1150395/1-68#subopt1,  3.33947, -1.43134,  1.22371,  -1.3468, 0.176574, 0.455094, -1.07666, 0.349444,-0.183763,  1.22871, -1.94882, 0.309786,  0.26185, -0.39631,   1.1377,-0.188607,-0.641414,-0.611836
RF03054#URS0000D6C6CC_1150395/1-68#subopt2,   3.48907,  -1.35907,   1.69475,  -1.76836,-0.0804989,   1.22129, -0.342608, -0.329365, -0.376676,   1.00901,  -1.60414, 0.0240624,  0.245167, -0.120842,  0.262078,  0.427254, -0.401016, -0.551414
RF03054#URS0000D6C6CC_1150395/1-68#subopt3,   3.35561,  -1.48014,   1.03037,  -1.13458,  0.332249,  0.307816, -0.992931,  0.906601, -0.839064,  0.253243,  -2.21242,  0.513459,  0.191875,-0.0111554,  0.829366, -0.209575, -0.741396, -0.810145
RF03054#URS0000D66936_595537/1-68#subopt0,  3.33947, -1.43134,  1.22371,  -1.3468, 0.176574, 0.455094, -1.07666, 0.349444,-0.183763,  1.22871, -1.94882, 0.309786,  0.26185, -0.39631,   1.1377,-0.188607,-0.641414,-0.611836
RF03054#URS0000D66936_595537/1-68#subopt1,   3.34155,   -1.4083,   1.18647,  -1.28531,   0.32873,  0.367078, -0.875892,  0.543108,  -0.32886,   1.00223,  -2.12809,  0.497944,  0.422434, -0.132648,   1.17145,-0.0910624, -0.587418, -0.773044
RF03054#URS0000D66936_595537/1-68#subopt2,   4.28798, -0.504131,  0.273058,  -1.55529,  0.114561, -0.503193, -0.900672,  0.289239, 0.0065207,   1.09532,  -2.00743,  0.608522,   1.16955, -0.323675,  0.879598,-0.0219342,  -0.61822, -0.223595
RF03054#URS0000D66936_595537/1-68#subopt3,    3.5906,  0.598137,   -1.4825, -0.879028,  0.561241,   1.11342,  0.706121,  0.457787,  0.256712,  0.169416,-0.0248232,  0.966125,  0.634441,  0.357973,   1.19145,  -1.13069, -0.103654,  -1.19654
RF03131#ANFO01000012.1/25823-25848#subopt0,    2.65701,   -0.40345,  -0.950752,  -0.555981,   0.905167,   0.052526,   0.208215, -0.0522119,   -0.21789,   0.431851,   -1.36577,   0.477308,   0.463865,  -0.290423,-0.00169561,  -0.187071,   0.952525,  -0.448257
RF03131#AP008232.1/2686948-2686973#subopt0,    2.65701,   -0.40345,  -0.950752,  -0.555981,   0.905167,   0.052526,   0.208215, -0.0522119,   -0.21789,   0.431851,   -1.36577,   0.477308,   0.463865,  -0.290423,-0.00169561,  -0.187071,   0.952525,  -0.448257
RF03131#BBMZ01000007.1/214689-214664#subopt0,    2.65701,   -0.40345,  -0.950752,  -0.555981,   0.905167,   0.052526,   0.208215, -0.0522119,   -0.21789,   0.431851,   -1.36577,   0.477308,   0.463865,  -0.290423,-0.00169561,  -0.187071,   0.952525,  -0.448257
RF03131#BX470251.1/3405528-3405553#subopt0,    2.65701,   -0.40345,  -0.950752,  -0.555981,   0.905167,   0.052526,   0.208215, -0.0522119,   -0.21789,   0.431851,   -1.36577,   0.477308,   0.463865,  -0.290423,-0.00169561,  -0.187071,   0.952525,  -0.448257
RF03131#BX950851.1/3086915-3086940#subopt0,    2.65701,   -0.40345,  -0.950752,  -0.555981,   0.905167,   0.052526,   0.208215, -0.0522119,   -0.21789,   0.431851,   -1.36577,   0.477308,   0.463865,  -0.290423,-0.00169561,  -0.187071,   0.952525,  -0.448257
RF03135#URS0001A24445_12908/1-100#subopt0,   4.91674,-0.0269661, -0.249094,  -2.05644,   2.19226, -0.332698,  0.644371,  0.169979,-0.0899276,  -1.40203,   1.41512,    0.1976,  -0.24304, -0.635845,  0.615536, -0.305646,  0.264319,  0.568872
RF03135#URS0001A24445_12908/1-100#subopt1,   4.85721, 0.0152334, -0.141561,  -2.10861,   1.45071, 0.0388175,    1.0028, -0.533079,-0.0486071,  -1.42015,   1.23583,  0.459092, 0.0559015, -0.143217,  0.344357, -0.590673,  0.187259,  0.925177
RF03135#URS0001A24445_12908/1-100#subopt2,   4.90722,-0.0235844, -0.243211,  -2.04286,   2.18742, -0.319715,  0.665161,  0.162116,-0.0647166,  -1.37744,   1.41031,  0.216196, -0.289656, -0.657279,  0.658181, -0.271215,  0.271757,  0.510099
RF03135#URS0001A24445_12908/1-100#subopt3,    4.8477,  0.018616, -0.135678,  -2.09502,   1.44586, 0.0518037,   1.02359, -0.540941,-0.0233977,  -1.39556,   1.23102,  0.477688,0.00928362,  -0.16465,  0.387002,  -0.55624,  0.194696,  0.866401
RF03135#CP007060.1/2200475-2200574#subopt0,  5.86113, 0.813297,-0.136278,-0.595031,  1.93445, -1.12765, 0.626823,-0.188039,0.0211891, -1.76203, 0.275805, 0.335184,-0.487684, -0.70052, 0.604838,-0.855535, 0.535668,-0.276989
RF03135#CP007060.1/2200475-2200574#subopt1,   5.89468,  0.710693, -0.128097,  -0.69308,   1.77177,  -1.04328,  0.392547,  -0.40737,  0.290072,   -1.3407,  0.575781,0.00274863, -0.625571,  -1.04654,  0.817277,  -1.19277,  0.460765, 0.0741861
RF03135#CP007060.1/2200475-2200574#subopt2,   5.70654,  0.351943,  0.144343,  0.758769,   2.10112,  -1.38497, 0.0214914,  0.266899, -0.311797,  -1.59993, -0.100229,-0.0467121, -0.278861, -0.723931,  0.598337,  -1.24138,  0.336415,  0.277824
RF03135#CP007060.1/2200475-2200574#subopt3,  5.73845, 0.408486, 0.351117, 0.517019,  1.44093,-0.799372, 0.547287,  -0.6892, -0.27731, -1.78772,-0.275273, 0.260482,0.0152016,-0.196595, 0.225915, -1.30864, 0.202908, 0.834344
RF03135#URS0001A23BD7_12908/1-100#subopt0,  5.86113, 0.813297,-0.136278,-0.595031,  1.93445, -1.12765, 0.626823,-0.188039,0.0211891, -1.76203, 0.275805, 0.335184,-0.487684, -0.70052, 0.604838,-0.855535, 0.535668,-0.276989
RF03135#URS0001A23BD7_12908/1-100#subopt1,   5.89468,  0.710693, -0.128097,  -0.69308,   1.77177,  -1.04328,  0.392547,  -0.40737,  0.290072,   -1.3407,  0.575781,0.00274863, -0.625571,  -1.04654,  0.817277,  -1.19277,  0.460765, 0.0741861
RF03135#URS0001A23BD7_12908/1-100#subopt2,   5.70654,  0.351943,  0.144343,  0.758769,   2.10112,  -1.38497, 0.0214914,  0.266899, -0.311797,  -1.59993, -0.100229,-0.0467121, -0.278861, -0.723931,  0.598337,  -1.24138,  0.336415,  0.277824
RF03135#URS0001A23BD7_12908/1-100#subopt3,  5.73845, 0.408486, 0.351117, 0.517019,  1.44093,-0.799372, 0.547287,  -0.6892, -0.27731, -1.78772,-0.275273, 0.260482,0.0152016,-0.196595, 0.225915, -1.30864, 0.202908, 0.834344
RF03135#URS0001A23BD7_751944/1-100#subopt0,  5.86113, 0.813297,-0.136278,-0.595031,  1.93445, -1.12765, 0.626823,-0.188039,0.0211891, -1.76203, 0.275805, 0.335184,-0.487684, -0.70052, 0.604838,-0.855535, 0.535668,-0.276989
RF03135#URS0001A23BD7_751944/1-100#subopt1,   5.89468,  0.710693, -0.128097,  -0.69308,   1.77177,  -1.04328,  0.392547,  -0.40737,  0.290072,   -1.3407,  0.575781,0.00274863, -0.625571,  -1.04654,  0.817277,  -1.19277,  0.460765, 0.0741861
RF03135#URS0001A23BD7_751944/1-100#subopt2,   5.70654,  0.351943,  0.144343,  0.758769,   2.10112,  -1.38497, 0.0214914,  0.266899, -0.311797,  -1.59993, -0.100229,-0.0467121, -0.278861, -0.723931,  0.598337,  -1.24138,  0.336415,  0.277824
RF03135#URS0001A23BD7_751944/1-100#subopt3,  5.73845, 0.408486, 0.351117, 0.517019,  1.44093,-0.799372, 0.547287,  -0.6892, -0.27731, -1.78772,-0.275273, 0.260482,0.0152016,-0.196595, 0.225915, -1.30864, 0.202908, 0.834344
RF03135#URS0001A2480B_12908/1-100#subopt0,  6.82806,  1.37558, 0.190944, 0.920469,  1.38135, 0.195087,-0.141909, -1.13366, 0.234063,0.0978444,-0.077154, 0.205831, 0.297454, -1.47282, 0.330088, 0.587726, 0.509506, 0.772211
RF03135#URS0001A2480B_12908/1-100#subopt1,  6.41627,  1.39575,-0.409213,-0.759375,  2.05836,-0.183927,  0.60985,-0.625932, 0.476705,-0.221487,-0.151106, 0.131493,-0.455273, -2.00677, 0.413384,-0.417374, 0.547244,  0.58503
RF03135#URS0001A2480B_12908/1-100#subopt2,   6.81618,   1.35086,   0.43599,  0.792327,   2.23219, -0.464499,  0.686489,  -1.06655,  0.492591,-0.0250634, -0.658358, -0.141602,   0.37464,  -1.35043,  0.331106,  0.310035,  0.377679,  0.653167
RF03135#URS0001A2480B_12908/1-100#subopt3,   6.75665,   1.39305,  0.543525,  0.740162,   1.49063,-0.0929813,   1.04491,   -1.7696,   0.53391,-0.0431811,  -0.83765,  0.119891,  0.673581, -0.857797,  0.059926, 0.0250096,  0.300617,   1.00947
RF03127#URS0001A243B9_12908/1-75#subopt0,  4.07488, -1.62943, -1.24284, 0.145881,-0.125643,0.0837168,0.0614908, -1.05688,-0.922442,-0.467893,-0.231388, 0.146609,-0.611732,-0.286038, 0.113259, 0.077091, -0.52172, 0.536141
RF03127#URS0001A243B9_12908/1-75#subopt1,   4.71702,  -1.23056,  -1.86907,-0.0462968,  0.133954, -0.693459,-0.0752926, -0.998986,  -0.65405, -0.472096, -0.293093,   0.06029,  0.337391,-0.0459937,  0.110551,  0.486302, -0.345126,  0.578255
RF03127#URS0001A243B9_12908/1-75#subopt2,   3.34987,  -2.05978,  -1.44248, -0.654484, -0.466844, -0.400067, -0.172253, -0.461786,  -0.57721,  0.128449,  0.445036,  0.187203, -0.158763,-0.0983801,  -0.10896, -0.555402, -0.164609,  0.679957
RF03127#URS0001A243B9_12908/1-75#subopt3,    4.0214,  -1.67135,  -2.07125, -0.847721,   -0.1961,  -1.17019, -0.313205, -0.407327, -0.309544,  0.127086,  0.380649,  0.105084,  0.794551,  0.146374, -0.109857,    -0.152,0.00797188,  0.718576
RF03127#FR892111.1/50988-50914#subopt0,  4.11392, -2.03359,-0.854397,-0.902255, -0.97712, 0.359625,-0.788426, 0.273979,-0.611958, 0.373191, 0.329702,-0.117255,  0.17553, 0.139117,-0.201328,-0.168392,  0.48631,  0.53825
RF03127#FR892111.1/50988-50914#subopt1,   4.07756,  -2.10386, -0.925915, -0.815687, -0.829268,  0.359998, -0.795863,  0.611433,  -1.02303,-0.0966979, 0.0229862, 0.0434615,-0.0275607,  0.271348, -0.694474, -0.301635,  0.519546,  0.582553
RF03127#FR892111.1/50988-50914#subopt2,    4.7197,  -1.70499,  -1.55214,  -1.00786, -0.569669, -0.417173, -0.932645,   0.66933,  -0.75464, -0.100902,-0.0387174,-0.0428589,  0.921561,  0.511393, -0.697183,  0.107575,  0.696141,  0.624669
RF03127#FR892111.1/50988-50914#subopt3,    4.182, -1.94271,  -0.7683,-0.826824,-0.427944, 0.168497,-0.810446, 0.631905,-0.513169, 0.254689, 0.256003,-0.192022,-0.445201, 0.315695, -0.73705,-0.163004, 0.631817,  0.53896
RF03127#URS0001A23360_12908/1-75#subopt0,  4.11392, -2.03359,-0.854397,-0.902255, -0.97712, 0.359625,-0.788426, 0.273979,-0.611958, 0.373191, 0.329702,-0.117255,  0.17553, 0.139117,-0.201328,-0.168392,  0.48631,  0.53825
RF03127#URS0001A23360_12908/1-75#subopt1,   4.07756,  -2.10386, -0.925915, -0.815687, -0.829268,  0.359998, -0.795863,  0.611433,  -1.02303,-0.0966979, 0.0229862, 0.0434615,-0.0275607,  0.271348, -0.694474, -0.301635,  0.519546,  0.582553
RF03127#URS0001A23360_12908/1-75#subopt2,    4.7197,  -1.70499,  -1.55214,  -1.00786, -0.569669, -0.417173, -0.932645,   0.66933,  -0.75464, -0.100902,-0.0387174,-0.0428589,  0.921561,  0.511393, -0.697183,  0.107575,  0.696141,  0.624669
RF03127#URS0001A23360_12908/1-75#subopt3,    4.182, -1.94271,  -0.7683,-0.826824,-0.427944, 0.168497,-0.810446, 0.631905,-0.513169, 0.254689, 0.256003,-0.192022,-0.445201, 0.315695, -0.73705,-0.163004, 0.631817,  0.53896
RF03127#URS0001A24415_1111130/1-75#subopt0,   4.2493, -1.46884, -2.01059,-0.598502,-0.216275,-0.562801,-0.555797,-0.191958,-0.520994,-0.107556, 0.897356, 0.194364,-0.871445, 0.276566, -1.18022,-0.459398, 0.332947, 0.156772
RF03127#URS0001A24415_1111130/1-75#subopt1,   4.2493, -1.46884, -2.01059,-0.598502,-0.216275,-0.562801,-0.555797,-0.191958,-0.520994,-0.107556, 0.897356, 0.194364,-0.871445, 0.276566, -1.18022,-0.459398, 0.332947, 0.156772
RF03127#URS0001A24415_1111130/1-75#subopt2,    4.18668,   -1.24999,   -1.75449,  -0.792469,  -0.410057,  0.0612454,    0.31719,  -0.409332,  -0.849022,   -0.41256,    0.45493,   0.699772, -0.0288351,   0.213312,   -1.14564,  0.0957009,  -0.120771,-0.00113137
RF03127#URS0001A24415_1111130/1-75#subopt3,   4.21283,  -1.45166,   -1.8699,  -0.85266, -0.552045,-0.0960517, -0.196042, -0.826605, -0.880718, -0.475741,  0.813606,  0.449188, -0.424915,  0.169039,  -1.14781, -0.208717,  0.172798,  0.114573
RF03127#URS0001A24415_12908/1-75#subopt0,   4.2493, -1.46884, -2.01059,-0.598502,-0.216275,-0.562801,-0.555797,-0.191958,-0.520994,-0.107556, 0.897356, 0.194364,-0.871445, 0.276566, -1.18022,-0.459398, 0.332947, 0.156772
RF03127#URS0001A24415_12908/1-75#subopt1,   4.2493, -1.46884, -2.01059,-0.598502,-0.216275,-0.562801,-0.555797,-0.191958,-0.520994,-0.107556, 0.897356, 0.194364,-0.871445, 0.276566, -1.18022,-0.459398, 0.332947, 0.156772
RF03127#URS0001A24415_12908/1-75#subopt2,    4.18668,   -1.24999,   -1.75449,  -0.792469,  -0.410057,  0.0612454,    0.31719,  -0.409332,  -0.849022,   -0.41256,    0.45493,   0.699772, -0.0288351,   0.213312,   -1.14564,  0.0957009,  -0.120771,-0.00113137
RF03127#URS0001A24415_12908/1-75#subopt3,   4.21283,  -1.45166,   -1.8699,  -0.85266, -0.552045,-0.0960517, -0.196042, -0.826605, -0.880718, -0.475741,  0.813606,  0.449188, -0.424915,  0.169039,  -1.14781, -0.208717,  0.172798,  0.114573
RF03000#URS0000D6CE60_12908/1-124#subopt0,  5.87319, -0.93246, 0.130254,  0.35594,-0.816928, 0.851465, 0.858843,  1.12687,  1.09476, 0.654238,-0.350413,0.0736384,  1.68745, -0.42779, 0.659927,-0.246052,  1.03587,-0.327497
RF03000#URS0000D6CE60_12908/1-124#subopt1,    5.11782,     -1.406,  -0.215161,   -1.29546,  -0.272528,-0.00702304,    0.93801,    1.64077,    1.17781,   0.770113,   0.657152,  -0.114881,    1.62704,  -0.267081,   0.376456, -0.0970757,    1.08941,  -0.391905
RF03000#URS0000D6CE60_12908/1-124#subopt2,   6.33983, -0.613145,0.00992374,   1.04851, -0.993237,  0.629794,  0.573604,  0.488949,  0.839322,  0.924093, -0.592962, -0.521994,   2.08663,-0.0679366,-0.0964961,-0.0997659,  0.799586, -0.387715
RF03000#URS0000D6CE60_12908/1-124#subopt3,   6.31898, -0.664632,-0.0879429,   1.06557, -0.862656,   0.46588,  0.542313,  0.558003,  0.923053,  0.887176, -0.809822, -0.446187,   2.09164, 0.0831867,-0.0940499,-0.0669483,  0.716978, -0.403812
RF03000#URS0000D6B574_12908/1-124#subopt0,  5.13743, -1.60542,-0.191284, -1.51461, 0.754479,-0.341369,  1.06618,  1.68149, 0.832646,  1.00349, 0.707642, -0.68466,  1.06501,-0.833536, 0.816829, 0.214505,  1.28104, 0.112773
RF03000#URS0000D6B574_12908/1-124#subopt1,  5.86866, -1.03481,-0.200548,-0.274953, 0.835048,-0.658632, 0.570999,  0.85188, 0.557469,  1.34905,  0.41357, -1.42687,   1.4947, -1.03014, 0.329226, 0.703132, 0.700559,0.0637653
RF03000#URS0000D6B574_12908/1-124#subopt2,   5.15249,  -1.45087, -0.194986,  -1.39603,-0.0420115,0.00908186,  0.638516,   1.71964,   1.21682,  0.774339,  0.965218, -0.406431,   1.65564, -0.949978,  0.626072,  0.105592,  0.958981, -0.571444
RF03000#URS0000D6B574_12908/1-124#subopt3,   5.1462, -1.59675,-0.182939, -1.54168, 0.836426,-0.364652,   1.0407,   1.6714, 0.860424, 0.960311, 0.687869,-0.666748,  1.09191,-0.971615, 0.770783, 0.159456,  1.28931, 0.159742
RF03000#URS0000D699FC_12908/1-122#subopt0,   5.22573,  -1.55932, -0.291235,  -1.23358,  -0.10359,-0.0610548,  0.495095,   2.11728,  0.577439, 0.0895411,  0.867435, -0.331454,   1.50153, -0.792969,  0.229513,-0.0364381,   0.83008, -0.553104
RF03000#URS0000D699FC_12908/1-122#subopt1,   5.16038,  -1.37265, -0.125292,  -1.36735, -0.484955,-0.0579982,  0.906602,   1.48823,   1.24627,   1.07605,  0.884666,  -0.22604,   1.63274, -0.524711,  0.456365,  -0.26099,  0.979415, -0.195436
RF03000#URS0000D699FC_12908/1-122#subopt2,   5.89742,  -0.79488, -0.149179,-0.0976241, -0.370083, -0.361503,   0.37595,  0.684155,  0.943416,   1.48493,  0.586793, -0.932723,   2.01195, -0.643727, 0.0195221,  0.324159,  0.414692, -0.123949
RF03000#URS0000D699FC_12908/1-122#subopt3,   5.15953,  -1.39148, -0.180539,  -1.36111, -0.406601,-0.0724316,  0.840724,   1.53064,   1.18644,   1.14194,  0.870197, -0.174042,   1.58259, -0.544543,  0.609762, -0.244418,  0.967582,-0.0219375
RF03000#URS0000D666B2_12908/1-126#subopt0,    5.1202,  -1.92788,  0.460139,-0.0592464, -0.285672,  0.119515,  0.575837,   1.55324,  0.395134,  0.194633,  0.306629, -0.559684,   1.35637, -0.219431, -0.226768,  -0.39032,  0.943688, -0.296322
RF03000#URS0000D666B2_12908/1-126#subopt1,  5.81158, -1.21947,-0.294186,-0.226329,-0.146859,-0.503436, 0.310147,   1.4917, 0.265225, 0.361671, 0.261658,-0.553857,   1.7418,-0.131076,-0.579582,-0.169968, 0.763365,-0.586089
RF03000#URS0000D666B2_12908/1-126#subopt2,   5.69513,  -1.56363,   0.90733,   1.13991,  -0.32446,-0.0470432,  0.532913,  0.741387, 0.0882387,  0.274773,  0.381162,  -1.32127,   1.51852, 0.0457904,  0.166216, -0.552505,  0.770567, -0.497838
RF03000#URS0000D666B2_12908/1-126#subopt3,   6.27291, -0.910665, -0.211594,  0.875307,-0.0399041, -0.714121, -0.280098,   0.75895, 0.0775005,  0.689909,-0.0562688,  -1.18754,   1.99586, -0.228842, -0.969306,  0.389306,  0.243034, -0.496631
RF03000#URS0000D669A9_12908/1-120#subopt0,   5.19688,  -2.09393,  0.529738, -0.248203,  0.294732, -0.621734,   1.01034,   1.23373, 0.0542921, 0.0860189,  0.282036,  -1.19212,   0.66024,-0.0296411,  0.265766, -0.580313,   1.45153,  0.042427
RF03000#URS0000D669A9_12908/1-120#subopt1,  5.10113, -1.91508, 0.680006, -0.30451, 0.412217,-0.147422,  1.21687,  1.28853, 0.675379,  1.16209, 0.146206, -1.00925,  1.03069,-0.487188, 0.183173,-0.291642,  1.52136, 0.280706
RF03000#URS0000D669A9_12908/1-120#subopt2,  5.68607, -1.46232, 0.638431, 0.778658, 0.446382, -0.57117, 0.547559, 0.411497, 0.393418,  1.55818,-0.229676, -1.76446,   1.4742,-0.662538,-0.390134, 0.235619, 0.937938, 0.236209
RF03000#URS0000D669A9_12908/1-120#subopt3,  5.10657, -1.78801, 0.612713,-0.152606,-0.387862, 0.211879, 0.748793,  1.37918, 0.971947,    1.042, 0.409083,-0.696936,  1.54428,-0.485381, 0.191859,-0.328934,   1.1792,-0.276977
RF02035#CP020778.1/1338870-1339010#subopt0,   6.98174,-0.0709836, -0.949824,   1.12126, -0.876459,  0.492811, -0.851029,   1.35225,  0.533753,-0.0878895,  0.178578, -0.101877,  0.630883,  -1.34539, -0.718826, -0.741029, -0.518532,   1.22246
RF02035#CP020778.1/1338870-1339010#subopt1,  6.94431,-0.130546,-0.951452,  1.11517,-0.945016, 0.516744,-0.491492,  1.40265, 0.648802,-0.132004, 0.130009, 0.128064, 0.475675,-0.751534, -1.17131, -0.95424,-0.359551, 0.652049
RF02035#CP020778.1/1338870-1339010#subopt2,   6.89559, -0.157115,  -1.11687,    1.1538, -0.917149,  0.516075, -0.545562,   1.60694,   0.08051, -0.670186,-0.0211008,  0.168758,  0.107069, -0.570993,  -1.47236, -0.786716,  -0.50475,  0.391682
RF02035#CP020778.1/1338870-1339010#subopt3,  6.87851,-0.129646, -1.47824,-0.348623,-0.504706,-0.848766,-0.368229,  1.60954,0.0507035, 0.504126, 0.788244, -0.14718,  1.24901,-0.340257, -1.53152,-0.811702, 0.346273, 0.961679
RF02035#NHLW01000073.1/8554-8694#subopt0,  7.82142,  1.14517, -1.20379, 0.404194, -1.28396,  1.25971, 0.342316,-0.271971,  1.48893, 0.989448, 0.765797,-0.307256,  1.13313,-0.168744, -1.06355,0.0898302,-0.252916, 0.995818
RF02035#NHLW01000073.1/8554-8694#subopt1,   7.89341,   1.06908,   -1.2938,  0.488236,  -1.40179,   1.23516,  0.246207, 0.0291503,  0.904347,  0.270937,  0.608027, -0.343649,   0.78699, 0.0122644,  -1.41964,-0.0339826, -0.325741,  0.827381
RF02035#NHLW01000073.1/8554-8694#subopt2,  7.76052,  1.35969, -1.82329,-0.601885, -1.39269,  1.26427, 0.404077,-0.092357,   1.2956,  1.03748, 0.863844,-0.112373, 0.903996,-0.535571,-0.782592,-0.219302,-0.262824, 0.709243
RF02035#NHLW01000073.1/8554-8694#subopt3,  7.83015,  1.13347, -1.21351, 0.406292, -1.25678,  1.32402, 0.419741,-0.323299,  1.54639, 0.956024, 0.657683, -0.33268,  1.07563,  -0.2548, -1.03372, 0.177415, -0.26341,  0.99113
RF02035#LHBX01000012.1/906-766#subopt0,  7.38804, 0.338798, -1.45627, 0.977594,-0.590403, 0.138875, -1.04111,  1.26591, 0.210224, 0.356994,  0.33795, -1.00009, 0.895022, -1.65103,-0.655983,0.0856832,-0.785855, 0.622965
RF02035#LHBX01000012.1/906-766#subopt1,  7.45903, 0.457388, -1.34773, 0.979174,-0.699064, 0.124121,-0.707842,  1.33802, 0.355245, 0.171018, 0.308791, -0.86144, 0.787903, -1.19549, -1.09411,-0.127967,-0.622005, 0.191789
RF02035#LHBX01000012.1/906-766#subopt2,     7.40687,    0.398534,    -1.49043,     1.02894,    -0.53199,    0.221548,    -0.81096,      1.5321,   0.0183396,   -0.454443,   0.0495415,   -0.740372,    0.404753,    -1.04469,    -1.51191,-0.000818663,   -0.715247,   0.0310602
RF02035#LHBX01000012.1/906-766#subopt3,  7.43551, 0.335858,  -1.1732, 0.747891,-0.920745, 0.926814,-0.799772, 0.887501, 0.431215,-0.122017, 0.305203,-0.269252, 0.679931, -1.43189,-0.742433,-0.136811,-0.901787,  1.37226
RF02035#JMFQ01072660.1/60993-60873#subopt0,  6.29198,  1.35241, 0.107553,-0.217351, 0.837904, 0.625948,-0.297099, -1.35719, 0.563305,-0.773378,0.0919668, 0.142307, -1.06969, 0.466055, 0.500528, 0.824695,0.0970076,-0.216546
RF02035#JMFQ01072660.1/60993-60873#subopt1,   6.74659,   1.43112,  0.212018,  0.625437,  0.675329,  0.688292, 0.0986806,  -1.18863,  0.838693, -0.796465, -0.630177,  0.239844, -0.972118, 0.0895428,  0.163885,  0.591333,  0.390198,-0.0227392
