 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7
RF03065#URS0000D66550_12908/1-216#subopt1,   8.9931,  -2.5467, 0.636478, 0.843328,-0.799178, -1.25387, 0.182616
RF03065#URS0000D66550_12908/1-216#subopt2,  8.97924, -3.15242,0.0382235,-0.200378,0.0857502, -1.35818,  0.48419
RF02975#URS0000D67C49_12908/1-48#subopt0,  4.18556,  2.44164, 0.692115,-0.246318, 0.857197, 0.462108,-0.758227
RF02975#URS0000D67C49_12908/1-48#subopt1,    4.16037,    2.12917,     1.0069,-0.00868939,   0.673563,   0.379109,  -0.315664
RF02975#URS0000D67C49_12908/1-48#subopt2,  3.51482,  2.41861,  0.25647,-0.390659,  1.34652, 0.708142,-0.497553
RF02975#URS0000D6C04C_12908/1-48#subopt0,  4.18556,  2.44164, 0.692115,-0.246318, 0.857197, 0.462108,-0.758227
RF02975#URS0000D6C04C_12908/1-48#subopt1,    4.16037,    2.12917,     1.0069,-0.00868939,   0.673563,   0.379109,  -0.315664
RF02975#URS0000D6C04C_12908/1-48#subopt2,  3.51482,  2.41861,  0.25647,-0.390659,  1.34652, 0.708142,-0.497553
RF02975#URS0000D6C04C_1235800/1-48#subopt0,  4.18556,  2.44164, 0.692115,-0.246318, 0.857197, 0.462108,-0.758227
RF02975#URS0000D6C04C_1235800/1-48#subopt1,    4.16037,    2.12917,     1.0069,-0.00868939,   0.673563,   0.379109,  -0.315664
RF02975#URS0000D6C04C_1235800/1-48#subopt2,  3.51482,  2.41861,  0.25647,-0.390659,  1.34652, 0.708142,-0.497553
RF02999#URS0000D67576_1163398/1-93#subopt0,   4.87656,  0.106557,  0.650036,   3.01344,  0.641936,-0.0604467, -0.186212
RF02999#URS0000D67576_1163398/1-93#subopt1,   5.3724,-0.469105, 0.321189,   3.0715, 0.354995,  0.44908,-0.147687
RF02999#URS0000D67576_1163398/1-93#subopt2,    5.1506, -0.507889,   0.63792,   1.43327,   1.37099,-0.0796985,  0.455343
RF02999#URS0000D69975_1388763/1-93#subopt0,  4.48988, 0.171618, 0.402646,  2.56306, 0.484583,-0.245698,-0.215722
RF02999#URS0000D69975_1388763/1-93#subopt1,   4.4782, 0.173438,  1.52649,  1.17413,  1.48768,-0.608363, 0.396143
RF02999#URS0000D69975_1388763/1-93#subopt2,  3.68766,  0.61111,  1.20601,  2.44937, 0.903693,-0.726607,0.0735892
RF02999#URS0000D6C9F9_384676/1-93#subopt0,  4.48988, 0.171618, 0.402646,  2.56306, 0.484583,-0.245698,-0.215722
RF02999#URS0000D6C9F9_384676/1-93#subopt1,   4.4782, 0.173438,  1.52649,  1.17413,  1.48768,-0.608363, 0.396143
RF02999#URS0000D6C9F9_384676/1-93#subopt2,  3.68766,  0.61111,  1.20601,  2.44937, 0.903693,-0.726607,0.0735892
