 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7
RF03032#URS0000D6BDAD_12908/1-71#subopt0,  3.89236,  2.63561, 0.767191,  1.00896,-0.376383, 0.166418,0.0334771
RF03032#URS0000D6BDAD_12908/1-71#subopt1,  3.89645,  2.60249, 0.805246, 0.965966,-0.396462, 0.151229,0.0564742
RF03032#URS0000D6BDAD_12908/1-71#subopt2,  4.15139,  1.72714, -0.28165,  1.29311,-0.340161, 0.963406, 0.682632
RF03032#URS0000D6BDAD_12908/1-71#subopt3,  4.26798,  1.93943,-0.306729,  1.28503,-0.255761, 0.309876, -0.15407
RF03032#URS0000D6BDAD_1125977/1-71#subopt0,  3.89236,  2.63561, 0.767191,  1.00896,-0.376383, 0.166418,0.0334771
RF03032#URS0000D6BDAD_1125977/1-71#subopt1,  3.89645,  2.60249, 0.805246, 0.965966,-0.396462, 0.151229,0.0564742
RF03032#URS0000D6BDAD_1125977/1-71#subopt2,  4.15139,  1.72714, -0.28165,  1.29311,-0.340161, 0.963406, 0.682632
RF03032#URS0000D6BDAD_1125977/1-71#subopt3,  4.26798,  1.93943,-0.306729,  1.28503,-0.255761, 0.309876, -0.15407
RF03032#URS0000D6B2A9_12908/1-71#subopt0,  4.33574,  1.75466,-0.657265, 0.744946, -1.39465,-0.147751, 0.678796
RF01419#HQ693844.1/60190-60376#subopt0,  8.59559, -1.31089, -1.20913, 0.488198, -0.37857, -1.38387,-0.071387
RF01419#HQ693844.1/60190-60376#subopt1,   9.09502,  -1.44358, -0.823795, -0.305104, -0.338902, -0.939079,-0.0222219
RF01419#HQ693844.1/60190-60376#subopt2,  9.40767, -1.91843, -0.76701, -1.32964,-0.378791,  -1.2895,-0.655524
RF01419#HQ693844.1/60190-60376#subopt3,  9.72506, -2.03929,-0.531886, -1.83341,-0.327214,-0.858483,-0.576522
RF01419#FAOM01272920.1/38332-38161#subopt0,  6.48132,-0.623849,  1.47171,-0.178541,  0.13407,-0.289922,-0.219002
RF01419#FAOM01272920.1/38332-38161#subopt1,  6.66281,-0.731421,  1.56774,-0.607752, 0.674782,0.0549771,-0.108474
RF01419#FAOM01272920.1/38332-38161#subopt2,  6.76096,-0.609219,  1.60771,-0.693678, 0.585554,-0.325301,-0.162008
RF01419#FAOM01272920.1/38332-38161#subopt3,  6.68433,-0.675668,  1.56759,-0.553859, 0.772763,  0.17544,-0.431255
RF01419#KQ976354.1/3187357-3187534#subopt0,  8.66118,-0.544947,-0.390725,-0.355084, -1.87081, -1.40746, 0.731786
RF01419#KQ976354.1/3187357-3187534#subopt1,  8.19276,-0.276875,-0.527148, 0.670362, -2.21374, -1.89801, 0.485873
RF01419#KQ976354.1/3187357-3187534#subopt2,  8.55101,-0.665274, -1.01764, 0.780408, -2.24085, -1.45977, 0.730328
RF01419#KQ976354.1/3187357-3187534#subopt3,  9.03466,-0.891753,-0.704663,-0.258757, -1.94604, -1.19878, 0.603715
RF03087#URS0000D69BFB_12908/1-608#subopt0, 14.2164,-4.25374, 2.40992,0.205804,-2.96699, 1.32422,-1.42316
RF03087#URS0000D69BFB_12908/1-608#subopt1, 14.2063,-4.27964, 2.47287,  0.4178,-2.73042, 1.39847,-1.37142
RF03087#URS0000D69BFB_12908/1-608#subopt2, 14.2398,-4.39522, 2.38824,0.463541,-3.03185,  1.6099,-1.45255
RF03087#URS0000D69BFB_12908/1-608#subopt3, 14.4114,-4.61384, 2.14047,0.505303,-3.12441, 1.57355,-1.41974
RF03087#URS0000D6603A_12908/1-599#subopt0, 13.7961, -3.9935, 3.43323,0.295206, -1.0648, 2.92019,0.556964
RF03087#URS0000D6603A_12908/1-599#subopt1, 13.8351,-4.00412, 3.38659,0.185454,-1.23851,  2.7226,0.608116
RF03087#URS0000D6603A_12908/1-599#subopt2, 13.8721,-4.33723,  3.4083,0.481858, -1.1905, 2.69554,0.425451
RF03087#URS0000D6603A_12908/1-599#subopt3, 13.9004,-4.34201, 3.36348,0.383882,-1.34692, 2.52332,0.463079
RF03087#URS0000D6C17C_12908/1-599#subopt0, 14.1315,-4.48358, 3.00519,-0.96572, -1.2352, 3.18646,0.831774
RF03087#URS0000D6C17C_12908/1-599#subopt1,  14.1063, -4.42895,  2.93885,-0.841827, -1.22161,  3.21104, 0.547906
RF03087#URS0000D6C17C_12908/1-599#subopt2,  14.1482, -4.28009,  2.99164,-0.281386, -1.47816,  3.26642, 0.861733
RF03087#URS0000D6C17C_12908/1-599#subopt3, 14.1146,-4.35674, 2.99127,-0.23763,-1.22705, 3.22021, 1.00546
RF01734#ALXI01000102.1/18602-18543#subopt0,  3.60986,0.0651402,-0.472074, -1.28073,  1.03851,-0.662242,-0.336179
RF01734#ALXI01000102.1/18602-18543#subopt1,   3.1127, 0.796475, 0.391081, -1.89451,  0.72004,-0.637886, 0.329241
RF01734#ALXI01000102.1/18602-18543#subopt2,  3.14164, 0.558545, 0.533704, -1.56048, 0.608872, -1.02213,-0.101648
RF01734#ALXI01000102.1/18602-18543#subopt3,   3.12488,-0.0730487, -0.713289, -0.744776,  0.513883, -0.552181,  0.356646
RF01734#KB944507.1/1472202-1472268#subopt0,  4.49795, 0.813017, -1.74228, 0.986304,-0.321615,-0.462757, 0.295461
RF01734#KB944507.1/1472202-1472268#subopt1,  4.42443, 0.958441, -1.57039, 0.910455,-0.330628,-0.714247, 0.447036
RF01734#KB944507.1/1472202-1472268#subopt2,  4.37023,   1.0899, -1.60819, 0.614535,-0.517134,-0.765292, 0.739929
RF01734#KB944507.1/1472202-1472268#subopt3,  4.49255, 0.835768, -1.71114, 0.905418,-0.179388,-0.607351, 0.364972
RF01734#MGOG01000202.1/8032-8093#subopt0,  4.89396, 0.251217, -1.14697, 0.335386, 0.281972, 0.110195,-0.759508
RF01734#MGOG01000202.1/8032-8093#subopt1,   5.00675,  0.423855,  -1.67614,-0.0847695, -0.467379, -0.693235,  -1.17078
RF01734#MGOG01000202.1/8032-8093#subopt2,  4.13506,  1.10715, -1.47293,  1.23461,-0.630043,-0.567825,  -1.4083
RF01734#MGOG01000202.1/8032-8093#subopt3,   5.01154,  0.435611,  -1.70852,-0.0814743, -0.431117, -0.726705,  -1.19151
RF03057#JTDN01000001.1/2084804-2084864#subopt0,  4.46568,  1.81971, 0.322672, -2.48561, 0.961795, 0.718914,0.0826354
RF03057#JTDN01000001.1/2084804-2084864#subopt1,   4.38097,   1.82139, 0.0974752,  -2.74882,  0.447787,  0.307023,-0.0576096
RF03057#JTDN01000001.1/2084804-2084864#subopt2,   3.92131,   1.80106,  0.351665,  -1.81955,  0.759558,   1.29306,-0.0861408
RF03057#JTDN01000001.1/2084804-2084864#subopt3,   3.9118,  1.76158, 0.113612, -2.16573, 0.123705, 0.702379,-0.131082
RF03057#LMKV01000001.1/47195-47140#subopt0,   4.32075,     1.308, -0.547917, -0.422927,-0.0334028,   1.40903, -0.857615
RF03057#LMKV01000001.1/47195-47140#subopt1,  4.41077,  1.33298,-0.495756,-0.465472, 0.233363,  1.54308,-0.285436
RF03057#LMKV01000001.1/47195-47140#subopt2,  3.55627,  1.66337,-0.730669,  1.11717,-0.558162,  1.28064,-0.955176
RF03057#LMKV01000001.1/47195-47140#subopt3,  3.64628,  1.68834,-0.678506,  1.07463,-0.291397,  1.41469,-0.382996
RF03057#URS0000D67145_438753/1-56#subopt0,  4.01742,  2.03066,0.0833182,  -2.2352,0.0237921, 0.824055,-0.182446
RF03057#URS0000D67145_438753/1-56#subopt1,   3.91787,   2.15275,-0.0182065,  -2.11414,    0.3192,   1.18906, -0.371948
RF03057#URS0000D67145_438753/1-56#subopt2,    3.43409,    2.35241,-0.00489752,   -1.23322,  -0.301098,   0.656087,   -0.28707
RF03057#URS0000D67145_438753/1-56#subopt3,    3.403,  2.42633,-0.165436, -1.16617,-0.040034,  1.02494,-0.470778
RF02925#URS0000D678AE_12908/1-52#subopt0,   3.3762,   2.2608,  0.11016, 0.178722, -1.40774,-0.422531, -0.07306
RF02925#URS0000D678AE_12908/1-52#subopt1,  3.55584,  1.65029, -1.21869, 0.519514,-0.878654,  0.17248,-0.487393
RF02925#URS0000D678AE_12908/1-52#subopt2,   3.50466,   1.72214,  -1.09503,  0.491961,  -0.97817,-0.0482922, -0.364468
RF02925#URS0000D678AE_12908/1-52#subopt3,  3.54265,  1.60836, -1.25342, 0.570061,-0.845442, 0.126666,-0.425949
RF02925#URS0000D6C076_12908/1-53#subopt0,  2.48971,  2.31393,-0.353461, 0.415224,-0.131753, 0.434977,-0.221719
RF02925#URS0000D6C076_12908/1-53#subopt1,  2.48734,  2.31397,-0.328876, 0.524847,-0.419216, 0.266578,-0.958191
RF02925#URS0000D6C076_12908/1-53#subopt2,  2.49501,  2.44631,-0.396373, 0.367856,-0.304376,  0.24129,-0.798376
RF02925#URS0000D6C076_12908/1-53#subopt3,  3.48923,    1.684,-0.960686,  0.94998,-0.482513, 0.295898, -1.12947
RF02925#URS0000D68336_12908/1-53#subopt0,  3.40371,  1.37457, -1.19564, 0.540613,-0.971621, 0.850208, 0.345761
RF02925#URS0000D68336_12908/1-53#subopt1,  3.50776,  1.59629, -1.66771, 0.474091, -1.09043,-0.142194, 0.309254
RF02925#URS0000D68336_12908/1-53#subopt2,  2.48971,  2.31393,-0.353461, 0.415224,-0.131753, 0.434977,-0.221719
RF02925#URS0000D68336_12908/1-53#subopt3,  2.48734,  2.31397,-0.328876, 0.524847,-0.419216, 0.266578,-0.958191
RF01701#ALVZ01000161.1/23593-23517#subopt0,   3.81128,    1.7659,-0.0816119,  -1.85622,  0.636313, -0.119273,  0.218988
RF01701#ALVZ01000161.1/23593-23517#subopt1,  3.20267,  1.91663,-0.148151, -1.07426, 0.477982,-0.336619, 0.163077
RF01701#ALVZ01000161.1/23593-23517#subopt2,  3.13169,  1.97359,-0.402265, -1.41273,0.0132719,-0.730843,0.0619186
RF01701#ALVZ01000161.1/23593-23517#subopt3,  3.18586,  1.99266,-0.315086,  -1.3063, 0.161697,-0.729836,  0.43927
RF01701#BBWW01000001.1/2678460-2678388#subopt0,    4.2056,   1.06986,  -1.99516,   1.08063,  0.234375,-0.0424634,  0.615835
RF01701#BBWW01000001.1/2678460-2678388#subopt1,  4.15363,  1.19209, -1.95633,  1.00567,0.0779139,-0.549107, 0.807961
RF01701#BBWW01000001.1/2678460-2678388#subopt2,  4.13037,  1.36499,-0.793119,-0.574977, 0.476014,-0.585096, 0.572003
RF01701#BBWW01000001.1/2678460-2678388#subopt3,  4.15461,  1.27499,-0.866461,-0.402398,  0.31316,-0.370349,-0.449748
RF01701#LATL02000310.1/27365-27432#subopt0,   4.03783,   1.27808,  -1.11906,  -1.35229,-0.0697061, -0.490716,  0.296911
RF01701#LATL02000310.1/27365-27432#subopt1,    4.0294,   1.32397,    -1.161,  -1.32099,-0.0246257, -0.548797,  0.313539
RF01701#LATL02000310.1/27365-27432#subopt2,  4.09082,  1.25209, -1.20268, -1.20708,0.0477157,-0.411741, 0.133085
RF01701#LATL02000310.1/27365-27432#subopt3,  4.80116, 0.807593, -1.76488,-0.797909,0.0393937, 0.379873, 0.792736
RF03074#URS0000D6B40F_12908/1-93#subopt0,  5.42741,  0.69957,-0.554987, 0.526844, 0.202468,  1.25435, -1.73246
RF03074#URS0000D6B40F_12908/1-93#subopt1,   6.08356,  0.143725,  -1.25994,  0.623706,-0.0856824,   1.44189,  -1.41836
RF03074#URS0000D6B40F_12908/1-93#subopt2,  6.10866,0.0272926, -1.42541,  0.21728, -0.49164,  1.65736,-0.763858
RF03074#URS0000D6B40F_12908/1-93#subopt3,   4.91032,   1.38267,-0.0513818,-0.0940588, -0.133045,  0.519088,  -1.30996
RF03074#AQQW01000002.1/8611-8703#subopt0,  5.42741,  0.69957,-0.554987, 0.526844, 0.202468,  1.25435, -1.73246
RF03074#AQQW01000002.1/8611-8703#subopt1,   6.08356,  0.143725,  -1.25994,  0.623706,-0.0856824,   1.44189,  -1.41836
RF03074#AQQW01000002.1/8611-8703#subopt2,  6.10866,0.0272926, -1.42541,  0.21728, -0.49164,  1.65736,-0.763858
RF03074#AQQW01000002.1/8611-8703#subopt3,   4.91032,   1.38267,-0.0513818,-0.0940588, -0.133045,  0.519088,  -1.30996
RF03074#URS0000D6C566_391595/1-93#subopt0,   6.04731,   0.15194,    -1.445,-0.0847697, -0.876187,   1.26597, -0.374571
RF03074#URS0000D6C566_391595/1-93#subopt1,  5.51686,  1.03266,-0.343392, 0.518152, 0.426778,  1.54331, -1.02294
RF03074#URS0000D6C566_391595/1-93#subopt2,  5.43659,  1.41823, 0.276269,-0.736103, 0.751245,  1.53413, -1.22198
RF03074#URS0000D6C566_391595/1-93#subopt3,  6.06271, 0.697559,-0.364976,-0.566925,  0.60472,  2.05344,-0.995188
RF00169#FRCM01000001.1/631866-631768#subopt0,  6.05878, -1.64276,-0.818608, -1.82864,   1.1019, -1.81326, -0.64796
RF00169#FRCM01000001.1/631866-631768#subopt1,  6.50121, -2.16425, -1.77167, -2.34693,  1.13682,-0.532049, 0.485171
RF00169#FRCM01000001.1/631866-631768#subopt2, 5.87032,-1.51343,-1.18477,-2.29138,0.929633,-1.67423,0.422682
RF00169#FRCM01000001.1/631866-631768#subopt3, 6.29515,-1.99878,   -1.58, -2.0775, 0.92307,-1.81491,0.189599
RF00169#KI530762.1/1263899-1263995#subopt0,  6.16438, -2.23723, -1.91264,-0.920773, 0.355035, -1.97062,    -1.11
RF00169#KI530762.1/1263899-1263995#subopt1,  6.56274, -1.76783,-0.857275,-0.955371,0.0645635, -2.01494,  -1.1799
RF00169#KI530762.1/1263899-1263995#subopt2,  6.08852, -2.14833, -1.72207,-0.868771, 0.546691, -1.95426, -1.40041
RF00169#KI530762.1/1263899-1263995#subopt3,  6.37561, -2.42848, -1.96463,-0.768636, 0.571664, -2.07275, -1.52311
RF00169#MGSR01000112.1/3254-3156#subopt0,  5.85416, -1.56198,-0.605987, -1.84195,  1.02335, -1.72813,0.0540147
RF00169#MGSR01000112.1/3254-3156#subopt1,  5.88721, -1.77834,-0.755482, -1.68725,  1.05997, -1.63935,-0.116703
RF00169#MGSR01000112.1/3254-3156#subopt2,  6.06161, -2.18721, -1.07286, -1.03377,  1.55841, -1.88879,-0.789896
RF00169#MGSR01000112.1/3254-3156#subopt3,  5.95171, -1.88302,-0.679993, -1.56621,  1.42148, -1.78685,-0.516391
RF03141#CP002453.1/701743-701712#subopt0,   2.68695,  0.317505, -0.199539,   1.63502,   1.97162,-0.0574978,-0.0264698
RF03141#CP002453.1/701743-701712#subopt1,  2.63232, 0.486467,-0.411145,  1.17803,  1.74635, 0.194327, 0.567163
RF03141#CP002453.1/701743-701712#subopt2,  3.34171,  0.14725,-0.698736, -0.60944,  1.18712,-0.578705,  0.89433
RF03141#CP002453.1/701743-701712#subopt3, 2.94754,0.865218,0.608195,-1.11714, 2.05585,0.492112,0.726066
RF03141#CP002534.1/2435971-2436002#subopt0,   2.68695,  0.317505, -0.199539,   1.63502,   1.97162,-0.0574978,-0.0264698
RF03141#CP002534.1/2435971-2436002#subopt1,  2.63232, 0.486467,-0.411145,  1.17803,  1.74635, 0.194327, 0.567163
RF03141#CP002534.1/2435971-2436002#subopt2,  3.34171,  0.14725,-0.698736, -0.60944,  1.18712,-0.578705,  0.89433
RF03141#CP002534.1/2435971-2436002#subopt3, 2.94754,0.865218,0.608195,-1.11714, 2.05585,0.492112,0.726066
RF03141#CP002999.1/713998-713967#subopt0,   2.68695,  0.317505, -0.199539,   1.63502,   1.97162,-0.0574978,-0.0264698
RF03141#CP002999.1/713998-713967#subopt1,  2.63232, 0.486467,-0.411145,  1.17803,  1.74635, 0.194327, 0.567163
RF03141#CP002999.1/713998-713967#subopt2,  3.34171,  0.14725,-0.698736, -0.60944,  1.18712,-0.578705,  0.89433
RF03141#CP002999.1/713998-713967#subopt3, 2.94754,0.865218,0.608195,-1.11714, 2.05585,0.492112,0.726066
RF03065#URS0000D6A397_12908/1-216#subopt0,   6.38437,   1.06819,  0.866086,-0.0672009,  0.193304,  0.456593,  -2.42362
RF03065#URS0000D6A397_12908/1-216#subopt1,  6.39426,  1.01438, 0.943916,0.0231293,0.0655253, 0.489848, -2.52766
RF03065#URS0000D6A397_12908/1-216#subopt2, 6.92774, 0.57779, 0.70345,0.545829,0.263803,0.606937, -2.3842
RF03065#URS0000D6A397_12908/1-216#subopt3,   6.8947, 0.612725, 0.554849, 0.196195,0.0246273,  0.82973, -2.43771
RF03065#URS0000D68D65_12908/1-207#subopt0,  7.38194, 0.356622,  1.00189,-0.497216,  0.57208,  0.96252, -2.30811
RF03065#URS0000D68D65_12908/1-207#subopt1,   7.4849, 0.323717,  1.13989,-0.443983, 0.316698,  1.08463, -2.46338
RF03065#URS0000D68D65_12908/1-207#subopt2,  7.36499, 0.244296,    1.081,-0.347371, 0.432064,  0.76883, -2.84488
RF03065#URS0000D68D65_12908/1-207#subopt3,  7.45674, 0.201494,  1.21799,-0.281421, 0.186204, 0.885975, -3.00476
RF03065#URS0000D66550_12908/1-216#subopt0,  9.27974,  -2.7168, 0.705643, 0.374802,-0.565413, -1.37108,-0.270296
RF03065#URS0000D66550_12908/1-216#subopt1,  8.98854, -2.53408, 0.521519, 0.891807,-0.598144, -1.37289, -0.29349
RF03065#URS0000D66550_12908/1-216#subopt2,  8.97758, -3.12259,-0.118307,-0.228608, 0.142649, -1.41668,-0.634821
RF03065#URS0000D66550_12908/1-216#subopt3,   8.45525,  -2.83615,-0.0699019, 0.0109131,  0.331788,  -1.42351, -0.391244
RF02975#URS0000D67C49_12908/1-48#subopt0,  4.16972,  2.39977, 0.730145,-0.285332, 0.714495, 0.252483, 0.709453
RF02975#URS0000D67C49_12908/1-48#subopt1,   4.15237,   2.11855,   1.00492,-0.0214943,   0.57996,  0.198387,   0.27089
RF02975#URS0000D67C49_12908/1-48#subopt2,  3.49833,  2.37531, 0.302349,-0.484619,  1.18713, 0.603109, 0.502149
RF02975#URS0000D67C49_12908/1-48#subopt3,    4.44859,    1.68065,  0.0755637,    1.53916,-0.00733896,   0.161317,   -1.06226
RF02975#URS0000D6C04C_12908/1-48#subopt0,  4.16972,  2.39977, 0.730145,-0.285332, 0.714495, 0.252483, 0.709453
RF02975#URS0000D6C04C_12908/1-48#subopt1,   4.15237,   2.11855,   1.00492,-0.0214943,   0.57996,  0.198387,   0.27089
RF02975#URS0000D6C04C_12908/1-48#subopt2,  3.49833,  2.37531, 0.302349,-0.484619,  1.18713, 0.603109, 0.502149
RF02975#URS0000D6C04C_12908/1-48#subopt3,    4.44859,    1.68065,  0.0755637,    1.53916,-0.00733896,   0.161317,   -1.06226
RF02975#URS0000D6C04C_1235800/1-48#subopt0,  4.16972,  2.39977, 0.730145,-0.285332, 0.714495, 0.252483, 0.709453
RF02975#URS0000D6C04C_1235800/1-48#subopt1,   4.15237,   2.11855,   1.00492,-0.0214943,   0.57996,  0.198387,   0.27089
RF02975#URS0000D6C04C_1235800/1-48#subopt2,  3.49833,  2.37531, 0.302349,-0.484619,  1.18713, 0.603109, 0.502149
RF02975#URS0000D6C04C_1235800/1-48#subopt3,    4.44859,    1.68065,  0.0755637,    1.53916,-0.00733896,   0.161317,   -1.06226
RF02999#URS0000D67576_1163398/1-93#subopt0, 4.87454,0.167003,0.553792, 2.85062, 1.02396,-0.16452,0.367391
RF02999#URS0000D67576_1163398/1-93#subopt1,  5.38666,-0.460299, 0.240389,  2.96424, 0.775157,  0.39466, 0.409596
RF02999#URS0000D67576_1163398/1-93#subopt2,  5.14797,-0.428765, 0.526755,  1.29875,  1.61844,-0.169634,-0.353982
RF02999#URS0000D67576_1163398/1-93#subopt3,   4.45231, 0.0192753,  0.420256,   2.69568,   1.02821, -0.360187,-0.0787502
RF02999#URS0000D69975_1388763/1-93#subopt0,  4.48436, 0.232707, 0.328095,  2.43478, 0.768099,-0.345475, 0.281517
RF02999#URS0000D69975_1388763/1-93#subopt1,  4.47177, 0.222252,  1.39841,  1.02008,  1.68912,-0.705621,-0.384973
RF02999#URS0000D69975_1388763/1-93#subopt2,   3.67946,  0.661987,   1.09538,   2.28762,   1.16246, -0.828785,-0.0547263
RF02999#URS0000D69975_1388763/1-93#subopt3,   5.14256, -0.492697,  0.472322,   1.19277,   1.46147,  0.231527,-0.0471486
RF02999#URS0000D6C9F9_384676/1-93#subopt0,  4.48436, 0.232707, 0.328095,  2.43478, 0.768099,-0.345475, 0.281517
RF02999#URS0000D6C9F9_384676/1-93#subopt1,  4.47177, 0.222252,  1.39841,  1.02008,  1.68912,-0.705621,-0.384973
RF02999#URS0000D6C9F9_384676/1-93#subopt2,   3.67946,  0.661987,   1.09538,   2.28762,   1.16246, -0.828785,-0.0547263
RF02999#URS0000D6C9F9_384676/1-93#subopt3,   5.14256, -0.492697,  0.472322,   1.19277,   1.46147,  0.231527,-0.0471486
