 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18
RF01725#BAMW01000022.1/16179-16288#subopt2,   6.23213,   1.35797,   1.13609,  0.738376, -0.568067, -0.446452,  0.700846,0.00324135,  -1.67162,-0.0610161,   1.13649,  0.144905,  0.640247,   1.51011, -0.445825, -0.213496,-0.0854198, 0.0532821
RF01725#BAMW01000022.1/16179-16288#subopt3,  6.24551,  1.30539,  1.09155,  0.78322, -0.55003,-0.438348, 0.753182,-0.174064, -1.50046,-0.173627,  1.20769, 0.377289, 0.753321,  1.59564,-0.398494,0.0366343,-0.019689,0.0752334
RF01725#BAMW01000022.1/16179-16288#subopt4,   6.20176,   1.44525,   1.27881,  0.485796,  -0.94404,  0.553803,  0.866377, -0.175206, -0.875013,   1.12112,   1.55842,  0.675447,  0.312921,   1.00773, -0.324792,-0.0902345,  0.160514, -0.443367
RF01725#FQYI01000008.1/42229-42131#subopt0,   6.76424,  -0.90577,  0.775303,   1.43401,  0.519147,  0.349351,0.00332414,  0.212166,  -1.08996,  -0.23815, -0.287066, -0.458152,  0.115526,  0.109779,   1.30628,  0.125525, -0.335077,  0.473369
RF01725#FQYI01000008.1/42229-42131#subopt1,  6.42641,-0.737717, 0.802757, 0.408206, 0.452491, 0.855123, 0.106316,-0.193661,-0.994756,-0.296638,-0.297361,-0.549727, 0.633161, 0.141873,  1.03164, 0.291377,-0.281779,  0.59067
RF01725#FQYI01000008.1/42229-42131#subopt2,   7.08126, -0.978172,  0.818074,     2.097,  0.372106,-0.0379437,    1.1668,   1.12941, -0.471528, -0.577398, -0.177728,  -1.04843, -0.182816,  0.325567,   1.66563,  0.115683, -0.148915,  0.304936
RF01725#FQYI01000008.1/42229-42131#subopt3,   6.86626,  -0.85976,  0.915083,   1.26651,  0.289556,  0.325182,   1.30045,  0.825767,  -0.29926, -0.685688,  -0.16916,  -1.12841,  0.143588,  0.371344,   1.46853,  0.249348,-0.0992074,  0.416021
RF01725#FQYI01000008.1/42229-42131#subopt4,   6.7673,-0.950425, 0.775262,  1.37662, 0.430163, 0.435853,0.0116957, 0.325593, -1.05294,-0.193506,-0.236537,-0.450863,0.0666173,0.0686179,  1.27315,0.0829714,-0.373385, 0.587142
RF00174#MWFK01000002.1/722662-722517#subopt0,   6.87749, 0.0187351,    1.8154,  -1.21673,   1.52125, -0.224619,   1.33608, -0.123104,  0.692766, -0.125829,  0.948023, -0.873101,  0.026366,-0.0571981,    1.2008,  0.457743, 0.0953036, -0.259586
RF00174#MWFK01000002.1/722662-722517#subopt1,   6.90189,-0.0960147,   2.02626,  -1.26884,   1.48923,  0.186026,  0.841517, -0.197473,  0.709894, -0.471621,  0.726081, -0.421987, -0.139807, -0.771044,   1.67402,  0.387829, 0.0708945, -0.109678
RF00174#MWFK01000002.1/722662-722517#subopt2,   6.90267,  0.169584,   1.64779, -0.960221,   1.34507, -0.420691,   1.46426, -0.670223,   1.12465,  0.236599,  0.614828,  -0.86672, -0.113611, -0.190935,  0.953773, 0.0879233,-0.0654817,  -0.13068
RF00174#MWFK01000002.1/722662-722517#subopt3,   6.88572, -0.028266,    1.8906,  -1.32007,   1.41378,-0.0516398,   1.09998,  0.128381,   0.80085, 0.0204214,  0.888178, -0.634538,-0.0398674, -0.254253,   1.29426,  0.507438,  0.182806, -0.236106
RF00174#MWFK01000002.1/722662-722517#subopt4,  7.45953,-0.738235,  1.38867, -1.19489,  1.64111, 0.230113,  1.07131,-0.632896,  0.32077,-0.322524, 0.441161,0.0958631, 0.288516,-0.475729,  1.06338, 0.489481, 0.295584, 0.185594
RF00174#CP000613.2/2937153-2937359#subopt0,   8.53514,  -3.35781,  -1.47833, 0.0806329, 0.0293561,   1.33125,  -1.69819,   1.94592, -0.195956,  0.441122, -0.508533, 0.0260761,  -1.03876, -0.521926,-0.0275562,    0.2336,   1.35133,  0.926097
RF00174#CP000613.2/2937153-2937359#subopt1,   8.53182,  -3.36302,  -1.48515, 0.0888254, 0.0421727,   1.33606,  -1.67373,   1.93847, -0.190537,  0.406895, -0.482068, 0.0419268,  -1.07779, -0.520722,-0.0906709,  0.201028,   1.37155,  0.907179
RF00174#CP000613.2/2937153-2937359#subopt2,   8.62529,   -3.4078,  -1.48511,  0.174831,  0.557956,   1.04469,  -1.65568,   1.47514, -0.319437,  0.470145, -0.731008, -0.201068, -0.761596, -0.219037,  0.369255,-0.0087584,   1.50329,  0.985809
RF00174#CP000613.2/2937153-2937359#subopt3,   8.45705,  -3.38931,  -1.53187,  0.032638,-0.0468337,   1.52827,  -1.69753,    1.9011, -0.115222,  0.325018, -0.394087, -0.067856,  -1.51088, -0.406046,-0.0099637, 0.0169894,   1.67663,  0.402079
RF00174#CP000613.2/2937153-2937359#subopt4,  8.54722, -3.43929, -1.53865, 0.126836, 0.481768,  1.24171, -1.65501,  1.43033,-0.238697, 0.354039,-0.616562,   -0.295, -1.23373,-0.103159, 0.386847,-0.225368,  1.82859,  0.46179
RF00174#LZZM01000194.1/2900-2761#subopt0,  5.80588,  1.20783,  2.89832, 0.172248, 0.400232, 0.679977, 0.620366, 0.298352, 0.973277,0.0411521, 0.876525,  -1.1807, 0.677215,  1.70433,0.0255745, 0.056403,-0.440797,-0.661799
RF00174#LZZM01000194.1/2900-2761#subopt1,  5.89643,  1.12675,  3.15786,0.0258332, 0.206558,  1.01998, 0.199569,  0.40126,  1.03339,-0.210472, 0.739641,-0.831587, 0.672616,  1.28098,  0.40806,0.0675465,-0.489025, -0.52374
RF00174#LZZM01000194.1/2900-2761#subopt2,   5.88787,   1.05985,   3.30143,-0.0302756, 0.0882271,    1.3696, -0.181064,  0.453024,   1.08262, -0.401274,  0.543698, -0.400761,  0.504232,  0.755928,  0.726137, 0.0472411, -0.509977, -0.365146
RF00174#LZZM01000194.1/2900-2761#subopt3,   5.86337,   1.08664,   3.19032,-0.0774471, 0.0447675,   1.21161, 0.0280641,  0.670038,   1.17379, -0.075301,  0.663415,  -0.53629,   0.54845,   1.04824,  0.455589,  0.144735, -0.440334, -0.401339
RF00174#LZZM01000194.1/2900-2761#subopt4,    6.4711, -0.327897,   1.58314,  -0.17946,  0.555524,  0.686276, -0.948012,-0.0976001,  0.318659,  0.683815,  0.880896, -0.112169,  0.696577,   0.86355,  0.208229,-0.0369626, -0.533462, -0.358733
RF00174#AFGF01000269.1/62250-62434#subopt0,   8.88795,  -2.07973, -0.386795, -0.713114,   1.16745,  0.161885,   1.13076, -0.739296, -0.618737, -0.433877, -0.524681, -0.545229, -0.384611, -0.728258,-0.0572539,   1.42471,  0.714357,   1.20562
RF00174#AFGF01000269.1/62250-62434#subopt1,   8.45686,  -1.71349,-0.0265114, -0.689678,   1.32409,  0.189547,  0.916257, -0.809423, -0.779313, -0.538043, -0.637839, -0.632636, -0.672689, -0.802568, -0.151694,   1.58954,  0.878925,  0.518255
RF00174#AFGF01000269.1/62250-62434#subopt2,    8.0979,  -1.41829, -0.179167,  -1.34517,   1.26809,  0.374964,   1.13092,    -1.115, -0.969544, -0.472773,0.00494989, -0.238859, -0.874516, -0.698533,  0.124618,   1.37061,  0.670676,  0.811516
RF00174#AFGF01000269.1/62250-62434#subopt3,    8.15542,   -1.25348,   0.592601,  -0.381915,    1.35553,   0.447573,   0.883025,  -0.882313,   -1.17667,  -0.184664, -0.0319837,  -0.591028,   -1.11074,  -0.842852,-0.00372527,    1.51843,   0.656174,   0.610198
RF00174#AFGF01000269.1/62250-62434#subopt4,   8.16178,  -1.24876,  0.580606, -0.228528,   1.17295,   1.07674,  0.906457, -0.894329,  -1.53712,0.00785772, -0.255846, -0.320234, -0.695972, -0.879768, -0.206456,   1.75737,   0.39569,  0.591605
RF00174#JMFG01000002.1/127385-127582#subopt0,  8.79777,0.0147006,  1.20025,  1.29433,-0.812482, 0.586931, 0.428068, -0.84832,  -1.1889, 0.525944,  1.16472,-0.564717, 0.195793,-0.136445, 0.101025, 0.589953,-0.749658,-0.236868
RF00174#JMFG01000002.1/127385-127582#subopt1,  8.76976, 0.106545,  1.09307,  1.39573,-0.946702, 0.869666, 0.514187,-0.816073,   -1.126, 0.614892,  1.09749, -0.37705,0.0108019,-0.069584, 0.100797, 0.658217,-0.697662,-0.130619
RF00174#JMFG01000002.1/127385-127582#subopt2,  8.50277,0.0172263,  1.19939, 0.690801,-0.739774, 0.444285, 0.525646, -0.62677, -1.69048,0.0265839,   1.5456,-0.432645, 0.120049,-0.179029,-0.132491,  1.05535, -0.89156,-0.136079
RF00174#JMFG01000002.1/127385-127582#subopt3,  8.79602, -0.19941,  1.17732, 0.957975,-0.922243, 0.391377,  0.84931,-0.208044, -1.76451,-0.473686,  1.33293,-0.423348, 0.371281,-0.185149,-0.270849,  1.31928,-0.777578,-0.444907
RF00174#JMFG01000002.1/127385-127582#subopt4,   8.82695,-0.0569446,   1.16591,    1.0938,  -1.05461,  0.427145,  0.847509, -0.727528,  -1.13826,  0.167496,   1.28175, -0.365611,  0.318771, -0.154332,0.00878429,  0.958047, -0.772387, -0.586137
RF03132#URS0001A23582_132474/1-56#subopt0,   4.00275,   2.15298,  0.240973,   1.96528, -0.524076,  0.237445,  0.451299,   0.57447,   0.88804, -0.069617,  0.185316,  0.867585,  0.838628, -0.239229, -0.788375,-0.0181409, -0.887886,  0.845631
RF03132#URS0001A23582_132474/1-56#subopt1,  3.37437,  2.16143,  0.33906,  1.27962, -0.39073, 0.263082, 0.128013, 0.456065, 0.378106,-0.546204,  1.10781, 0.813508,-0.107415,-0.648292,-0.488948,-0.222528,-0.944193, 0.804845
RF03132#URS0001A23582_132474/1-56#subopt2,    3.89255,    2.03475,   0.420823,    1.69699,  -0.550294, -0.0517966,   0.378787,   0.901102,   0.681711,  -0.600746,    1.42425,   0.700121,  -0.122836,  -0.291552,  -0.633077,-0.00542549,  -0.689347,   0.888365
RF03132#URS0001A23582_132474/1-56#subopt3,    3.89814,    1.92681,    0.52502,     1.8676,  -0.397797,-0.00782298,   0.239343,   0.738397,   0.610647,   -0.78814,    1.58462,    1.04064,   -0.37112,  -0.695735,  -0.232611,   0.220822,  -0.681955,     1.0263
RF03132#URS0001A2399E_1440053/1-56#subopt0,   4.00275,   2.15298,  0.240973,   1.96528, -0.524076,  0.237445,  0.451299,   0.57447,   0.88804, -0.069617,  0.185316,  0.867585,  0.838628, -0.239229, -0.788375,-0.0181409, -0.887886,  0.845631
RF03132#URS0001A2399E_1440053/1-56#subopt1,  3.37437,  2.16143,  0.33906,  1.27962, -0.39073, 0.263082, 0.128013, 0.456065, 0.378106,-0.546204,  1.10781, 0.813508,-0.107415,-0.648292,-0.488948,-0.222528,-0.944193, 0.804845
RF03132#URS0001A2399E_1440053/1-56#subopt2,    3.89255,    2.03475,   0.420823,    1.69699,  -0.550294, -0.0517966,   0.378787,   0.901102,   0.681711,  -0.600746,    1.42425,   0.700121,  -0.122836,  -0.291552,  -0.633077,-0.00542549,  -0.689347,   0.888365
RF03132#URS0001A2399E_1440053/1-56#subopt3,    3.89814,    1.92681,    0.52502,     1.8676,  -0.397797,-0.00782298,   0.239343,   0.738397,   0.610647,   -0.78814,    1.58462,    1.04064,   -0.37112,  -0.695735,  -0.232611,   0.220822,  -0.681955,     1.0263
RF03132#URS0001A232D3_1157633/1-56#subopt0,   4.00275,   2.15298,  0.240973,   1.96528, -0.524076,  0.237445,  0.451299,   0.57447,   0.88804, -0.069617,  0.185316,  0.867585,  0.838628, -0.239229, -0.788375,-0.0181409, -0.887886,  0.845631
RF03132#URS0001A232D3_1157633/1-56#subopt1,  3.37437,  2.16143,  0.33906,  1.27962, -0.39073, 0.263082, 0.128013, 0.456065, 0.378106,-0.546204,  1.10781, 0.813508,-0.107415,-0.648292,-0.488948,-0.222528,-0.944193, 0.804845
RF03132#URS0001A232D3_1157633/1-56#subopt2,    3.89255,    2.03475,   0.420823,    1.69699,  -0.550294, -0.0517966,   0.378787,   0.901102,   0.681711,  -0.600746,    1.42425,   0.700121,  -0.122836,  -0.291552,  -0.633077,-0.00542549,  -0.689347,   0.888365
RF03132#URS0001A232D3_1157633/1-56#subopt3,    3.89814,    1.92681,    0.52502,     1.8676,  -0.397797,-0.00782298,   0.239343,   0.738397,   0.610647,   -0.78814,    1.58462,    1.04064,   -0.37112,  -0.695735,  -0.232611,   0.220822,  -0.681955,     1.0263
RF03132#ASHX02000001.1/2482147-2482092#subopt0,   4.00275,   2.15298,  0.240973,   1.96528, -0.524076,  0.237445,  0.451299,   0.57447,   0.88804, -0.069617,  0.185316,  0.867585,  0.838628, -0.239229, -0.788375,-0.0181409, -0.887886,  0.845631
RF03132#ASHX02000001.1/2482147-2482092#subopt1,  3.37437,  2.16143,  0.33906,  1.27962, -0.39073, 0.263082, 0.128013, 0.456065, 0.378106,-0.546204,  1.10781, 0.813508,-0.107415,-0.648292,-0.488948,-0.222528,-0.944193, 0.804845
RF03132#ASHX02000001.1/2482147-2482092#subopt2,    3.89255,    2.03475,   0.420823,    1.69699,  -0.550294, -0.0517966,   0.378787,   0.901102,   0.681711,  -0.600746,    1.42425,   0.700121,  -0.122836,  -0.291552,  -0.633077,-0.00542549,  -0.689347,   0.888365
RF03132#ASHX02000001.1/2482147-2482092#subopt3,    3.89814,    1.92681,    0.52502,     1.8676,  -0.397797,-0.00782298,   0.239343,   0.738397,   0.610647,   -0.78814,    1.58462,    1.04064,   -0.37112,  -0.695735,  -0.232611,   0.220822,  -0.681955,     1.0263
RF03132#URS0001A2322E_1306406/1-56#subopt0,   4.00275,   2.15298,  0.240973,   1.96528, -0.524076,  0.237445,  0.451299,   0.57447,   0.88804, -0.069617,  0.185316,  0.867585,  0.838628, -0.239229, -0.788375,-0.0181409, -0.887886,  0.845631
RF03132#URS0001A2322E_1306406/1-56#subopt1,  3.37437,  2.16143,  0.33906,  1.27962, -0.39073, 0.263082, 0.128013, 0.456065, 0.378106,-0.546204,  1.10781, 0.813508,-0.107415,-0.648292,-0.488948,-0.222528,-0.944193, 0.804845
RF03132#URS0001A2322E_1306406/1-56#subopt2,    3.89255,    2.03475,   0.420823,    1.69699,  -0.550294, -0.0517966,   0.378787,   0.901102,   0.681711,  -0.600746,    1.42425,   0.700121,  -0.122836,  -0.291552,  -0.633077,-0.00542549,  -0.689347,   0.888365
RF03132#URS0001A2322E_1306406/1-56#subopt3,    3.89814,    1.92681,    0.52502,     1.8676,  -0.397797,-0.00782298,   0.239343,   0.738397,   0.610647,   -0.78814,    1.58462,    1.04064,   -0.37112,  -0.695735,  -0.232611,   0.220822,  -0.681955,     1.0263
RF02001#GG657590.1/215507-215313#subopt0,   7.91599, 0.0863348, -0.946446,  0.249836,-0.0433506,  0.152057, -0.441035,  -1.38529,-0.0419783,  0.143539,   -1.1002, -0.644725,   1.27914,   -1.2475,  0.481214, -0.176794, -0.828713,  -1.25096
RF02001#GG657590.1/215507-215313#subopt1,    7.81511,   0.200291,   -1.14222,   0.518788,  -0.132114,-0.00540941,  -0.127653,   -1.89795,   0.036713,    0.16238,   -1.22702,  -0.750037,    1.15404,    -1.1959,   0.140829,  -0.408111,   -0.97883,   -1.12844
RF02001#GG657590.1/215507-215313#subopt2,     7.733, -0.204461, -0.815395, 0.0448726,-0.0159978,   0.20385, -0.432601,  -1.30972,  0.031464, 0.0946911, -0.631632, -0.754299,  0.576578,  -1.02581,  0.604106, -0.419426,  -0.38077,  -1.52142
RF02001#GG657590.1/215507-215313#subopt3,   8.07835,  0.125685,-0.0290991,  -1.37124, -0.304018,   0.39695, -0.157501,  -1.09967, -0.355521,   0.11139,  -1.45114, -0.198623,  0.773136,  -1.03411,  0.568292, -0.268636, -0.851838,  -1.38185
RF02001#GG657590.1/215507-215313#subopt4,  7.21315,  0.25161,0.0296778,-0.227767,0.0393044, 0.569717, -0.63791, -1.15334,  0.67262, 0.741488, 0.290693,-0.533336, 0.390778,-0.577679, 0.898745,-0.379341, 0.141683, -1.47984
RF02001#MJHW01000023.1/2004-1835#subopt0,     6.658,  0.470775, -0.140288,  -1.54166,   0.33811, 0.0361839, -0.507476, -0.134199, 0.0849303,  0.744829,   1.65114, -0.866111,   1.23477,-0.0631339,  0.209671,  0.786175,   1.47465, -0.382987
RF02001#MJHW01000023.1/2004-1835#subopt1,   6.66572,  0.497481, -0.202146,  -1.45007,  0.462892, -0.154943, -0.323154, -0.354675,-0.0194046,  0.577255,   1.71427,  -1.09701,   1.31632,  0.123762,  0.122216,  0.739371,   1.40872, -0.441387
RF02001#MJHW01000023.1/2004-1835#subopt2,   6.73997,  0.401468,  0.088108,  -1.51943,  0.309208,  0.352704, -0.894398, -0.490955,-0.0248297, 0.0596378,   1.42738, -0.668474,   1.13766, -0.672486,  0.678645,  0.626826,   1.28673, -0.148938
RF02001#MJHW01000023.1/2004-1835#subopt3,    6.72799,   0.588749,  -0.222531,   -1.34062,   0.183941,  -0.143032,  -0.360423,  -0.565689,   0.557131,    1.01529,    1.32777,  -0.860212,    1.16268,  -0.113261,-0.00823552,   0.489516,    1.43372,  -0.493707
RF02001#MJHW01000023.1/2004-1835#subopt4,  6.81056, 0.619156,-0.153933, -1.12454,0.0433272,0.0921761,-0.595111, -1.37684, 0.785332, 0.561838, 0.873469,-0.828678, 0.998654,-0.778698, 0.223585, 0.126098,  1.14336,  -0.2713
RF02001#ALJM01000048.1/525-355#subopt0,   6.86924, -0.170343,  -1.30922,   1.13649,  0.167311,   0.82405,  -2.29441,  0.536357,   1.08229, -0.216927, -0.160759,-0.0519317,   1.38008,  -1.06931, -0.821895, -0.188288,  0.431186, -0.778177
RF02001#ALJM01000048.1/525-355#subopt1,   6.43737, 0.0753073,  -1.50935,  0.592338,  0.038439,  0.632331,  -2.15622,-0.0662823,   1.38596, 0.0120669,-0.0544561, -0.215078,   1.05445,  -1.14423, -0.884717, -0.753944,  0.399218, -0.928624
RF02001#ALJM01000048.1/525-355#subopt2,   7.05538, -0.361295,  -1.93011,   1.02775,  0.447135,  0.581729,   -1.8311,   1.25206,   1.30718,  0.526541, -0.353512, -0.189352,   1.79991, -0.482024, -0.577554,-0.0773966,  0.723285,  -1.33893
RF02001#ALJM01000048.1/525-355#subopt3,    7.11999,  -0.359666,    -1.8405,    1.19734,   0.349101,   0.852647,   -2.09378,   0.539621,    1.43232,-0.00591022,  -0.735864,  -0.154017,    1.63989,   -1.13577,  -0.293824,  -0.365537,   0.460286,   -1.10346
RF02001#ALJM01000048.1/525-355#subopt4,   7.37371, -0.435093,  -1.37955,   1.78182,  0.640869,  0.760379,  -1.86289,  0.542438,   1.65361,-0.0936862, -0.986836, 0.0213024,   1.62677,  -1.40675, -0.613801,  -0.25956,   0.75174,  -1.12907
RF02001#ALNL01000029.1/20052-19882#subopt0,   7.54118, -0.444386,  -1.52341, -0.784563, -0.252979,  0.651865,  -1.55896,  -2.09585,-0.0299343,  -0.13576, -0.756671,  -0.56757,   2.08797,  0.174825, -0.795723,  -1.38468, 0.0258416,  0.021065
RF02001#ALNL01000029.1/20052-19882#subopt1,  7.89096,-0.859791, -1.82218,-0.928491,-0.457652, 0.158897, -1.46568,   -1.818, 0.288433,-0.356888,-0.620171,-0.582167,  1.59385, 0.131282,-0.424017, -1.64702, 0.432335, 0.332275
RF02001#ALNL01000029.1/20052-19882#subopt2,   8.34246,  -1.05889,  -1.27222,  0.312074, 0.0301134,-0.0051424,  -1.20345,  -1.58771,  0.560833, -0.382002, -0.608853, -0.631955,   1.10104,-0.0371317, -0.341939,   -1.5654,  0.758036,  0.383336
RF02001#ALNL01000029.1/20052-19882#subopt3,    8.23794,  -0.917103,   -1.47578,   0.106408, -0.0892154,   0.281822,   -1.70439,   -1.62389,   0.311868,  -0.374658,  -0.348958,  -0.918661,    1.25901,  0.0774324,   -0.28036,   -1.36234,   0.547798,-0.00799904
RF02001#ALNL01000029.1/20052-19882#subopt4,   8.54308, -0.993864, -0.982427,   1.05633,  0.382973,   0.13645,  -1.42508,  -1.51538,  0.544775, -0.389266, -0.387776,     -0.89,  0.850683,-0.0778925, -0.258308,  -1.32924,  0.807391, 0.0280628
RF02001#MGTA01000136.1/5109-4924#subopt0,   7.87298,   1.20648,   1.25415, -0.161354, -0.194747,   0.31804, -0.403951,  -2.07317,  0.675409,   1.11627, -0.178954,  -1.01441,   1.19847,-0.0130347,  0.598223, -0.148785,   0.13167,  0.546752
RF02001#MGTA01000136.1/5109-4924#subopt1,  7.77399,   1.0243,  1.42304, 0.699647, 0.259306,-0.306399, -1.14316, -2.13137,   1.0371,  1.17796, 0.238569, -1.21633, 0.437207,-0.486463,  1.30853,-0.407501, 0.204176, 0.521103
RF02001#MGTA01000136.1/5109-4924#subopt2,    7.9227,  0.934733,   1.34695,  0.910022, 0.0429224,  0.375087, -0.972934,  -2.08766,    0.5544,   1.25868, -0.249442, -0.891819,  0.979729,   -0.4365,  0.869072,-0.0776085,-0.0369201,  0.726959
RF02001#MGTA01000136.1/5109-4924#subopt3,  7.88907,  1.05574,  1.31676,  0.76944, 0.127117, 0.343859, -1.00185, -2.39286, 0.774417, 0.770123,-0.630338, -1.06276, 0.808598,-0.688573, 0.682286,-0.174235,0.0628611, 0.661992
RF02001#MGTA01000136.1/5109-4924#subopt4,  7.36453,  1.20542,  1.23747,-0.192657, 0.310681,0.0756331, -1.13483, -2.52262,  1.08813,  1.13156,  0.23687, -1.22783, 0.922689,-0.581377, 0.994152, -0.22903,  0.31848, 0.517804
RF03054#CP014517.1/865598-865664#subopt0,  4.46487, -1.10083, -1.31598, 0.598165, 0.505171, 0.567992,-0.471552, 0.650453, 0.202656,-0.336732, 0.258236, 0.287329, -1.14549,  1.31479, -1.43721,-0.376227, 0.754067, 0.785386
RF03054#CP014517.1/865598-865664#subopt1,  4.46487, -1.10083, -1.31598, 0.598165, 0.505171, 0.567992,-0.471552, 0.650453, 0.202656,-0.336732, 0.258236, 0.287329, -1.14549,  1.31479, -1.43721,-0.376227, 0.754067, 0.785386
RF03054#CP014517.1/865598-865664#subopt2,  4.36901, -1.02358, -1.29822, 0.524423, 0.685709,0.0457298,-0.705376, 0.949847, 0.249877,-0.640688,-0.255006,  0.12325,-0.936074,  1.13132, -1.63754,-0.271076, 0.778057, 0.620194
RF03054#CP014517.1/865598-865664#subopt3,   4.3542, -1.06377, -1.44068, 0.480091, 0.573393,-0.269882,-0.337842,  1.17573, 0.564798,-0.801092,-0.005133, 0.101599, -1.35315,  1.13493, -1.07556,-0.376382, 0.913394, 0.476387
RF03054#CP014517.1/865598-865664#subopt4,   3.84656, -0.637938, -0.990258,  0.622927,  0.610046, 0.0620962,-0.0854689,   1.09513,  0.441652, -0.548516,  0.213333,-0.0706023, -0.880651,  0.640796,  -1.40527, -0.348707,  0.449681,  0.313319
RF03054#URS0000D6A626_1235457/1-85#subopt0,  3.57631,-0.364305,-0.595435, 0.515548,  0.89873,  1.12745, -1.07788,-0.680313, 0.314743,-0.328465, 0.193067, 0.557667, -1.22273, 0.787826,-0.797938,-0.666432, 0.387064, 0.675837
RF03054#URS0000D6A626_1235457/1-85#subopt1,  3.57631,-0.364305,-0.595435, 0.515548,  0.89873,  1.12745, -1.07788,-0.680313, 0.314743,-0.328465, 0.193067, 0.557667, -1.22273, 0.787826,-0.797938,-0.666432, 0.387064, 0.675837
RF03054#URS0000D6A626_1235457/1-85#subopt2,   3.5542,-0.353612, -0.64334, 0.457624,   1.0733,  0.65229, -1.30733,-0.307091, 0.275368,-0.723694, -0.54627, 0.440685,-0.880541, 0.635384, -1.13541,-0.468143, 0.411745,  0.61755
RF03054#URS0000D6A626_1235457/1-85#subopt3,  2.85564, 0.199023,-0.126244, 0.584069,  1.04183,  0.61704,-0.775228,-0.245424, 0.463207,-0.548216, 0.035146, 0.208664, -1.10607, 0.182252,-0.812975,-0.487342, 0.176111, 0.236511
RF03054#URS0000D6A626_1235457/1-85#subopt4,  3.55791,-0.337969,-0.616541, 0.547105, 0.870887,  1.19373,-0.861773, -0.58994,  0.41987,-0.298561, 0.361978, 0.575721,-0.984064, 0.572594,-0.827713,-0.762698, 0.146705, 0.599582
RF03054#URS0000D6C6CC_543728/1-68#subopt0,  3.38818,  1.52395,  1.13842, -1.11293, 0.318033, 0.768716, 0.968742,-0.527416, 0.606175, -1.28865, -1.60896,  0.36088,-0.240264,0.0244445, -1.16752, 0.170256, 0.719059, 0.278447
RF03054#URS0000D6C6CC_543728/1-68#subopt1,  3.33127,  1.45594,  1.22828, -1.27865, 0.400666,  0.85238, 0.932451,-0.235316, 0.183047, -1.81283,  -1.2122, 0.345172,-0.433468,0.0605192, -1.23886, 0.495667, 0.718848, 0.394551
RF03054#URS0000D6C6CC_543728/1-68#subopt2,   3.48611,   1.38486,   1.66037,     -1.69,  0.125396,   1.38175, 0.0141578,  0.462903,  0.485143,  -1.58638, -0.872997,  0.154481, -0.237967, 0.0126484,-0.0647135,  0.443191,  0.667702,  0.282809
RF03054#URS0000D6C6CC_543728/1-68#subopt3,  3.34927,  1.52117,  1.05667, -1.02581, 0.530182, 0.646865, 0.790313,-0.694855, 0.745694, -1.12635, -1.99746, 0.604749,-0.283317, 0.339685,-0.844005, 0.154595, 0.927866, 0.433902
RF03054#URS0000D6C6CC_543728/1-68#subopt4,  3.33391,  1.43975,  1.19665, -1.22386, 0.539937, 0.703652, 0.741833,-0.383238, 0.282917, -1.73729, -1.48604, 0.561314,-0.569892, 0.355211, -1.07515, 0.516603, 0.883565, 0.509463
RF03054#URS0000D6C6CC_1150395/1-68#subopt0,  3.38818,  1.52395,  1.13842, -1.11293, 0.318033, 0.768716, 0.968742,-0.527416, 0.606175, -1.28865, -1.60896,  0.36088,-0.240264,0.0244445, -1.16752, 0.170256, 0.719059, 0.278447
RF03054#URS0000D6C6CC_1150395/1-68#subopt1,  3.33127,  1.45594,  1.22828, -1.27865, 0.400666,  0.85238, 0.932451,-0.235316, 0.183047, -1.81283,  -1.2122, 0.345172,-0.433468,0.0605192, -1.23886, 0.495667, 0.718848, 0.394551
RF03054#URS0000D6C6CC_1150395/1-68#subopt2,   3.48611,   1.38486,   1.66037,     -1.69,  0.125396,   1.38175, 0.0141578,  0.462903,  0.485143,  -1.58638, -0.872997,  0.154481, -0.237967, 0.0126484,-0.0647135,  0.443191,  0.667702,  0.282809
RF03054#URS0000D6C6CC_1150395/1-68#subopt3,  3.34927,  1.52117,  1.05667, -1.02581, 0.530182, 0.646865, 0.790313,-0.694855, 0.745694, -1.12635, -1.99746, 0.604749,-0.283317, 0.339685,-0.844005, 0.154595, 0.927866, 0.433902
RF03054#URS0000D6C6CC_1150395/1-68#subopt4,  3.33391,  1.43975,  1.19665, -1.22386, 0.539937, 0.703652, 0.741833,-0.383238, 0.282917, -1.73729, -1.48604, 0.561314,-0.569892, 0.355211, -1.07515, 0.516603, 0.883565, 0.509463
RF03054#URS0000D66936_595537/1-68#subopt0,  3.33127,  1.45594,  1.22828, -1.27865, 0.400666,  0.85238, 0.932451,-0.235316, 0.183047, -1.81283,  -1.2122, 0.345172,-0.433468,0.0605192, -1.23886, 0.495667, 0.718848, 0.394551
RF03054#URS0000D66936_595537/1-68#subopt1,  3.33391,  1.43975,  1.19665, -1.22386, 0.539937, 0.703652, 0.741833,-0.383238, 0.282917, -1.73729, -1.48604, 0.561314,-0.569892, 0.355211, -1.07515, 0.516603, 0.883565, 0.509463
RF03054#URS0000D66936_595537/1-68#subopt2,   4.28531,  0.556313,  0.288175,  -1.55206,  0.232255,-0.0803323,   1.04604, -0.217752, -0.107597,  -1.69659,  -1.40191,   0.63586,  -1.28503,-0.0648674, -0.738001,  0.466717,  0.645263,0.00865883
