 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13
RF02958#URS0000D6753D_12908/1-114#subopt1,   6.3183, 0.826295, 0.549143,-0.463349, -1.63045, 0.790233,-0.752392,-0.792183,0.0441308, 0.333019, -1.04344,-0.585449,  0.25205
RF02958#URS0000D6753D_12908/1-114#subopt2,  6.48447, 0.715954, 0.545264,-0.542794, -1.35181, 0.480617,-0.560491,-0.840479,0.0719964,-0.489094,-0.881581,-0.180666, 0.686972
RF02958#URS0000D6753D_12908/1-114#subopt3,   6.0721,  0.74178,-0.564814, -1.97299,  -1.1062,  0.75318, 0.176672, 0.696259, 0.411674, 0.756589,-0.209557,-0.118563, 0.861342
RF02958#URS0000D66605_1235798/1-114#subopt0,   6.2325,  1.12143, 0.314387,-0.255911,-0.411954,-0.728031,  0.68295, 0.797225,-0.447861, 0.750718, -0.32465,-0.796566, 0.821789
RF02958#URS0000D66605_1235798/1-114#subopt1,   6.2479,  1.27838, 0.301752,-0.113981, -0.74544,-0.434834, 0.758232, 0.947539,-0.668368, 0.666185, 0.107148,-0.978226, 0.641443
RF02958#URS0000D66605_1235798/1-114#subopt2,   6.10078,   1.13676,-0.0610462,  0.716784, -0.456198, -0.599275,  0.973416,  0.610639,  -1.04446,  0.870779, -0.131094, -0.639392,   0.42591
RF02958#URS0000D66605_1235798/1-114#subopt3,  7.11183, 0.176945, -1.49942, 0.456151, 0.607137,-0.972419, 0.775624,-0.105262,-0.775279, -0.78885, 0.467555, -1.13073,   1.3543
RF02958#KE159748.1/73297-73184#subopt0,   6.2325,  1.12143, 0.314387,-0.255911,-0.411954,-0.728031,  0.68295, 0.797225,-0.447861, 0.750718, -0.32465,-0.796566, 0.821789
RF02958#KE159748.1/73297-73184#subopt1,   6.2479,  1.27838, 0.301752,-0.113981, -0.74544,-0.434834, 0.758232, 0.947539,-0.668368, 0.666185, 0.107148,-0.978226, 0.641443
RF02958#KE159748.1/73297-73184#subopt2,   6.10078,   1.13676,-0.0610462,  0.716784, -0.456198, -0.599275,  0.973416,  0.610639,  -1.04446,  0.870779, -0.131094, -0.639392,   0.42591
RF02958#KE159748.1/73297-73184#subopt3,  7.11183, 0.176945, -1.49942, 0.456151, 0.607137,-0.972419, 0.775624,-0.105262,-0.775279, -0.78885, 0.467555, -1.13073,   1.3543
RF02958#URS0000D6C13D_12908/1-114#subopt0,  6.07284,  1.36071,  0.32871,-0.415142,-0.111067, -1.02032, 0.952526,  0.65831,-0.790818, 0.482927, 0.159058, -1.00839, 0.777358
RF02958#URS0000D6C13D_12908/1-114#subopt1,  6.00328,  1.13445, 0.393622, -0.89223, 0.673385,-0.896753, 0.949251,-0.229106,-0.923797, 0.748342,-0.585305,-0.903732, 0.445729
RF02958#URS0000D6C13D_12908/1-114#subopt2,  6.09992,  1.30969, 0.441895,-0.730233, 0.236327,-0.533638,  1.06207,0.0809647, -1.12596, 0.604009,-0.053966, -1.11024, 0.307372
RF02958#URS0000D6C13D_12908/1-114#subopt3,  6.00173,  1.15989, 0.340301,-0.645264, 0.159412, -1.15424,  1.11739,0.0705063,-0.832085, 0.884933,-0.259735,-0.944564, 0.591398
RF03130#CP019331.1/208098-208069#subopt0,  2.67364, 0.251416,-0.331461, -1.09856,  2.29041,-0.675253,-0.365873, 0.927193,0.0369892, 0.224012,-0.757294,  0.47921,-0.126307
RF03130#CP019331.1/208098-208069#subopt1,  3.40551,-0.283077, -1.17108, -1.22108,  2.22799, -1.07349,  -0.5731, 0.456584, 0.355033, 0.352926,-0.147969,  0.13366,-0.213782
RF03130#CP019331.1/208098-208069#subopt2,   3.34591,-0.0149573,-0.0625762,  0.274828,   2.69757, -0.295797, -0.309948,  0.532922,0.00837018, -0.432609, -0.119851,  0.516269,  0.268727
RF03130#CP019331.1/208098-208069#subopt3,  4.03226,-0.500994, -1.01607, 0.188066,  2.67632, -1.33098,  -1.1425,-0.403777, 0.765522,  0.47416, 0.420118,-0.778982,0.0847682
RF03130#LT629752.1/2327677-2327706#subopt0,  2.67364, 0.251416,-0.331461, -1.09856,  2.29041,-0.675253,-0.365873, 0.927193,0.0369892, 0.224012,-0.757294,  0.47921,-0.126307
RF03130#LT629752.1/2327677-2327706#subopt1,  3.40551,-0.283077, -1.17108, -1.22108,  2.22799, -1.07349,  -0.5731, 0.456584, 0.355033, 0.352926,-0.147969,  0.13366,-0.213782
RF03130#LT629752.1/2327677-2327706#subopt2,   3.34591,-0.0149573,-0.0625762,  0.274828,   2.69757, -0.295797, -0.309948,  0.532922,0.00837018, -0.432609, -0.119851,  0.516269,  0.268727
RF03130#LT629752.1/2327677-2327706#subopt3,  4.03226,-0.500994, -1.01607, 0.188066,  2.67632, -1.33098,  -1.1425,-0.403777, 0.765522,  0.47416, 0.420118,-0.778982,0.0847682
RF03130#LT670850.1/2437797-2437768#subopt0,  2.67364, 0.251416,-0.331461, -1.09856,  2.29041,-0.675253,-0.365873, 0.927193,0.0369892, 0.224012,-0.757294,  0.47921,-0.126307
RF03130#LT670850.1/2437797-2437768#subopt1,  3.40551,-0.283077, -1.17108, -1.22108,  2.22799, -1.07349,  -0.5731, 0.456584, 0.355033, 0.352926,-0.147969,  0.13366,-0.213782
RF03130#LT670850.1/2437797-2437768#subopt2,   3.34591,-0.0149573,-0.0625762,  0.274828,   2.69757, -0.295797, -0.309948,  0.532922,0.00837018, -0.432609, -0.119851,  0.516269,  0.268727
RF03130#LT670850.1/2437797-2437768#subopt3,  4.03226,-0.500994, -1.01607, 0.188066,  2.67632, -1.33098,  -1.1425,-0.403777, 0.765522,  0.47416, 0.420118,-0.778982,0.0847682
RF03130#URS0001A23FB0_12908/1-30#subopt0,  2.67364, 0.251416,-0.331461, -1.09856,  2.29041,-0.675253,-0.365873, 0.927193,0.0369892, 0.224012,-0.757294,  0.47921,-0.126307
RF03130#URS0001A23FB0_12908/1-30#subopt1,  3.40551,-0.283077, -1.17108, -1.22108,  2.22799, -1.07349,  -0.5731, 0.456584, 0.355033, 0.352926,-0.147969,  0.13366,-0.213782
RF03130#URS0001A23FB0_12908/1-30#subopt2,   3.34591,-0.0149573,-0.0625762,  0.274828,   2.69757, -0.295797, -0.309948,  0.532922,0.00837018, -0.432609, -0.119851,  0.516269,  0.268727
RF03130#URS0001A23FB0_12908/1-30#subopt3,  4.03226,-0.500994, -1.01607, 0.188066,  2.67632, -1.33098,  -1.1425,-0.403777, 0.765522,  0.47416, 0.420118,-0.778982,0.0847682
RF03142#URS0001A246D4_12908/1-69#subopt0,  3.77377,-0.987092, -1.55693, -1.13933,  1.01652, -1.16343,-0.175103, 0.535938, 0.980581, 0.158876, 0.108041,-0.147251,-0.598413
RF03142#FXYF01000010.1/45420-45352#subopt0,  3.72564,-0.925133, -1.59631, -1.17754,  1.01782, -1.09883,-0.471012, 0.308699, 0.967157, 0.506194, 0.130521,0.0973537,-0.366866
RF03142#FXYF01000010.1/45420-45352#subopt1,  3.79475,-0.880048, -1.50856, -1.36695,  1.18607, -0.63359, 0.089446,0.0305795, 0.341569, 0.294403, 0.175499,-0.343615,-0.830889
RF03142#FXYF01000010.1/45420-45352#subopt2,  3.75906,-0.893483, -1.49966, -1.31572, 0.843722, -0.66745, 0.172379, -0.30515, 0.665303,   0.6142, 0.250934, -0.15092,-0.638315
RF03142#FXYF01000010.1/45420-45352#subopt3,   4.25516,  -1.22741,  -1.11538,-0.0989641,   1.25816, -0.607532,  0.234413, -0.429307,  0.776123,    0.7747,  0.849082,  -0.47724, -0.300827
RF03142#URS0001A234C0_12908/1-69#subopt0,  3.72564,-0.925133, -1.59631, -1.17754,  1.01782, -1.09883,-0.471012, 0.308699, 0.967157, 0.506194, 0.130521,0.0973537,-0.366866
RF03142#URS0001A24051_12908/1-65#subopt0,   3.87702, -0.931188,  -1.65089, -0.957358,  0.286149, -0.551487, -0.527881,  0.145344,   1.32987,  0.776508,-0.0959705, -0.312651, -0.727128
RF03142#URS0001A24051_12908/1-65#subopt1,  4.31045, -1.10863, -1.61473,0.0830163, 0.563864,-0.703667,-0.897838,-0.463994,  1.66019, 0.733908,   0.5894,  -1.0294,-0.447822
RF03142#URS0001A24051_12908/1-65#subopt2,  4.42009, -1.16997, -1.71131,  0.10685, 0.493428,-0.476364,  -0.8422,-0.572145,  1.47951, 0.144704,  0.60533,-0.456252,-0.340474
RF03142#URS0001A24051_12908/1-65#subopt3,   4.42144,   1.21826, -0.530422,  0.783381, -0.255091, -0.560429,  -0.28688, -0.405956,   1.17585,-0.0740379, -0.513589,  0.731016, -0.350466
RF02957#URS0000D6BF88_755863/1-129#subopt0,   6.82209,-0.0189112,   3.00585, -0.496316,  0.467281, 0.0833674,   0.11569,  -1.82006, -0.260395,  -1.41549,  -2.63316,  0.418958, -0.389059
RF02957#URS0000D6BF88_755863/1-129#subopt1,  7.14176,-0.177828,  3.15345,-0.107811,  0.47798,0.0711076, 0.199041, -2.03604,-0.364046, -1.75906, -2.69146, 0.542908,-0.376681
RF02957#URS0000D6BF88_755863/1-129#subopt2,   5.94832,  0.792972,   3.98732,-0.0578291,  0.283398,  0.175633, -0.590004,  -1.71338,  0.212631,  -0.30682,  -2.22366,-0.0319826,-0.0599115
RF02957#URS0000D6BF88_755863/1-129#subopt3,  6.76363,0.0721989,  2.87064,-0.370062, 0.100801,-0.480622, -0.79992, -2.14382,  0.17955,-0.314769, -2.24959,-0.607543,-0.404812
RF02957#URS0000D6BF88_360102/1-129#subopt0,   6.82209,-0.0189112,   3.00585, -0.496316,  0.467281, 0.0833674,   0.11569,  -1.82006, -0.260395,  -1.41549,  -2.63316,  0.418958, -0.389059
RF02957#URS0000D6BF88_360102/1-129#subopt1,  7.14176,-0.177828,  3.15345,-0.107811,  0.47798,0.0711076, 0.199041, -2.03604,-0.364046, -1.75906, -2.69146, 0.542908,-0.376681
RF02957#URS0000D6BF88_360102/1-129#subopt2,   5.94832,  0.792972,   3.98732,-0.0578291,  0.283398,  0.175633, -0.590004,  -1.71338,  0.212631,  -0.30682,  -2.22366,-0.0319826,-0.0599115
RF02957#URS0000D6BF88_360102/1-129#subopt3,  6.76363,0.0721989,  2.87064,-0.370062, 0.100801,-0.480622, -0.79992, -2.14382,  0.17955,-0.314769, -2.24959,-0.607543,-0.404812
RF02957#AL590842.1/1239599-1239471#subopt0,   6.82209,-0.0189112,   3.00585, -0.496316,  0.467281, 0.0833674,   0.11569,  -1.82006, -0.260395,  -1.41549,  -2.63316,  0.418958, -0.389059
RF02957#AL590842.1/1239599-1239471#subopt1,  7.14176,-0.177828,  3.15345,-0.107811,  0.47798,0.0711076, 0.199041, -2.03604,-0.364046, -1.75906, -2.69146, 0.542908,-0.376681
RF02957#AL590842.1/1239599-1239471#subopt2,   5.94832,  0.792972,   3.98732,-0.0578291,  0.283398,  0.175633, -0.590004,  -1.71338,  0.212631,  -0.30682,  -2.22366,-0.0319826,-0.0599115
RF02957#AL590842.1/1239599-1239471#subopt3,  6.76363,0.0721989,  2.87064,-0.370062, 0.100801,-0.480622, -0.79992, -2.14382,  0.17955,-0.314769, -2.24959,-0.607543,-0.404812
RF02957#URS0000D661CF_527002/1-130#subopt0,   6.36874,  0.589582,    4.2063,  0.309049,  0.693096,0.00642418, -0.360307,  -1.81115, -0.114725,  -1.26989,  -2.03587,  0.336192,  0.144676
RF02957#URS0000D661CF_527002/1-130#subopt1,   6.68694,   0.39757,   4.30699,  0.796121,   0.71885, -0.272017, -0.314676,  -1.98534,  0.179199, -0.928382,   -1.8158,  0.354274,0.00755682
RF02957#URS0000D661CF_527002/1-130#subopt2,  7.19556, -1.96316, 0.709823, 0.491169,  1.14604,  0.55434,  0.65192, -1.40466, 0.703332, -0.35259,-0.758747,-0.580176, 0.429542
RF02957#URS0000D661CF_527002/1-130#subopt3,  7.58743, -2.30587,   0.3493, 0.432364,  1.06344, 0.473902, 0.636529, -1.59063, 0.670557,-0.719364, -0.56838,-0.245618, 0.589268
RF01717#KJ019103.1/171801-171896#subopt0,  3.40587,  1.09123,  1.49129,-0.212281, 0.311189, 0.867835, -1.01047,-0.243273, -1.03445,   0.3793, 0.557467,-0.116547, -1.06774
RF01717#KJ019103.1/171801-171896#subopt1,   3.99931,   1.62668,  -1.10979,  0.520421, -0.379434, -0.125399, -0.847793, 0.0686671, -0.509665,-0.0197391, 0.0193694,  0.592395, -0.847764
RF01717#KJ019103.1/171801-171896#subopt2,   3.04071,    2.1931,-0.0101984,  0.945829, -0.226898,  0.130486,  -0.24379,   0.46405, -0.454332,  0.373993,-0.0280508, -0.247393, -0.649661
RF01717#KJ019103.1/171801-171896#subopt3,    3.06481,    2.23643,-0.00609665,   0.853073, -0.0726017,  0.0188467,  -0.718542,   0.439111,  -0.534558,   0.594699,  -0.153309,   0.106279,   -0.62712
RF01717#GU071105.1/181614-181709#subopt0,   4.42253,-0.0898066,   1.00454, 0.0840487,  0.757393,   1.25926, -0.567284, 0.0118097,-0.0757632,  0.397635, -0.283455,  -0.42408, -0.536157
RF01717#GU071105.1/181614-181709#subopt1,   3.58332,  0.682399,   1.76644,  0.217535,  0.592382,  0.655724, -0.559494, -0.395805, -0.160068,-0.0251926, 0.0158445, -0.167492, -0.574651
RF01717#GU071105.1/181614-181709#subopt2,  2.67312,  1.26548,  1.24308, -1.17763, 0.233666, 0.723943,-0.200741,-0.111731,-0.499886,0.0676225,  1.06777,-0.273367, -0.60799
RF01717#GU071105.1/181614-181709#subopt3,     3.5879,   0.911155,    1.64544,   0.490199,   0.271631,   0.401944,   -1.07554,-0.00579294,  -0.130414,   0.175269,   0.172911,  -0.329923,  -0.322176
RF01717#FM207411.1/8698-8606#subopt0,    4.49911,   0.525277,   -1.62703,    0.67567,  0.0891962,-0.00561693,  0.0926083,    -1.0056,    0.93317,  -0.704863,   0.736013,  -0.202262,  -0.499772
RF01717#FM207411.1/8698-8606#subopt1,   5.5907,  0.18929, -1.01071,   2.2681,-0.203971, 0.357299,-0.333276,-0.754142,  1.18628,-0.658481, 0.872947,-0.357688,-0.716492
RF01717#FM207411.1/8698-8606#subopt2,   4.65023,   1.09789,-0.0216313,   1.66477,  0.364817,  0.345177,  0.887138,0.00210831,   1.39989, -0.397929, -0.334357,  0.803207,  0.232511
RF01717#FM207411.1/8698-8606#subopt3,    4.68585,    1.14638, -0.0663977,    1.58484,   0.054836,   0.729337,    1.47119,  -0.145167,   0.240918,-0.00614667,   0.396632,   0.970921, -0.0432051
RF01717#GU071103.1/169510-169600#subopt0,   4.1036,  1.55644, -1.85475,-0.972087, 0.245642,-0.969347,-0.282363,-0.436766, 0.381622,-0.401364,-0.174051,  0.59146, 0.665405
RF01717#GU071103.1/169510-169600#subopt1,  4.99375,  1.00685, -1.43817, 0.700949, 0.274829,-0.588453,-0.491553,  -0.5903, 0.326678,0.0400204,-0.219945, 0.483249, 0.796075
RF01717#GU071103.1/169510-169600#subopt2,  4.93478,  1.02506, -1.52021,  0.99208,-0.383506,-0.234226,-0.674213,-0.710076, 0.295635, 0.120283,-0.590126, 0.431367, 0.213263
RF01717#GU071103.1/169510-169600#subopt3,  3.42072,  1.90424,-0.849621,-0.833329, 0.619903,-0.625656, 0.375637, 0.467419, 0.248834, 0.301057,-0.858112,0.0980047, 0.776102
RF01725#KB456687.1/1545-1438#subopt0,  5.72148, 0.784519,  3.26764, 0.474389,-0.076126, 0.710939, -1.62949, 0.570186, 0.178954, 0.783914,-0.176406, 0.468317,-0.508663
RF01725#KB456687.1/1545-1438#subopt1,  5.68492, 0.929563,  3.13756, 0.412841,0.0111795, 0.826384, -1.70356, 0.421743, 0.156872, 0.627698,-0.182837, 0.315014,-0.444444
RF01725#KB456687.1/1545-1438#subopt2,    5.7557,  0.829674,   3.15957,  0.263038, -0.123606,  0.900579,  -1.00149,-0.0646295, -0.157028, 0.0825819,  0.209084,  0.678019, -0.620388
RF01725#KB456687.1/1545-1438#subopt3,  5.54047,  0.99478,  3.02575, 0.462481,-0.604491,   1.5085, -1.24184,-0.182678,-0.234145,  1.00398, 0.100302, 0.282504, -1.17255
RF01725#ATDL01000014.1/305234-305140#subopt0,  5.87314,-0.577265, 0.369752,-0.651902,  1.40033, 0.773808, -1.95468, 0.993565, 0.271963, -0.44244,-0.410305, 0.249112, 0.413897
RF01725#ATDL01000014.1/305234-305140#subopt1,  5.87618,-0.554707, 0.264766,-0.507589,  1.05907,  1.15731, -2.07824,  0.88244, 0.194452,-0.331576,-0.445975,  0.13614, 0.181122
RF01725#ATDL01000014.1/305234-305140#subopt2,  5.85396,-0.621849, 0.332105,  -0.6065,  1.08782, 0.935266, -1.61823, 0.890285, 0.301806,-0.399601,-0.339509, 0.126744, 0.643172
RF01725#ATDL01000014.1/305234-305140#subopt3,   5.96244, -0.659225,   0.44824, -0.728845,   1.03588,   1.36648,  -1.51638,   0.38355,-0.0147353,-0.0155918,  -0.26277,  0.177688, 0.0621207
RF01725#CP011568.2/2341891-2341786#subopt0,  6.01279,  1.79343,   2.5335,  0.81645, -1.55539,  1.60775, 0.426766, -0.55292,-0.514803, -0.17939, 0.519291, 0.814677, 0.565765
RF01725#CP011568.2/2341891-2341786#subopt1,  6.12954,  1.80912,  2.68007,  0.66216,-0.794022, 0.813712, 0.146404, 0.135147,-0.111428,-0.698647, 0.320777, 0.682878,   1.5544
RF01725#CP011568.2/2341891-2341786#subopt2,  6.00024,  1.83581,  2.52708, 0.768486, -1.49664,  1.58273, 0.451813, -0.54779,-0.541176,-0.268919, 0.542477, 0.748602, 0.546238
RF01725#CP011568.2/2341891-2341786#subopt3,  6.13674,  1.73681,    2.682, 0.927379, -1.30455,  1.28568,-0.168962, 0.209431,-0.117352,  0.12987, 0.119735, 0.597562,  1.09651
RF01725#BAMW01000022.1/16179-16288#subopt0,  6.14802,  1.34483,  1.24783, 0.820343,-0.827318,-0.409207,-0.581769,-0.297816, 0.809402, 0.882544, -2.01191,   0.2511,0.0624008
RF01725#BAMW01000022.1/16179-16288#subopt1,  6.25844,  1.27423,  1.12257, 0.720616,-0.548051,-0.749535,-0.379186,-0.285028, 0.824331,  0.10257, -1.60661, 0.744791, 0.410807
RF01725#BAMW01000022.1/16179-16288#subopt2,   6.25523,    1.2888,   1.17427,  0.721398, -0.534031, -0.676951, -0.335337, -0.463489,  0.810204,-0.0155309,  -1.83613,  0.634336,  0.426822
RF01725#BAMW01000022.1/16179-16288#subopt3,  6.27938,  1.20244,  1.12301, 0.786145,-0.579009,-0.643239,-0.389847,-0.287854, 0.858988, 0.212873, -1.68938, 0.875192, 0.380544
RF00174#MWFK01000002.1/722662-722517#subopt0,  6.86748,-0.187899,  1.96197, -1.41839,  1.20918,-0.259232, -1.51987,-0.361921, 0.404506,  0.94668, 0.338832, -0.56719, 0.729695
RF00174#MWFK01000002.1/722662-722517#subopt1,   6.88763, -0.349365,   2.13223,  -1.46959,   1.10931,  0.214343,  -1.10019,-0.0902621,  0.640018,  0.848228,  0.525021, -0.422795,   0.16525
RF00174#MWFK01000002.1/722662-722517#subopt2,    6.89406,-0.00805546,    1.81291,    -1.1857,    1.05317,   -0.47481,   -1.74797,   0.232302,  -0.125628,   0.973074,   0.582962,  -0.668789,   0.608057
RF00174#MWFK01000002.1/722662-722517#subopt3,   6.87509, -0.236628,   2.02542,  -1.49324,   1.12328,-0.0640809,  -1.23125, -0.537983,  0.262534,   1.08325,  0.396256, -0.533303,  0.475868
RF00174#CP000613.2/2937153-2937359#subopt0,  8.50251, -3.38837,  -1.7101, 0.240865, 0.218623,  1.50926,  1.70695, -1.72338,-0.268387,-0.250987, 0.168802,-0.931253, -1.00985
RF00174#CP000613.2/2937153-2937359#subopt1,  8.49761, -3.38579, -1.71759, 0.249273, 0.222438,  1.49062,  1.66314, -1.72013,-0.239345,-0.261332, 0.202687,-0.908783, -1.02242
RF00174#CP000613.2/2937153-2937359#subopt2,   8.59447,  -3.47928,  -1.71585,  0.205534,   0.70971,   1.27533,   1.42185,  -1.26542, -0.456535, -0.641047,-0.0310103, -0.720939, -0.734901
RF00174#CP000613.2/2937153-2937359#subopt3,   8.42579,  -3.41211,  -1.75671,  0.298702,  0.155254,   1.69274,   1.57949,  -1.69684,-0.0510845, -0.187619,  0.350742,  -1.33543,  -1.03599
RF00174#LZZM01000194.1/2900-2761#subopt0,  5.79105,  1.04195,  3.09357,    0.284, 0.477596, 0.630627,-0.616409,-0.451271,-0.109512, 0.838477, 0.418142,-0.336191,  1.92841
RF00174#LZZM01000194.1/2900-2761#subopt1,   5.8711, 0.951464,  3.31023, 0.187256, 0.259817,  1.02296,-0.174584,-0.410044,0.0249819, 0.795274, 0.566623,-0.233678,  1.58355
RF00174#LZZM01000194.1/2900-2761#subopt2,  5.85956, 0.857087,  3.42567,  0.15362,0.0934519,  1.41403, 0.204967,-0.301235, 0.125706, 0.765518, 0.743283, -0.12042,  1.06258
RF00174#LZZM01000194.1/2900-2761#subopt3,  5.83239, 0.916594,  3.31869, 0.134974, 0.120815,   1.2179,0.0820334,-0.598033, -0.11514,  0.93979,  0.68176,-0.176343,  1.21806
RF00174#AFGF01000269.1/62250-62434#subopt0,   8.86703,  -2.16611, -0.449183,   -0.9078,  0.769615,  0.222622,   -1.6448,  0.118934,  0.417026, -0.977434,-0.0800699,-0.0565381, -0.239144
RF00174#AFGF01000269.1/62250-62434#subopt1,   8.44389,  -1.84679, -0.111871, -0.891807,  0.910157,  0.361485,  -1.55517,   0.24494,  0.518004,  -1.20066,-0.0727287, -0.311596, -0.324208
RF00174#AFGF01000269.1/62250-62434#subopt2,   8.0873, -1.52885,-0.203681, -1.52016, 0.719648, 0.437694,  -1.8125, 0.435255,  0.83459,-0.630612,-0.414837,-0.283511,-0.652465
RF00174#AFGF01000269.1/62250-62434#subopt3,  8.13883, -1.38544, 0.471941,-0.580491, 0.995848, 0.595386, -1.58525, 0.301316, 0.623707,-0.832656,-0.699669, -0.68854,-0.643387
RF03132#URS0001A23582_132474/1-56#subopt0,   4.03076,   2.20418,  0.341119,   2.01525, -0.174331, 0.0838248, 0.0662184, -0.231061, -0.452451,  0.708194,  0.601775,   1.57787,-0.0403539
RF03132#URS0001A23582_132474/1-56#subopt1,  3.40144,  2.20061, 0.412801,  1.36846,-0.036129, 0.133905, 0.238019,-0.122605, 0.721268, 0.981517, 0.207025, 0.797636,-0.592782
RF03132#URS0001A23582_132474/1-56#subopt2,   3.91862,    2.1188,  0.529037,   1.90033,-0.0340312,  -0.26191,  0.183768, -0.552753,  0.781319,   1.33491,  0.409855,  0.745196, -0.365533
RF03132#URS0001A23582_132474/1-56#subopt3,  3.92726,  1.97104, 0.594545,  2.01603,0.0873101,-0.159704, 0.215587,-0.374332,   1.0733,  1.52242, 0.423272, 0.770962,-0.841029
RF03132#URS0001A2399E_1440053/1-56#subopt0,   4.03076,   2.20418,  0.341119,   2.01525, -0.174331, 0.0838248, 0.0662184, -0.231061, -0.452451,  0.708194,  0.601775,   1.57787,-0.0403539
RF03132#URS0001A2399E_1440053/1-56#subopt1,  3.40144,  2.20061, 0.412801,  1.36846,-0.036129, 0.133905, 0.238019,-0.122605, 0.721268, 0.981517, 0.207025, 0.797636,-0.592782
RF03132#URS0001A2399E_1440053/1-56#subopt2,   3.91862,    2.1188,  0.529037,   1.90033,-0.0340312,  -0.26191,  0.183768, -0.552753,  0.781319,   1.33491,  0.409855,  0.745196, -0.365533
RF03132#URS0001A2399E_1440053/1-56#subopt3,  3.92726,  1.97104, 0.594545,  2.01603,0.0873101,-0.159704, 0.215587,-0.374332,   1.0733,  1.52242, 0.423272, 0.770962,-0.841029
RF03132#URS0001A232D3_1157633/1-56#subopt0,   4.03076,   2.20418,  0.341119,   2.01525, -0.174331, 0.0838248, 0.0662184, -0.231061, -0.452451,  0.708194,  0.601775,   1.57787,-0.0403539
RF03132#URS0001A232D3_1157633/1-56#subopt1,  3.40144,  2.20061, 0.412801,  1.36846,-0.036129, 0.133905, 0.238019,-0.122605, 0.721268, 0.981517, 0.207025, 0.797636,-0.592782
RF03132#URS0001A232D3_1157633/1-56#subopt2,   3.91862,    2.1188,  0.529037,   1.90033,-0.0340312,  -0.26191,  0.183768, -0.552753,  0.781319,   1.33491,  0.409855,  0.745196, -0.365533
RF03132#URS0001A232D3_1157633/1-56#subopt3,  3.92726,  1.97104, 0.594545,  2.01603,0.0873101,-0.159704, 0.215587,-0.374332,   1.0733,  1.52242, 0.423272, 0.770962,-0.841029
RF03132#ASHX02000001.1/2482147-2482092#subopt0,   4.03076,   2.20418,  0.341119,   2.01525, -0.174331, 0.0838248, 0.0662184, -0.231061, -0.452451,  0.708194,  0.601775,   1.57787,-0.0403539
RF03132#ASHX02000001.1/2482147-2482092#subopt1,  3.40144,  2.20061, 0.412801,  1.36846,-0.036129, 0.133905, 0.238019,-0.122605, 0.721268, 0.981517, 0.207025, 0.797636,-0.592782
RF03132#ASHX02000001.1/2482147-2482092#subopt2,   3.91862,    2.1188,  0.529037,   1.90033,-0.0340312,  -0.26191,  0.183768, -0.552753,  0.781319,   1.33491,  0.409855,  0.745196, -0.365533
RF03132#ASHX02000001.1/2482147-2482092#subopt3,  3.92726,  1.97104, 0.594545,  2.01603,0.0873101,-0.159704, 0.215587,-0.374332,   1.0733,  1.52242, 0.423272, 0.770962,-0.841029
RF02001#GG657590.1/215507-215313#subopt0,   7.91525,  0.012405,  -1.03148, -0.207189, -0.197248,  0.283836,-0.0584816,   1.30752, -0.823638, -0.938191, -0.189106,  0.538238,   1.28049
RF02001#GG657590.1/215507-215313#subopt1,   7.81893,  0.152397,  -1.22935,   0.04485, -0.285923, 0.0822558, -0.484035,   1.75743, -0.917096,  -1.05987,-0.0965629,  0.472451,   1.29323
RF02001#GG657590.1/215507-215313#subopt2,   7.73611, -0.314905, -0.905443, -0.260719, -0.121478,   0.29195, -0.205646,   1.21033, -0.479724, -0.595359,-0.0850613,-0.0992797,   1.11853
RF02001#GG657590.1/215507-215313#subopt3,    8.0769,-0.0575597,-0.0451843,  -1.62815, -0.852174,  0.534863, -0.210114,  0.881491, -0.809831,  -1.15076,0.00628745,  0.469052,  0.754315
RF02001#MJHW01000023.1/2004-1835#subopt0,   6.64399,  0.349826,-0.0975966,  -1.68029,  0.431518, 0.0198129,  0.449283,-0.0782424,  0.195014,   1.40726,  -1.16935, -0.262172,   1.47836
RF02001#MJHW01000023.1/2004-1835#subopt1,  6.65505, 0.381494,-0.143764, -1.61875, 0.540868,-0.183712,  0.20052,0.0863089, 0.346542,  1.27735, -1.22246,-0.274518,  1.76277
RF02001#MJHW01000023.1/2004-1835#subopt2,  6.72503, 0.228698, 0.099878,  -1.6625, 0.311453, 0.388393, 0.684427, 0.460664, 0.701744,  1.09078,-0.979486,-0.122942,  1.19589
RF02001#MJHW01000023.1/2004-1835#subopt3,  6.71678, 0.480907,-0.139765, -1.47438, 0.264812,-0.182047, 0.221577, 0.420109,-0.284868,  1.44004, -0.84059,-0.375208,  1.49833
RF02001#ALJM01000048.1/525-355#subopt0,  6.86795,-0.247465, -1.40225,  1.06803, 0.772382,  1.15236,  2.19385, 0.356714,-0.252626, 0.455848, 0.785816, 0.836767,  1.22851
RF02001#ALJM01000048.1/525-355#subopt1,  6.43349,0.0159803, -1.57296, 0.522433, 0.590635, 0.874551,  1.88895,  0.86857,-0.386484, 0.620922, 0.873355, 0.360227,  1.17193
RF02001#ALJM01000048.1/525-355#subopt2,  7.04658, -0.37199, -1.95087, 0.869297,  1.06266, 0.868898,  1.96354,-0.509603, -1.06317, 0.595793, 0.795438, 0.877294,  1.59895
RF02001#ALJM01000048.1/525-355#subopt3,  7.11016,-0.415068, -1.91257,  1.02073, 0.895805,  1.16694,  1.96249, 0.331221,-0.777949, 0.262571,  1.14092, 0.910393,  1.43169
